"zone_id","entity_id","npc_name","quest_name","status","source_url","reviewed_on","notes"
"236","17743915","Gudav","A Foreman's Best Friend","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"236","17743886","Powhatan","Welcome to Bastok","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"236","17744020","Raifa","Eco-Warrior (Bastok)","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fame 1; combat level cap is not an acceptance minimum; no active/completed Eco-Warrior on a fresh character."
"236","17743880","Talib","Beauty and the Galka","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"236","17743942","Valah Molkot","A Lady's Heart","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"237","17748007","Hungry Wolf","Smoke on the Mountain","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"237","17748063","Izabele","The Gustaberg Tour","verified","https://ffxiclopedia.fandom.com/wiki/Bastok_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752153","Angelica","A Pose by Any Other Name","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752132","Baren-Moren","Hat in Hand","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752151","Chamama","In a Pickle","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752084","Hariga-Origa","Glyph Hanger","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752111","Kerutoto","Food for Thought","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752345","Khoto Rokkorah","Babban Ny Mheillea (Quest)","verified","https://ffxiclopedia.fandom.com/wiki/Babban_Ny_Mheillea_%28Quest%29","2026-09-09","Wings of the Goddess assumed enabled; begins in present-day Windurst."
"238","17752289","Lumomo","Eco-Warrior (Windurst)","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fame 1; combat level cap is not an acceptance minimum; no active/completed Eco-Warrior on a fresh character."
"238","17752125","Mashuu-Ajuu","Reap What You Sow","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752117","Moreno-Toeno","Teacher's Pet","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"238","17752148","Naiko-Paneiko","Making Headlines","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"239","17756197","Ambrosius","The Postman Always K.O.s Twice","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"239","17756193","Koru-Moru","Star Struck","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"239","17756261","Ojha Rhawash","Flower Child","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"239","17756186","Shantotto","Curses, Foiled Again!","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"239","17756188","Yoran-Oran","Mandragora-Mad","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"240","17760338","Kohlo-Lakolo","Truth, Justice, and the Onion Way!","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"240","17760379","Sigismund","To Catch a Falling Star","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"240","17760308","Tokaka","Something Fishy","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"241","17764591","Ibwam","Lure of the Wildcat (Windurst)","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Treasures of Aht Urhgan assumed enabled; no Whitegate travel required to accept."
"241","17764480","Illu Bohjaa","Creepy Crawlies","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"241","17764374","Kopuro-Popuro","The All-New C-2000","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"241","17764466","Nanaa Mihgo","Mihgo's Amigo","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"241","17764458","Tapoh Lihzeh","Paying Lip Service","verified","https://ffxiclopedia.fandom.com/wiki/Windurst_Quests/Reputation_List","2026-09-09","Fresh character; fame 1; no prior quest or level prerequisite. Completion may require items or travel."
"230","17719359","Balasiel","A Squire's Test","excluded","https://ffxiclopedia.fandom.com/wiki/A_Squire%27s_Test","2026-09-09","Requires level 7; not available at level 1."
"232","17727617","Eddy","A Discerning Eye (San d'Oria)","excluded","https://ffxiclopedia.fandom.com/wiki/A_Discerning_Eye","2026-09-09","Airship departure area requires airship access."
"236","17744023","Grin","A Discerning Eye (Bastok)","excluded","https://ffxiclopedia.fandom.com/wiki/A_Discerning_Eye","2026-09-09","Airship departure area requires airship access."
"240","17760442","Pygmalion","A Discerning Eye (Windurst)","excluded","https://ffxiclopedia.fandom.com/wiki/A_Discerning_Eye","2026-09-09","Airship departure area requires airship access."
"232","17727499","Gulemont","The Dismayed Customer","excluded","https://ffxiclopedia.fandom.com/wiki/The_Dismayed_Customer","2026-09-09","Requires A Taste for Meat; not a fresh-character offer."
"238","17752139","Maysoon","Hoist the Jelly, Roger","excluded","https://www.bg-wiki.com/ffxi/Hoist_the_Jelly%2C_Roger","2026-09-09","Requires Cook's Pride active."
"230","17719610","Atelloune","Atelloune's Lament","pending","https://www.bg-wiki.com/ffxi/Atelloune%27s_Lament","2026-09-09","Pages list Seeing Spots as previous quest but do not clarify whether mandatory; withheld pending verification."
