object_name,material,super_flag,sub_flag,blend_flags,flags2,vert_stride,vert_count,index_count,map_refs
ent_s           ,model   e_yuka  ,64,240,0,0,36,12,25,1
ent_s           ,model   e_stone ,64,240,32768,0,36,220,475,1
ent_s           ,model   e_wall  ,64,240,32768,0,36,60,113,1
ent_s           ,model   e_yuka  ,64,240,32768,0,36,12,25,1
entotu          ,model   kama    ,64,174,0,0,36,65,94,3
entotu          ,model   e_si    ,64,174,0,0,36,84,134,3
entotu          ,model   e_si    ,64,174,32768,0,36,16,16,3
entotu2         ,model   kama    ,64,112,0,0,36,86,130,2
entotu2         ,model   e_si    ,64,112,0,0,36,47,66,2
entotu3         ,model   kama    ,64,278,0,0,36,177,315,2
entotu3         ,model   e_si    ,64,278,0,0,36,91,147,2
entotu3         ,model   e_si    ,64,278,32768,0,36,84,159,2
entotu4         ,model   e_wall  ,64,112,0,0,36,30,46,1
entotu4         ,model   e_si    ,64,112,0,0,36,68,90,1
entotu4         ,                ,64,112,0,0,36,32,46,1
entotukazari    ,model   e_si    ,64,32,0,0,36,39,73,3
entotuparts-l01 ,model   tetu_02 ,64,52,0,0,36,88,130,1
entotuparts-l01 ,model   tetu_03 ,64,52,0,0,36,16,22,1
entotuparts-l02 ,model   tetu_02 ,64,40,0,0,36,80,118,5
entotuparts-l03 ,model   tetu_02 ,64,36,0,0,36,56,82,1
entotuparts-l03 ,model   tetu_03 ,64,36,0,0,36,16,22,1
entotuparts-r01 ,model   tetu_02 ,64,52,0,0,36,88,130,1
entotuparts-r01 ,model   tetu_03 ,64,52,0,0,36,16,22,1
entotuparts-r02 ,model   tetu_02 ,64,40,0,0,36,80,118,5
entotuparts-r03 ,model   tetu_02 ,64,36,0,0,36,56,82,1
entotuparts-r03 ,model   tetu_03 ,64,36,0,0,36,16,22,1
ent-parts01     ,model   e_si    ,64,280,0,0,36,180,403,1
ent-parts01     ,model   e_stone ,64,280,0,0,36,30,55,1
ent-parts01     ,model   tetu_02 ,64,280,0,0,36,88,130,1
ent-parts01     ,model   e_si    ,64,280,32768,0,36,35,59,1
ent-parts02     ,model   e_si    ,64,270,0,0,36,201,455,1
ent-parts02     ,model   e_stone ,64,270,0,0,36,30,55,1
ent-parts02     ,model   tetu_02 ,64,270,0,0,36,68,100,1
ent-parts02     ,model   e_si    ,64,270,32768,0,36,22,30,1
factry-a        ,model   e_stone ,64,774,0,0,36,566,987,1
factry-a        ,model   e_yuka2 ,64,774,0,0,36,57,95,1
factry-a        ,model   e_si    ,64,774,0,0,36,320,599,1
factry-a        ,model   ten     ,64,774,0,0,36,20,31,1
factry-a        ,model   e_yuka  ,64,774,0,0,36,57,101,1
factry-a        ,model   e_wall  ,64,774,0,0,36,26,38,1
factry-a        ,model   yuka_ren,64,774,0,0,36,23,39,1
factry-a        ,                ,64,774,0,0,36,19,28,1
factry-a        ,model   doma    ,64,774,32768,0,36,25,51,1
factry-b        ,model   kama    ,64,1574,0,0,36,161,305,1
factry-b        ,model   e_si    ,64,1574,0,0,36,596,999,1
factry-b        ,model   e_stone ,64,1574,0,0,36,699,1289,1
factry-b        ,model   tetu_01 ,64,1574,0,0,36,40,71,1
factry-b        ,model   tetu_02 ,64,1574,0,0,36,75,119,1
factry-b        ,model   tetu_03 ,64,1574,0,0,36,6,11,1
factry-b        ,model   yuka_ren,64,1574,0,0,36,72,131,1
factry-b        ,model   e_wall  ,64,1574,0,0,36,249,483,1
factry-b        ,model   ten     ,64,1574,0,0,36,10,19,1
factry-b        ,model   doma    ,64,1574,0,0,36,93,193,1
factry-b        ,model   e_yuka2 ,64,1574,0,0,36,4,4,1
factry-b        ,                ,64,1574,0,0,36,6,11,1
factry-b        ,model   ten     ,64,1574,32768,0,36,42,77,1
factrymark-a    ,model   sign    ,64,22,0,0,36,28,47,1
factrymark-a    ,model   dai_sig ,64,22,32768,0,36,4,4,1
factrymark-b    ,model   sign    ,64,22,0,0,36,24,51,1
factrymark-b    ,model   dai_sig ,64,22,32768,0,36,4,4,1
firemark        ,model   sign    ,64,22,0,0,36,20,45,1
firemark        ,                ,64,22,0,0,36,4,4,1
firemark        ,model   dai_sig ,64,22,32768,0,36,4,4,1
fireroom        ,model   e_stone ,64,697,0,0,36,395,743,1
fireroom        ,model   e_wall  ,64,697,0,0,36,259,489,1
fireroom        ,model   e_si    ,64,697,0,0,36,135,225,1
fireroom        ,model   yuka_ren,64,697,0,0,36,147,257,1
fireroom        ,                ,64,697,0,0,36,32,70,1
foodmark        ,model   sign    ,64,22,0,0,36,28,47,1
foodmark        ,model   dai_sig ,64,22,32768,0,36,4,4,1
foodroom        ,model   e_stone ,64,665,0,0,36,184,377,1
foodroom        ,model   e_wall  ,64,665,0,0,36,114,247,1
foodroom        ,model   e_si    ,64,665,0,0,36,343,629,1
foodroom        ,model   ten     ,64,665,0,0,36,37,56,1
foodroom        ,model   e_yuka2 ,64,665,0,0,36,101,179,1
foodroom        ,model   yuka_ren,64,665,0,0,36,19,30,1
foodroom        ,model   kou_ko  ,64,665,0,0,36,54,89,1
foodroom        ,model   ten     ,64,665,32768,0,36,66,91,1
guilddoorl      ,model   kou_ko  ,64,12,0,0,36,21,34,2
guilddoorr      ,model   kou_ko  ,64,12,0,0,36,22,34,2
guildentl       ,model   e_si    ,64,1020,0,0,36,418,885,1
guildentl       ,                ,64,1020,0,0,36,21,35,1
guildentl       ,model   e_wall  ,64,1020,0,0,36,117,243,1
guildentl       ,model   e_yuka2 ,64,1020,0,0,36,100,193,1
guildentl       ,model   ten     ,64,1020,0,0,36,18,27,1
guildentl       ,model   e_stone ,64,1020,0,0,36,312,653,1
guildentl       ,model   doma    ,64,1020,0,0,36,38,85,1
guildentl       ,model   tetu_02 ,64,1020,0,0,36,67,118,1
guildentl       ,model   kama    ,64,1020,0,0,36,54,109,1
guildentl       ,model   tetu_01 ,64,1020,0,0,36,8,10,1
guildentl       ,model   doma    ,64,1020,32768,0,36,32,49,1
guildentl       ,model   ten     ,64,1020,32768,0,36,46,95,1
guildentl       ,model   e_si    ,64,1020,32768,0,36,10,12,1
guildent-parts01,model   tetu_02 ,64,58,0,0,36,68,94,3
guildent-parts01,model   tetu_01 ,64,58,0,0,36,16,22,3
guildent-parts01,model   doma    ,64,58,32768,0,36,12,12,3
guildent-parts02,model   tetu_02 ,64,8,0,0,36,16,22,14
guildentr       ,model   e_si    ,64,1053,0,0,36,453,901,1
guildentr       ,                ,64,1053,0,0,36,16,20,1
guildentr       ,model   e_wall  ,64,1053,0,0,36,126,239,1
guildentr       ,model   e_yuka2 ,64,1053,0,0,36,118,213,1
guildentr       ,model   ten     ,64,1053,0,0,36,37,61,1
guildentr       ,model   e_stone ,64,1053,0,0,36,318,643,1
guildentr       ,model   doma    ,64,1053,0,0,36,39,85,1
guildentr       ,model   tetu_02 ,64,1053,0,0,36,73,118,1
guildentr       ,model   kama    ,64,1053,0,0,36,51,107,1
guildentr       ,model   tetu_01 ,64,1053,0,0,36,8,10,1
guildentr       ,model   doma    ,64,1053,32768,0,36,27,45,1
guildentr       ,model   ten     ,64,1053,32768,0,36,42,83,1
guildentr       ,model   e_si    ,64,1053,32768,0,36,22,33,1
guildin         ,model   e_si    ,64,2105,0,0,36,1211,2303,1
guildin         ,model   e_stone ,64,2105,0,0,36,732,1351,1
guildin         ,model   kama    ,64,2105,0,0,36,137,245,1
guildin         ,model   tetu_02 ,64,2105,0,0,36,339,583,1
guildin         ,model   tetu_01 ,64,2105,0,0,36,125,273,1
guildin         ,model   e_wall  ,64,2105,0,0,36,36,65,1
guildin         ,model   e_yuka2 ,64,2105,0,0,36,42,73,1
guildin         ,model   doma    ,64,2105,0,0,36,82,157,1
guildin         ,                ,64,2105,0,0,36,10,15,1
guildin         ,model   tetu_03 ,64,2105,0,0,36,12,25,1
guildin         ,model   ten     ,64,2105,32768,0,36,28,45,1
guildin         ,model   e_si    ,64,2105,32768,0,36,38,83,1
guildmark       ,model   sign    ,64,60,0,0,36,8,21,1
guildmark       ,model   tetu_01 ,64,60,0,0,36,20,53,1
guildmark       ,model   tetu_02 ,64,60,0,0,36,44,62,1
guildmark       ,model   sign    ,64,60,32768,0,36,8,21,1
guildmark2      ,model   sign    ,64,60,0,0,36,8,21,4
guildmark2      ,model   tetu_01 ,64,60,0,0,36,20,53,4
guildmark2      ,model   tetu_02 ,64,60,0,0,36,44,62,4
guildmark2      ,model   sign    ,64,60,32768,0,36,8,21,4
hari01          ,model   e_stone ,64,48,0,0,36,59,123,2
hari02          ,model   e_stone ,64,48,0,0,36,65,135,1
hari03          ,model   e_stone ,64,42,0,0,36,61,127,4
hari04          ,model   e_stone ,64,48,0,0,36,59,82,1
houdaidoorl     ,model   doors   ,64,36,0,0,36,42,97,2
houdaidoorr     ,model   doors   ,64,36,0,0,36,42,97,2
houdai-room     ,model   e_pole  ,64,1578,0,0,36,709,1319,2
houdai-room     ,model   e_yuka2 ,64,1578,0,0,36,70,145,2
houdai-room     ,model   wall    ,64,1578,0,0,36,541,1153,2
houdai-room     ,model   yuka2_yo,64,1578,0,0,36,93,195,2
houdai-room     ,model   yuka2_yo,64,1578,32768,0,36,73,147,2
houdai-room     ,model   sidestep,64,1578,32768,0,36,84,163,2
jun-kokki       ,model   flag2   ,64,32,0,0,36,25,63,1
jun-mark        ,model   gyo_sig ,64,38,0,0,36,22,61,1
jun-mark        ,model   sidestep,64,38,0,0,36,10,25,1
jun-mark2       ,model   gyo_sig ,64,28,0,0,36,6,6,1
jun-mark2       ,model   e_pole  ,64,28,0,0,36,20,26,1
jun-mark2       ,model   sidestep,64,28,0,0,36,12,19,1
kaitenkun       ,model   tetu_02 ,64,384,0,0,36,374,807,2
kaitenkun2      ,model   tetu_02 ,64,384,0,0,36,374,807,2
kama_e          ,model   e_si    ,64,268,0,0,36,255,451,1
kama_e          ,model   kama    ,64,268,0,0,36,64,137,1
kama_e          ,model   e_si    ,64,268,32768,0,36,30,63,1
kanbandodai     ,model   tetu_02 ,64,112,0,0,36,164,305,7
kanbandodai     ,                ,64,112,0,0,36,8,10,7
kikai01         ,model   tetu_02 ,64,825,0,0,36,646,991,1
kikai01         ,model   tetu_05 ,64,825,0,0,36,198,351,1
kikai01         ,model   e_stone ,64,825,0,0,36,48,99,1
kikai01         ,model   tetu_01 ,64,825,0,0,36,306,451,1
kikai01         ,model   tetu_03 ,64,825,0,0,36,57,101,1
kikai01b1       ,model   tetu_01 ,64,667,0,0,36,339,519,1
kikai01b1       ,model   tetu_05 ,64,667,0,0,36,230,465,1
kikai01b1       ,model   tetu_02 ,64,667,0,0,36,291,459,1
kikai01b1       ,model   e_stone ,64,667,0,0,36,55,111,1
kikai01b1       ,model   tetu_03 ,64,667,0,0,36,56,99,1
kikai02         ,model   tetu_02 ,64,1564,0,0,36,774,1273,1
kikai02         ,model   tetu_03 ,64,1564,0,0,36,49,69,1
kikai02         ,model   tetu_05 ,64,1564,0,0,36,245,473,1
kikai02         ,model   tetu_01 ,64,1564,0,0,36,1084,1535,1
kikai02         ,model   e_si    ,64,1564,0,0,36,67,163,1
kikai02         ,model   kama    ,64,1564,0,0,36,88,126,1
kikai02         ,model   tetu_05 ,64,1564,32768,0,36,8,10,1
kikai02         ,model   kama    ,64,1564,32768,0,36,25,44,1
kikai02         ,model   e_si    ,64,1564,32768,0,36,6,6,1
kokki           ,model   flag    ,64,32,0,0,36,33,67,3
kokki2          ,model   flag    ,64,32,0,0,36,25,63,1
kouboudoorl     ,model   kou_ko  ,64,12,0,0,36,24,34,5
kouboudoorr     ,model   kou_ko  ,64,12,0,0,36,24,34,5
lanp            ,model   lanp    ,64,100,0,0,36,159,247,6
lift01          ,model   tetu_02 ,64,216,0,0,36,378,677,2
lift01b         ,model   tetu_02 ,64,216,0,0,36,378,677,2
lift02          ,model   tetu_02 ,64,128,0,0,36,214,395,1
lift02b         ,model   tetu_02 ,64,128,0,0,36,214,395,1
lift03          ,model   tetu_02 ,64,128,0,0,36,212,391,1
lift03b         ,model   tetu_02 ,64,128,0,0,36,212,391,1
lift04          ,model   tetu_02 ,64,60,0,0,36,106,171,8
lift04b         ,model   tetu_02 ,64,60,0,0,36,106,171,8
lift05          ,model   tetu_02 ,64,152,0,0,36,262,445,1
lift05b         ,model   tetu_02 ,64,152,0,0,36,262,445,1
lift06          ,model   tetu_02 ,64,152,0,0,36,270,449,1
lift06b         ,model   tetu_02 ,64,152,0,0,36,270,449,1
lift07          ,model   tetu_02 ,64,28,0,0,36,34,67,7
lift07b         ,model   tetu_02 ,64,28,0,0,36,34,67,7
lift08          ,model   tetu_02 ,64,62,0,0,36,102,161,20
lift08b         ,model   tetu_02 ,64,62,0,0,36,102,161,20
lift09          ,model   tetu_02 ,64,136,0,0,36,222,405,6
lift09          ,                ,64,136,0,0,36,8,10,6
lift09b         ,model   tetu_02 ,64,136,0,0,36,222,405,6
lift09b         ,                ,64,136,0,0,36,8,10,6
lift10          ,model   tetu_02 ,64,248,0,0,36,440,757,6
lift10b         ,model   tetu_02 ,64,248,0,0,36,440,757,6
lift11          ,model   tetu_02 ,64,94,0,0,36,118,217,10
lift11b         ,model   tetu_02 ,64,94,0,0,36,118,217,10
lift12          ,model   tetu_02 ,64,224,0,0,36,372,693,2
lift12          ,                ,64,224,0,0,36,16,22,2
lift12b         ,model   tetu_02 ,64,224,0,0,36,372,693,2
lift12b         ,                ,64,224,0,0,36,16,22,2
lift13          ,model   tetu_02 ,64,216,0,0,36,384,629,2
lift13b         ,model   tetu_02 ,64,216,0,0,36,384,629,2
lift14          ,model   tetu_01 ,64,48,0,0,36,32,38,2
lift14          ,model   tetu_02 ,64,48,0,0,36,26,61,2
lift14b         ,model   tetu_01 ,64,48,0,0,36,32,38,2
lift14b         ,model   tetu_02 ,64,48,0,0,36,26,61,2
liftall         ,model   tetu_02 ,64,924,0,0,36,1135,1581,1
liftall         ,model   tetu_01 ,64,924,0,0,36,16,22,1
liftall         ,model   tetu_03 ,64,924,0,0,36,266,523,1
liftall         ,model   kou_ko  ,64,924,0,0,36,16,26,1
liftallb        ,model   tetu_02 ,64,924,0,0,36,1132,1569,1
liftallb        ,model   tetu_01 ,64,924,0,0,36,16,22,1
liftallb        ,model   tetu_03 ,64,924,0,0,36,266,523,1
liftallb        ,model   kou_ko  ,64,924,0,0,36,16,26,1
liftbase        ,model   tetu_02 ,64,296,0,0,36,448,767,1
liftbase        ,model   e_stone ,64,296,0,0,36,9,19,1
liftbaseb       ,model   tetu_02 ,64,296,0,0,36,447,767,1
liftbaseb       ,model   e_stone ,64,296,0,0,36,9,19,1
liftstep        ,model   tetu_02 ,64,668,0,0,36,1004,1623,1
liftstep        ,model   tetu_03 ,64,668,0,0,36,108,193,1
liftstep        ,model   kou_ko  ,64,668,0,0,36,29,57,1
liftstep        ,model   tetu_01 ,64,668,0,0,36,40,58,1
liftstep        ,model   e_si    ,64,668,0,0,36,13,18,1
liftstep        ,model   tetu_02 ,64,668,32768,0,36,56,82,1
liftstepb       ,model   tetu_02 ,64,668,0,0,36,1004,1623,1
liftstepb       ,model   tetu_03 ,64,668,0,0,36,108,193,1
liftstepb       ,model   kou_ko  ,64,668,0,0,36,29,57,1
liftstepb       ,model   tetu_01 ,64,668,0,0,36,40,58,1
liftstepb       ,model   e_si    ,64,668,0,0,36,13,18,1
liftstepb       ,model   tetu_02 ,64,668,32768,0,36,56,82,1
low-house       ,model   sidestep,64,824,0,0,36,24,34,4
low-house       ,model   wall    ,64,824,0,0,36,407,825,4
low-house       ,model   e_b_wall,64,824,0,0,36,98,207,4
low-house       ,model   e_si    ,64,824,0,0,36,44,77,4
low-house       ,model   roof    ,64,824,0,0,36,252,497,4
low-house       ,model   e_stone ,64,824,0,0,36,72,179,4
low-house       ,model   e_yuka  ,64,824,0,0,36,58,123,4
low-house       ,model   wall    ,64,824,32768,0,36,36,81,4
low-house       ,model   e_stone ,64,824,32768,0,36,12,19,4
low-house       ,model   e_si    ,64,824,32768,0,36,6,11,4
low-house_p1    ,model   e_stone ,64,584,0,0,36,325,777,4
low-house_p1    ,model   sidestep,64,584,0,0,36,22,45,4
low-house_p1    ,model   wall    ,64,584,0,0,36,131,239,4
low-house_p1    ,model   e_si    ,64,584,0,0,36,12,19,4
low-house_p1    ,model   e_yuka2 ,64,584,0,0,36,8,10,4
low-house_p1    ,model   e_yuka  ,64,584,0,0,36,51,105,4
low-house_p1    ,                ,64,584,0,0,36,3,3,4
low-house_p1    ,model   wall    ,64,584,32768,0,36,64,121,4
low-house_p1    ,model   e_stone ,64,584,32768,0,36,26,49,4
low-mark        ,model   e_pole  ,64,28,0,0,36,26,34,1
low-mark        ,model   sidestep,64,28,0,0,36,12,19,1
low-mark2       ,model   gyo_sig ,64,38,0,0,36,22,61,5
low-mark2       ,model   sidestep,64,38,0,0,36,10,25,5
low-parts01     ,model   wall    ,64,66,0,0,36,88,173,4
low-parts02     ,model   sidestep,64,108,0,0,36,140,178,24
low-room        ,model   ten     ,64,2704,0,0,36,530,941,4
low-room        ,model   wall    ,64,2704,0,0,36,569,1189,4
low-room        ,model   e_b_wall,64,2704,0,0,36,211,431,4
low-room        ,model   e_stone ,64,2704,0,0,36,1069,2357,4
low-room        ,model   e_yuka2 ,64,2704,0,0,36,385,921,4
low-room        ,model   e_pole  ,64,2704,0,0,36,28,51,4
low-room        ,model   sidestep,64,2704,32768,0,36,80,167,4
low-room        ,model   wall    ,64,2704,32768,0,36,17,29,4
mntd_x00z04     ,model   munt    ,64,28,0,0,36,27,67,1
mntd_x00z05     ,model   munt    ,64,67,0,0,36,67,165,1
mntd_x00z06     ,model   munt    ,64,74,0,0,36,75,169,1
mntd_x01z02     ,model   munt    ,64,15,0,0,36,19,35,1
mntd_x01z03     ,model   munt    ,64,109,0,0,36,92,241,1
mntd_x01z04     ,model   munt    ,64,65,0,0,36,59,151,1
mntd_x01z06     ,model   munt    ,64,45,0,0,36,45,107,1
mntd_x01z07     ,model   munt    ,64,155,0,0,36,171,367,1
mntd_x02z02     ,model   munt    ,64,46,0,0,36,44,101,1
mntd_x02z03     ,model   munt    ,64,6,0,0,36,10,12,1
mntd_x02z07     ,model   munt    ,64,175,0,0,36,206,421,1
mntd_x02z08     ,model   munt    ,64,228,0,0,36,254,527,1
mntd_x02z09     ,model   munt    ,64,224,0,0,36,284,577,1
mntd_x03z02     ,model   munt    ,64,39,0,0,36,33,79,1
mntd_x03z09     ,model   munt    ,64,100,0,0,36,107,255,1
mntd_x03z10     ,model   munt    ,64,249,0,0,36,276,617,1
mntd_x03z10     ,                ,64,249,0,0,36,3,3,1
mntd_x04z01     ,model   munt    ,64,53,0,0,36,38,101,1
mntd_x04z10     ,model   munt    ,64,211,0,0,36,201,477,1
mntd_x05z01     ,model   munt    ,64,72,0,0,36,62,155,1
mntd_x05z10     ,model   munt    ,64,177,0,0,36,232,459,1
mntd_x06z01     ,model   munt    ,64,76,0,0,36,63,165,1
mntd_x06z01     ,                ,64,76,0,0,36,3,3,1
mntd_x06z10     ,model   munt    ,64,236,0,0,36,277,565,1
mntd_x07z01     ,model   munt    ,64,72,0,0,36,56,147,1
mntd_x07z09     ,model   munt    ,64,139,0,0,36,163,331,1
mntd_x07z10     ,model   munt    ,64,104,0,0,36,108,217,1
mntd_x08z01     ,model   munt    ,64,28,0,0,36,24,59,1
mntd_x08z02     ,model   munt    ,64,60,0,0,36,50,115,1
mntd_x08z08     ,model   munt    ,64,65,0,0,36,59,137,1
mntd_x08z09     ,model   munt    ,64,162,0,0,36,140,323,1
mntd_x09z02     ,model   munt    ,64,73,0,0,36,57,137,1
mntd_x10z02     ,model   munt    ,64,69,0,0,36,56,125,1
mntd_x10z03     ,model   munt    ,64,36,0,0,36,43,89,1
mntd_x11z03     ,model   munt    ,64,61,0,0,36,54,119,1
mntd_x11z04     ,model   munt    ,64,104,0,0,36,107,251,1
plgdnt01        ,model   wall    ,64,1772,0,0,36,522,1103,1
plgdnt01        ,model   sidestep,64,1772,0,0,36,366,725,1
plgdnt01        ,model   e_stone ,64,1772,0,0,36,626,1359,1
plgdnt01        ,model   e_b_wall,64,1772,0,0,36,66,107,1
plgdnt01        ,model   e_yuka2 ,64,1772,0,0,36,124,247,1
plgdnt01        ,model   flag    ,64,1772,0,0,36,69,105,1
plgdnt01        ,model   e_yuka  ,64,1772,0,0,36,48,97,1
plgdnt01        ,model   wall    ,64,1772,32768,0,36,72,139,1
plgdnt01        ,model   e_yuka2 ,64,1772,32768,0,36,21,37,1
plgdnt01        ,model   sidestep,64,1772,32768,0,36,7,9,1
plgdnt01        ,model   e_stone ,64,1772,32768,0,36,23,53,1
plgdnt02        ,model   roof    ,64,204,0,0,36,140,279,4
plgdnt02        ,model   wall    ,64,204,0,0,36,108,181,4
plgdnt02        ,model   e_si    ,64,204,0,0,36,43,73,4
plgdnt03        ,model   sidestep,64,1715,0,0,36,363,733,1
plgdnt03        ,model   e_stone ,64,1715,0,0,36,622,1387,1
plgdnt03        ,model   e_b_wall,64,1715,0,0,36,65,109,1
plgdnt03        ,model   e_yuka2 ,64,1715,0,0,36,127,241,1
plgdnt03        ,model   wall    ,64,1715,0,0,36,514,1119,1
plgdnt03        ,model   e_yuka  ,64,1715,0,0,36,49,111,1
plgdnt03        ,model   flag    ,64,1715,0,0,36,69,105,1
plgdnt03        ,model   wall    ,64,1715,32768,0,36,19,27,1
plgdnt03        ,model   e_yuka2 ,64,1715,32768,0,36,19,33,1
plgdnt03        ,model   e_stone ,64,1715,32768,0,36,23,59,1
plgdnt04        ,model   wall    ,64,1661,0,0,36,503,1157,2
plgdnt04        ,model   sidestep,64,1661,0,0,36,453,889,2
plgdnt04        ,model   e_stone ,64,1661,0,0,36,527,1139,2
plgdnt04        ,model   flag    ,64,1661,0,0,36,32,46,2
plgdnt04        ,model   e_b_wall,64,1661,0,0,36,24,41,2
plgdnt04        ,model   e_yuka  ,64,1661,0,0,36,119,281,2
plgdnt04        ,model   e_yuka2 ,64,1661,0,0,36,32,46,2
plgdnt04        ,model   e_yuka  ,64,1661,32768,0,36,21,45,2
plgdoor2l       ,model   doors   ,64,12,0,0,36,22,35,3
plgdoor2r       ,model   doors   ,64,12,0,0,36,21,35,3
plgdoorl        ,model   doors   ,64,32,0,0,36,42,83,3
plgdoorr        ,model   doors   ,64,32,0,0,36,42,83,3
plg-ent         ,model   e_stone ,64,2080,0,0,36,768,1609,1
plg-ent         ,model   e_b_wall,64,2080,0,0,36,108,227,1
plg-ent         ,model   wall    ,64,2080,0,0,36,383,853,1
plg-ent         ,model   e_si    ,64,2080,0,0,36,8,13,1
plg-ent         ,model   ten     ,64,2080,0,0,36,156,373,1
plg-ent         ,model   e_pole  ,64,2080,0,0,36,289,633,1
plg-ent         ,model   e_yuka2 ,64,2080,0,0,36,205,503,1
plg-ent         ,model   sidestep,64,2080,0,0,36,91,201,1
plg-ent         ,model   e_stone ,64,2080,32768,0,36,80,94,1
plg-kaigi       ,model   e_stone ,64,726,0,0,36,216,471,1
plg-kaigi       ,model   e_yuka2 ,64,726,0,0,36,75,169,1
plg-kaigi       ,model   e_b_wall,64,726,0,0,36,106,225,1
plg-kaigi       ,model   wall    ,64,726,0,0,36,132,301,1
plg-kaigi       ,model   e_si    ,64,726,0,0,36,8,17,1
plg-kaigi       ,model   ten     ,64,726,0,0,36,194,355,1
plg-koumu       ,model   e_stone ,64,774,0,0,36,219,485,1
plg-koumu       ,model   e_yuka2 ,64,774,0,0,36,104,237,1
plg-koumu       ,model   e_b_wall,64,774,0,0,36,129,271,1
plg-koumu       ,model   wall    ,64,774,0,0,36,149,317,1
plg-koumu       ,model   ten     ,64,774,0,0,36,181,457,1
plg-koumu       ,                ,64,774,0,0,36,3,3,1
plg-light       ,model   sidestep,64,134,0,0,36,38,89,2
plg-light       ,model   tetu_01 ,64,134,0,0,36,144,233,2
plg-mark        ,model   e_pole  ,64,22,0,0,36,12,29,4
plg-mark        ,model   sidestep,64,22,0,0,36,10,25,4
plg-mark2       ,model   e_pole  ,64,30,0,0,36,20,28,1
plg-mark2       ,model   sidestep,64,30,0,0,36,16,28,1
plg-mark2       ,model   e_pole  ,64,30,32768,0,36,4,4,1
plg-mark2b      ,model   e_pole  ,64,132,0,0,36,170,299,2
plg-mark2c      ,model   e_pole  ,64,82,0,0,36,64,141,2
plg-mark3       ,model   e_pole  ,64,30,0,0,36,16,22,1
plg-mark3       ,model   sidestep,64,30,0,0,36,16,34,1
plg-mark3       ,model   e_pole  ,64,30,32768,0,36,4,4,1
plg-reijou      ,model   ten     ,64,807,0,0,36,175,357,1
plg-reijou      ,model   e_yuka2 ,64,807,0,0,36,68,145,1
plg-reijou      ,model   e_b_wall,64,807,0,0,36,128,257,1
plg-reijou      ,model   wall    ,64,807,0,0,36,246,539,1
plg-reijou      ,model   danro   ,64,807,0,0,36,180,427,1
plg-reijou      ,model   e_stone ,64,807,0,0,36,89,199,1
plg-room01      ,model   e_yuka2 ,64,840,0,0,36,123,285,1
plg-room01      ,model   e_b_wall,64,840,0,0,36,138,289,1
plg-room01      ,model   e_pole  ,64,840,0,0,36,86,169,1
plg-room01      ,model   wall    ,64,840,0,0,36,130,275,1
plg-room01      ,model   ten     ,64,840,0,0,36,196,399,1
plg-room01      ,model   e_stone ,64,840,0,0,36,228,489,1
plg-sisitu      ,model   ten     ,64,903,0,0,36,167,389,1
plg-sisitu      ,                ,64,903,0,0,36,15,23,1
plg-sisitu      ,model   e_yuka2 ,64,903,0,0,36,84,215,1
