zone_id,zone_name,kind,name,referenced_segments,type_hex,codec,width,height,blend_flags,flags2,sub_flag,object_name,note
2,Carpenters' Landing,texture,bird    birdtx  ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,texture,lf03    lf03    ,0,0xB1,,128,256,,,,,unreferenced
2,Carpenters' Landing,texture,rain    rain_a01,4,0xA1,3TXD,256,256,,,,,
2,Carpenters' Landing,texture,rain    rain_b01,0,0xA1,3TXD,128,128,,,,,unreferenced
2,Carpenters' Landing,texture,suny    suny_a01,2,0xB1,sqq,256,256,,,,,
2,Carpenters' Landing,texture,star_rivstar01  ,2,0xA1,3TXD,64,64,,,,,
2,Carpenters' Landing,texture,star_rivstar02  ,2,0xA1,3TXD,128,128,,,,,
2,Carpenters' Landing,texture,hotaru  hotaru  ,0,0xA1,3TXD,64,64,,,,,unreferenced
2,Carpenters' Landing,texture,bird    awaskana,0,0xA1,3TXD,128,128,,,,,unreferenced
2,Carpenters' Landing,texture,bird    tbitex  ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,texture,bird    birdtx  ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,texture,lf01    lf01    ,0,0xB1,,128,256,,,,,unreferenced
2,Carpenters' Landing,texture,moon    moonshap,0,0xA1,3TXD,256,256,,,,,unreferenced
2,Carpenters' Landing,texture,moon    kasa    ,0,0xA1,3TXD,128,128,,,,,unreferenced
2,Carpenters' Landing,texture,thdr    clod_a01,3,0xA1,3TXD,256,256,,,,,
2,Carpenters' Landing,texture,thdr    thunder1,2,0xA1,3TXD,128,64,,,,,
2,Carpenters' Landing,texture,thdr    light   ,1,0xA1,3TXD,128,128,,,,,
2,Carpenters' Landing,texture,hotaru  hotaru  ,0,0xA1,3TXD,64,64,,,,,unreferenced
2,Carpenters' Landing,texture,sakana  arokun  ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,texture,sakana  awaskana,0,0xA1,3TXD,128,128,,,,,unreferenced
2,Carpenters' Landing,texture,sakana  ayuchan ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,texture,kinoco  kclight ,0,0xA1,3TXD,64,64,,,,,unreferenced
2,Carpenters' Landing,texture,kawa    kiramen ,0,0xA1,3TXD,128,256,,,,,unreferenced
2,Carpenters' Landing,texture,kawa    nami    ,0,0xA1,3TXD,128,256,,,,,unreferenced
2,Carpenters' Landing,texture,hebikun hebikun ,0,0xA1,3TXD,32,32,,,,,unreferenced
2,Carpenters' Landing,texture,fire    fireman ,0,0xA1,3TXD,128,128,,,,,unreferenced
2,Carpenters' Landing,texture,fire    arialt  ,0,0xA1,3TXD,64,64,,,,,unreferenced
2,Carpenters' Landing,texture,bird    wtowltx ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,texture,bird    owltex  ,0,0xA1,3TXD,128,64,,,,,unreferenced
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000007B,_gld_kn03       ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000000C,_gld_w00        ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000008,_gld_w01        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000032,_gld_wn0        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000032,_gld_wn1        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000030,_gld_wn2        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000038,_gld_wn3        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000014,_gld_wn4        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x0000000C,_gld_wn5        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000018,_gld_wn6        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000042,_gld_wn7        ,blend-high
2,Carpenters' Landing,segment,model   gld_wnet,15,,,,,0x2000,0x0000,0x00000030,_gld_wn8        ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000001C,_jag_k_10       ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000000E,_jag_k_11       ,blend-high
2,Carpenters' Landing,segment,model   jug_wb01,15,,,,,0x2000,0x0000,0x00000004,_jag_ki00       ,blend-high
2,Carpenters' Landing,segment,model   jug_wb01,15,,,,,0x2000,0x0000,0x00000004,_jag_ki01       ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x0000016B,_jag_s_k00      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000016B,_jag_s_k00      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000114,_jag_s_k00_e    ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x00000114,_jag_s_k00_e    ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x00000050,_jag_s_k01      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000050,_jag_s_k01      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x0000001E,_jag_s_k02      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000001E,_jag_s_k02      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000000,_jag_s_k05_h    ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000018,_jag_s_k05_m    ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x0000039B,_jag_w01_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000039B,_jag_w01_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000000DA,_jag_w01_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000000DA,_jag_w01_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x00000271,_jag_w01_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000271,_jag_w01_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000002F9,_jag_w02_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000002F9,_jag_w02_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000000D0,_jag_w02_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000000D0,_jag_w02_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x00000220,_jag_w02_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000220,_jag_w02_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x0000027F,_jag_w03_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000027F,_jag_w03_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000000D2,_jag_w03_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000000D2,_jag_w03_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000001BE,_jag_w03_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000001BE,_jag_w03_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x0000027F,_jag_w04_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000027F,_jag_w04_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000000B6,_jag_w04_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000000B6,_jag_w04_l      ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x000001A6,_jag_w04_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000001A6,_jag_w04_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000116,_jag_w06_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x000000B8,_jag_w06_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000088,_jag_w07_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000050,_jag_w07_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000078,_jag_w07d_h     ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x0000004C,_jag_w07d_m     ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000064,_jag_w08_h      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000034,_jag_w08_m      ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000064,_jag_w08d_h     ,blend-high
2,Carpenters' Landing,segment,model   jug_wa02,66,,,,,0x2000,0x0000,0x00000034,_jag_w08d_m     ,blend-high
2,Carpenters' Landing,segment,model   jug_wk01,24,,,,,0x2000,0x0000,0x00000000,_jag_wk1        ,blend-high
2,Carpenters' Landing,segment,model   jug_wk02,4,,,,,0x2000,0x0000,0x00000000,_jag_wk1        ,blend-high
2,Carpenters' Landing,segment,model   jug_wk02,4,,,,,0x2000,0x0000,0x00000042,_jag_wk3        ,blend-high
