object_name,material,super_flag,sub_flag,blend_flags,flags2,vert_stride,vert_count,index_count,map_refs
wi_r_kodana     ,model   t_win12d,64,20,0,0,36,34,51,0
wi_r_kasa       ,model   t_win23d,64,768,0,0,36,218,389,0
wi_r_kasa       ,model   t_win28d,64,768,0,0,36,176,373,0
wi_r_kasa       ,model   t_win25d,64,768,0,0,36,72,117,0
wi_r_kasa       ,model   t_win13d,64,768,0,0,36,37,50,0
wi_r_kasa       ,model   t_win03d,64,768,0,0,36,280,517,0
wi_r_kasa       ,model   t_win12d,64,768,0,0,36,106,217,0
wi_r_kanban     ,model   t_win12d,64,446,0,0,36,172,567,0
wi_r_kanban     ,model   t_win14d,64,446,0,0,36,182,317,0
wi_r_kanban     ,                ,64,446,0,0,36,4,4,0
wi_r_kanban     ,model   t_win11d,64,446,32768,0,36,4,4,0
wi_r_kanban     ,model   t_win12d,64,446,8192,0,36,18,27,0
wi_r_kabin      ,model   t_win12d,64,66,0,0,36,61,97,1
wi_r_hukuro01   ,model   t_win11d,64,108,0,0,36,79,145,0
wi_r_hukuro01   ,                ,64,108,0,0,36,4,4,0
wi_r_hukuro01   ,model   t_win12d,64,108,0,0,36,62,139,0
wi_r_hako       ,model   t_win12d,64,12,0,0,36,24,34,0
wi_r_bin02      ,model   t_win12d,64,26,0,0,36,28,67,0
wi_r_bin01      ,model   t_win12d,64,26,0,0,36,36,67,1
wi_my03_1       ,model   t_win00d,64,24,0,0,36,45,71,0
wi_my03         ,model   t_win09d,64,359,0,0,36,124,219,0
wi_my03         ,model   t_win07d,64,359,0,0,36,54,107,0
wi_my03         ,model   t_win00d,64,359,0,0,36,238,429,0
wi_my03         ,model   t_win07d,64,359,32768,0,36,47,73,0
wi_my03         ,model   t_win00d,64,359,32768,0,36,110,195,0
wi_my01_1       ,model   t_win00d,64,26,0,0,36,45,75,0
wi_my01         ,model   t_win00d,64,275,0,0,36,220,385,0
wi_my01         ,model   t_win07d,64,275,0,0,36,53,89,0
wi_my01         ,model   t_win09d,64,275,0,0,36,101,203,0
wi_my01         ,model   t_win00d,64,275,32768,0,36,59,97,0
wi_my01         ,model   t_win09d,64,275,32768,0,36,13,23,0
wi_my01         ,model   t_win07d,64,275,32768,0,36,8,10,0
wi_ms_yane      ,model   t_win13d,64,480,0,0,36,120,189,1
wi_ms_yane      ,model   t_win28d,64,480,0,0,36,392,761,1
wi_ms_yane      ,model   t_win25d,64,480,0,0,36,104,177,1
wi_ms_yane      ,model   t_win20d,64,480,32768,0,36,120,189,1
wi_ms_hasira1   ,model   t_win28d,64,108,0,0,36,160,309,0
wi_ms_hasira    ,model   t_win28d,64,252,0,0,36,414,715,0
wi_ms_dai_1     ,model   t_win04d,64,46,0,0,36,64,97,0
wi_ms_dai       ,model   t_win27d,64,270,0,0,36,48,70,0
wi_ms_dai       ,model   t_win04d,64,270,0,0,36,194,345,0
wi_ms_dai       ,model   t_win28d,64,270,0,0,36,96,118,0
wi_ms_body_1    ,model   t_win18d,64,64,0,0,36,54,97,0
wi_ms_body_1    ,model   t_win27d,64,64,0,0,36,26,38,0
wi_ms_body      ,model   t_win27d,64,90,0,0,36,128,208,0
wi_ml_yane_1    ,model   t_win13d,64,12,0,0,36,18,33,1
wi_ml_yane      ,model   t_win15d,64,678,0,0,36,107,211,0
wi_ml_yane      ,model   t_win20d,64,678,0,0,36,210,335,0
wi_ml_yane      ,model   t_win22d,64,678,0,0,36,228,369,0
wi_ml_yane      ,model   t_win23d,64,678,0,0,36,120,234,0
wi_ml_yane      ,model   t_win14d,64,678,0,0,36,24,41,0
wi_ml_yane      ,model   t_win03d,64,678,0,0,36,48,70,0
wi_ml_yane      ,model   t_win13d,64,678,0,0,36,18,33,0
wi_ml_yane      ,model   t_win20d,64,678,32768,0,36,118,185,0
wi_ml_mado      ,model   t_win23d,64,250,0,0,36,92,142,1
wi_ml_mado      ,model   t_win28d,64,250,0,0,36,316,505,1
wi_ml_mado      ,model   t_win20d,64,250,32768,0,36,16,22,1
wi_ml_hasira1   ,model   t_win28d,64,128,0,0,36,204,369,0
wi_ml_hasira    ,model   t_win22d,64,436,0,0,36,39,71,0
wi_ml_hasira    ,model   t_win28d,64,436,0,0,36,637,1101,0
wi_ml_body_1    ,model   t_win27d,64,158,0,0,36,98,159,0
wi_ml_body_1    ,model   t_win22d,64,158,0,0,36,61,113,0
wi_ml_body_1    ,model   t_win28d,64,158,0,0,36,20,30,0
wi_ml_body_1    ,model   t_win25d,64,158,0,0,36,84,129,0
wi_ml_body      ,model   t_win22d,64,144,0,0,36,18,39,0
wi_ml_body      ,model   t_win27d,64,144,0,0,36,160,273,0
wi_ml_body      ,model   t_win28d,64,144,0,0,36,58,111,0
wi_misr15       ,model   t_win07d,64,301,0,0,36,233,399,0
wi_misr15       ,model   t_win09d,64,301,0,0,36,144,255,0
wi_misr15       ,model   t_win00d,64,301,0,0,36,12,21,0
wi_misr15       ,model   t_win00d,64,301,32768,0,36,117,203,0
wi_misr15       ,model   t_win07d,64,301,32768,0,36,19,31,0
wi_misr14       ,model   t_win07d,64,114,0,0,36,126,241,0
wi_misr14       ,model   t_win09d,64,114,0,0,36,19,26,0
wi_misr14       ,model   t_win00d,64,114,32768,0,36,19,25,0
wi_misr14       ,model   t_win07d,64,114,32768,0,36,12,16,0
wi_misr12       ,model   t_win07d,64,159,0,0,36,87,187,0
wi_misr12       ,model   t_win09d,64,159,0,0,36,85,163,0
wi_misr12       ,model   t_win07d,64,159,32768,0,36,13,18,0
wi_misr12       ,model   t_win00d,64,159,32768,0,36,63,99,0
wi_misr11       ,model   t_win07d,64,134,0,0,36,98,165,0
wi_misr11       ,model   t_win09d,64,134,0,0,36,50,91,0
wi_misr11       ,model   t_win00d,64,134,32768,0,36,25,45,0
wi_misr11       ,model   t_win07d,64,134,32768,0,36,45,66,0
wi_misr10       ,model   t_win07d,64,232,0,0,36,90,185,0
wi_misr10       ,model   t_win10d,64,232,0,0,36,24,49,0
wi_misr10       ,model   t_win09d,64,232,0,0,36,75,129,0
wi_misr10       ,model   t_win19d,64,232,0,0,36,67,121,0
wi_misr10       ,model   t_win00d,64,232,32768,0,36,32,49,0
wi_misr10       ,model   t_win07d,64,232,32768,0,36,7,9,0
wi_misr10       ,model   t_win09d,64,232,32768,0,36,36,54,0
wi_misr09_1     ,model   t_win07d,64,24,0,0,36,8,10,0
wi_misr09_1     ,model   t_win09d,64,24,0,0,36,18,39,0
wi_misr09_1     ,model   t_win00d,64,24,32768,0,36,16,29,0
wi_misr09       ,model   t_win09d,64,362,0,0,36,194,377,0
wi_misr09       ,model   t_win07d,64,362,0,0,36,107,179,0
wi_misr09       ,model   t_win00d,64,362,0,0,36,106,169,0
wi_misr09       ,model   t_win07d,64,362,32768,0,36,53,109,0
wi_misr09       ,model   t_win00d,64,362,32768,0,36,117,205,0
wi_misr09       ,model   t_win09d,64,362,32768,0,36,4,4,0
wi_misr08       ,model   t_win10d,64,326,0,0,36,14,21,0
wi_misr08       ,model   t_win19d,64,326,0,0,36,47,70,0
wi_misr08       ,model   t_win07d,64,326,0,0,36,134,237,0
wi_misr08       ,model   t_win09d,64,326,0,0,36,181,333,0
wi_misr08       ,model   t_win09d,64,326,32768,0,36,19,27,0
wi_misr08       ,model   t_win00d,64,326,32768,0,36,136,245,0
wi_misr08       ,model   t_win07d,64,326,32768,0,36,15,29,0
wi_misr07       ,model   t_win07d,64,170,0,0,36,65,131,0
wi_misr07       ,model   t_win09d,64,170,0,0,36,59,97,0
wi_misr07       ,model   t_win10d,64,170,0,0,36,30,67,0
wi_misr07       ,model   t_win19d,64,170,0,0,36,61,86,0
wi_misr07       ,model   t_win00d,64,170,32768,0,36,37,59,0
wi_misr06       ,model   t_win07d,64,280,0,0,36,92,183,0
wi_misr06       ,model   t_win09d,64,280,0,0,36,133,237,0
wi_misr06       ,model   t_win00d,64,280,0,0,36,73,117,0
wi_misr06       ,model   t_win00d,64,280,32768,0,36,118,207,0
wi_misr06       ,model   t_win07d,64,280,32768,0,36,44,77,0
wi_misr05       ,model   t_win07d,64,266,0,0,36,109,178,0
wi_misr05       ,model   t_win09d,64,266,0,0,36,165,319,0
wi_misr05       ,model   t_win00d,64,266,0,0,36,4,4,0
wi_misr05       ,model   t_win00d,64,266,32768,0,36,135,249,0
wi_misr05       ,model   t_win07d,64,266,32768,0,36,14,18,0
wi_misr05       ,model   t_win09d,64,266,32768,0,36,4,4,0
wi_misr04       ,model   t_win09d,64,475,0,0,36,210,395,0
wi_misr04       ,model   t_win00d,64,475,0,0,36,45,81,0
wi_misr04       ,model   t_win07d,64,475,0,0,36,112,197,0
wi_misr04       ,model   t_win10d,64,475,0,0,36,54,99,0
wi_misr04       ,model   t_win19d,64,475,0,0,36,147,235,0
wi_misr04       ,                ,64,475,0,0,36,3,3,0
wi_misr04       ,model   t_win00d,64,475,32768,0,36,105,175,0
wi_misr04       ,model   t_win07d,64,475,32768,0,36,49,93,0
wi_misr04       ,model   t_win09d,64,475,32768,0,36,32,53,0
wi_misr03       ,model   t_win07d,64,239,0,0,36,73,135,0
wi_misr03       ,model   t_win00d,64,239,0,0,36,95,155,0
wi_misr03       ,model   t_win09d,64,239,0,0,36,100,197,0
wi_misr03       ,model   t_win07d,64,239,32768,0,36,42,67,0
wi_misr03       ,model   t_win00d,64,239,32768,0,36,106,195,0
wi_misr02       ,model   t_win07d,64,373,0,0,36,95,155,0
wi_misr02       ,model   t_win00d,64,373,0,0,36,149,237,0
wi_misr02       ,model   t_win09d,64,373,0,0,36,208,397,0
wi_misr02       ,model   t_win07d,64,373,32768,0,36,51,101,0
wi_misr02       ,model   t_win00d,64,373,32768,0,36,134,239,0
wi_misr01_1     ,model   t_win00d,64,36,0,0,36,48,73,1
wi_misr01_1     ,model   t_win07d,64,36,0,0,36,19,28,1
wi_misr01       ,model   t_win07d,64,186,0,0,36,93,149,0
wi_misr01       ,model   t_win09d,64,186,0,0,36,61,117,0
wi_misr01       ,model   t_win00d,64,186,0,0,36,78,119,0
wi_misr01       ,model   t_win00d,64,186,32768,0,36,69,111,0
wi_misr01       ,model   t_win07d,64,186,32768,0,36,20,35,0
wi_misr00_1     ,model   t_win00d,64,202,0,0,36,80,127,0
wi_misr00_1     ,model   t_win09d,64,202,0,0,36,92,187,0
wi_misr00_1     ,model   t_win07d,64,202,0,0,36,61,101,0
wi_misr00_1     ,model   t_win00d,64,202,32768,0,36,87,147,0
wi_misr00_1     ,model   t_win07d,64,202,32768,0,36,16,31,0
wi_misr00       ,model   t_win00d,64,193,0,0,36,43,83,0
wi_misr00       ,model   t_win07d,64,193,0,0,36,36,59,0
wi_misr00       ,model   t_win09d,64,193,0,0,36,102,163,0
wi_misr00       ,model   t_win00d,64,193,32768,0,36,105,175,0
wi_misr00       ,model   t_win07d,64,193,32768,0,36,21,35,0
wi_mish03       ,model   t_win09d,64,200,0,0,36,91,135,0
wi_mish03       ,model   t_win07d,64,200,0,0,36,141,233,0
wi_mish03       ,model   t_win00d,64,200,32768,0,36,87,143,0
wi_mish03       ,model   t_win07d,64,200,32768,0,36,48,73,0
wi_mish02       ,model   t_win07d,64,304,0,0,36,302,487,0
wi_mish02       ,model   t_win09d,64,304,0,0,36,128,203,0
wi_mish02       ,model   t_win09d,64,304,32768,0,36,3,3,0
wi_mish02       ,model   t_win00d,64,304,32768,0,36,73,119,0
wi_mish02       ,model   t_win07d,64,304,32768,0,36,24,37,0
wi_mish01       ,model   t_win09d,64,138,0,0,36,60,82,1
wi_mish01       ,model   t_win00d,64,138,0,0,36,4,4,1
wi_mish01       ,model   t_win07d,64,138,0,0,36,111,186,1
wi_mish01       ,model   t_win07d,64,138,32768,0,36,24,32,1
wi_mish01       ,model   t_win00d,64,138,32768,0,36,40,61,1
wi_mish00       ,model   t_win07d,64,211,0,0,36,163,277,0
wi_mish00       ,model   t_win09d,64,211,0,0,36,97,136,0
wi_mish00       ,model   t_win07d,64,211,32768,0,36,35,53,0
wi_mish00       ,model   t_win00d,64,211,32768,0,36,68,105,0
wi_m_tubo       ,model   t_win25d,64,180,0,0,36,142,327,0
wi_m_tabel      ,model   t_win25d,64,156,0,0,36,142,311,0
wi_m_tabel      ,model   t_win25d,64,156,8192,0,36,40,46,0
wi_m_nuno       ,model   t_win14d,64,612,0,0,36,408,973,0
wi_m_nuno       ,model   t_win13d,64,612,0,0,36,208,465,0
wi_m_nuno       ,model   t_win13d,64,612,8192,0,36,16,33,0
wi_m_kago       ,model   t_win25d,64,132,0,0,36,109,237,0
wi_m_ita01      ,model   t_win04d,64,12,0,0,36,18,31,0
wi_m_ita00      ,model   t_win04d,64,20,0,0,36,27,42,0
wi_m_ita        ,model   t_win04d,64,12,0,0,36,20,31,0
wi_m_isu        ,model   t_win25d,64,228,0,0,36,252,485,0
wi_m_fukuro     ,model   t_win04d,64,74,0,0,36,22,26,0
wi_m_fukuro     ,model   t_win25d,64,74,0,0,36,43,97,0
wi_m_dai01a     ,model   t_win04d,64,120,0,0,36,130,162,0
wi_m_dai01a     ,model   t_win22d,64,120,0,0,36,20,51,0
wi_m_dai01_1    ,model   t_win22d,64,24,0,0,36,36,73,0
wi_m_dai01      ,model   t_win22d,64,28,0,0,36,49,70,0
wi_m_dai00a     ,model   t_win22d,64,626,0,0,36,137,277,0
wi_m_dai00a     ,model   t_win04d,64,626,0,0,36,743,1059,0
wi_m_dai00_1    ,model   t_win22d,64,24,0,0,36,40,54,1
wi_m_dai00      ,model   t_win22d,64,182,0,0,36,261,453,0
wi_m_dai00      ,model   t_win04d,64,182,0,0,36,29,34,0
wi_kirisaku     ,model   t_win04d,64,246,0,0,36,132,166,0
wi_kirisaku     ,model   t_win23d,64,246,0,0,36,150,248,0
wi_kirin00h     ,model   t_win22d,64,182,0,0,36,263,453,0
wi_kirin00h     ,model   t_win00d,64,182,32768,0,36,6,11,0
wi_kirin00a     ,model   t_win22d,64,472,0,0,36,192,291,0
wi_kirin00a     ,model   t_win04d,64,472,0,0,36,451,647,0
wi_k_yumidai    ,model   t_win25d,64,179,0,0,36,207,379,0
wi_k_yumi       ,model   t_win25d,64,90,0,0,36,86,132,0
wi_k_ya         ,model   t_win25d,64,23,0,0,36,36,79,0
wi_k_tubo04     ,model   t_win12d,64,102,0,0,36,119,243,1
wi_k_tubo03     ,model   t_win12d,64,154,0,0,36,90,237,0
wi_k_tubo03     ,model   t_win04d,64,154,0,0,36,55,88,0
wi_k_tubo02     ,model   t_win12d,64,130,0,0,36,107,231,0
wi_k_tubo01     ,model   t_win12d,64,128,0,0,36,135,253,1
wi_k_tubo00     ,model   t_win12d,64,124,0,0,36,134,329,1
wi_k_tana       ,model   t_win04d,64,76,0,0,36,72,141,2
wi_k_tana       ,model   t_win04d,64,76,8192,0,36,44,70,2
wi_k_ryojil     ,model   t_win11d,64,48,0,0,36,50,109,0
wi_k_ryojil     ,model   t_win16d,64,48,32768,0,36,8,10,0
wi_k_ryojih     ,model   t_win11d,64,364,0,0,36,330,609,0
wi_k_ryojih     ,model   t_win11d,64,364,8192,0,36,98,193,0
wi_k_ryojih     ,model   t_win16d,64,364,40960,0,36,8,10,0
wi_k_ramp       ,model   t_win14d,64,128,0,0,36,20,28,1
wi_k_ramp       ,model   t_win12d,64,128,0,0,36,184,264,1
wi_k_myroom00   ,model   t_win11d,64,116,0,0,36,137,255,0
wi_k_mon        ,model   t_win14d,64,148,0,0,36,144,347,0
wi_k_mon        ,model   t_win11d,64,148,32768,0,36,13,21,0
wi_k_ktzatu     ,model   t_win14d,64,104,0,0,36,108,174,0
wi_k_ktzatu     ,model   t_win16d,64,104,32768,0,36,8,10,0
wi_k_ktori      ,model   t_win14d,64,104,0,0,36,108,174,0
wi_k_ktori      ,model   t_win16d,64,104,32768,0,36,8,10,0
wi_k_ktkus      ,model   t_win14d,64,104,0,0,36,108,174,0
wi_k_ktkus      ,model   t_win16d,64,104,32768,0,36,8,10,0
wi_k_kthone     ,model   t_win14d,64,120,0,0,36,108,174,0
wi_k_kthone     ,model   t_win11d,64,120,32768,0,36,32,46,0
wi_k_kthone     ,model   t_win16d,64,120,32768,0,36,8,10,0
wi_k_ktchoco    ,model   t_win14d,64,104,0,0,36,108,174,0
wi_k_ktchoco    ,model   t_win16d,64,104,32768,0,36,8,10,0
wi_k_kago01     ,model   t_win12d,64,104,0,0,36,146,313,1
wi_k_kago00     ,model   t_win12d,64,80,0,0,36,88,165,0
wi_k_in00l      ,model   t_win11d,64,25,0,0,36,26,47,0
wi_k_in00l      ,model   t_win16d,64,25,32768,0,36,4,4,0
wi_k_in00h      ,model   t_win11d,64,143,0,0,36,150,267,0
wi_k_in00h      ,model   t_win14d,64,143,0,0,36,30,45,0
wi_k_in00h      ,model   t_win16d,64,143,32768,0,36,4,4,0
wi_k_hako01     ,model   t_win12d,64,100,0,0,36,142,265,1
wi_k_hako00     ,model   t_win12d,64,100,0,0,36,154,247,2
wi_k_gate01     ,model   t_win28d,64,80,0,0,36,98,173,0
wi_k_gate01     ,model   t_win14d,64,80,0,0,36,8,13,0
wi_k_gate01     ,model   t_win11d,64,80,32768,0,36,12,16,0
wi_k_gate00     ,model   t_win11d,64,112,0,0,36,90,158,1
wi_k_gate00     ,model   t_win11d,64,112,8192,0,36,25,63,1
wi_k_flag00l    ,model   t_win11d,64,28,0,0,36,18,41,0
wi_k_flag00l    ,model   t_win14d,64,28,0,0,36,18,39,0
wi_k_flag00h    ,model   t_win11d,64,108,0,0,36,38,75,0
wi_k_flag00h    ,model   t_win14d,64,108,0,0,36,88,153,0
wi_k_f_hand     ,model   t_win03d,64,21,0,0,36,9,21,0
wi_k_f_hand     ,model   t_win12d,64,21,0,0,36,14,23,0
wi_k_f_hand     ,model   t_win16d,64,21,32768,0,36,4,4,0
wi_k_f_gate     ,model   t_win03d,64,21,0,0,36,9,21,0
wi_k_f_gate     ,model   t_win14d,64,21,0,0,36,14,23,0
wi_k_f_gate     ,model   t_win16d,64,21,32768,0,36,4,4,0
wi_k_dai00      ,model   t_win12d,64,40,0,0,36,68,125,0
wi_k_dai        ,model   t_win12d,64,40,0,0,36,80,118,0
wi_k_aucknb01   ,model   t_win14d,64,272,0,0,36,398,685,0
wi_k_aucknb01   ,                ,64,272,0,0,36,32,46,0
wi_k_aucknb01   ,model   t_win11d,64,272,32768,0,36,8,10,0
wi_k_aucknb01   ,model   t_win16d,64,272,32768,0,36,4,4,0
wi_k_aucknb00   ,model   t_win14d,64,168,0,0,36,200,385,0
wi_k_aucknb00   ,model   t_win16d,64,168,32768,0,36,6,6,0
wi_k_aucknb00   ,model   t_win11d,64,168,32768,0,36,16,29,0
wi_k_arch09     ,model   t_win28d,64,56,0,0,36,76,105,0
wi_k_arch08     ,model   t_win28d,64,224,0,0,36,200,329,0
wi_k_arch08     ,model   t_win11d,64,224,0,0,36,40,93,0
wi_k_arch05     ,model   t_win14d,64,728,0,0,36,382,665,0
wi_k_arch05     ,                ,64,728,0,0,36,8,10,0
wi_k_arch05     ,model   t_win11d,64,728,0,0,36,40,62,0
wi_k_arch05     ,model   t_win03d,64,728,0,0,36,314,603,0
wi_k_arch04     ,model   t_win14d,64,290,0,0,36,246,459,0
wi_k_arch04     ,model   t_win11d,64,290,0,0,36,40,62,0
wi_k_arch03     ,model   t_win14d,64,384,0,0,36,361,621,0
wi_k_arch03     ,model   t_win11d,64,384,0,0,36,80,189,0
wi_k_arch02     ,model   t_win14d,64,457,0,0,36,601,985,0
wi_k_arch02     ,model   t_win11d,64,457,32768,0,36,28,59,0
wi_k_arch01     ,model   t_win14d,64,338,0,0,36,329,739,0
wi_k_arch01     ,model   t_win11d,64,338,0,0,36,48,85,0
wi_k_arch01     ,model   t_win11d,64,338,32768,0,36,30,55,0
wi_i_ryj00      ,model   t_win02d,64,243,0,0,36,312,573,0
wi_i_inf1       ,model   t_win02d,64,88,0,0,36,66,147,0
wi_i_inf1       ,model   t_win01d,64,88,0,0,36,56,93,0
wi_i_inf0       ,model   t_win02d,64,88,0,0,36,75,159,0
wi_i_inf0       ,model   t_win01d,64,88,0,0,36,56,93,0
wi_i_gild01     ,model   t_win22d,64,231,0,0,36,294,573,0
wi_i_gild00     ,model   t_win22d,64,211,0,0,36,290,541,0
wi_i_gild       ,model   t_win22d,64,229,0,0,36,268,583,0
wi_i_choco      ,model   t_win22d,64,373,0,0,36,511,927,0
wi_hand7_1      ,model   t_win00d,64,64,0,0,36,91,155,0
wi_hand7_1      ,model   t_win07d,64,64,0,0,36,4,4,0
wi_hand7_1      ,model   t_win09d,64,64,0,0,36,9,12,0
wi_hand7_1      ,model   t_win00d,64,64,32768,0,36,8,10,0
wi_hand29_1     ,model   t_win09d,64,44,0,0,36,16,31,0
wi_hand29_1     ,model   t_win00d,64,44,0,0,36,28,45,0
wi_hand29_1     ,model   t_win07d,64,44,0,0,36,16,22,0
wi_hand29_1     ,model   t_win00d,64,44,32768,0,36,18,33,0
wi_hand29       ,model   t_win00d,64,193,0,0,36,130,217,0
wi_hand29       ,model   t_win07d,64,193,0,0,36,59,96,0
wi_hand29       ,model   t_win09d,64,193,0,0,36,72,135,0
wi_hand29       ,model   t_win09d,64,193,32768,0,36,15,21,0
wi_hand29       ,model   t_win00d,64,193,32768,0,36,45,69,0
wi_hand29       ,model   t_win07d,64,193,32768,0,36,26,49,0
wi_hand28       ,model   t_win00d,64,159,0,0,36,96,161,0
wi_hand28       ,model   t_win07d,64,159,0,0,36,36,56,0
wi_hand28       ,model   t_win09d,64,159,0,0,36,61,119,0
wi_hand28       ,model   t_win07d,64,159,32768,0,36,21,41,0
wi_hand28       ,model   t_win00d,64,159,32768,0,36,51,77,0
wi_hand28       ,model   t_win09d,64,159,32768,0,36,12,16,0
wi_hand27       ,model   t_win07d,64,412,0,0,36,55,93,0
wi_hand27       ,model   t_win00d,64,412,0,0,36,264,433,0
wi_hand27       ,model   t_win09d,64,412,0,0,36,144,305,0
