chunk_offset,chunk_size,object_name,super_index,sub_index,material,sub_flag,vert_stride,vert_count,index_count,blend_flags,flags2,alpha_min,alpha_max,alpha_unique,color_samples,uv_bounds,bounds
10190544,288,_con_hana_06_m  ,0,0,model   con_f01c,2,36,4,4,8192,0,255,255,1,"[(163, 67, 48, 255)]","(0.40625, 0.5703125, 0.49609375, 0.68359375)","(-0.08092399686574936, -0.2581019997596741, -0.05046899989247322, 0.08092399686574936, -0.24681399762630463, 0.11098500341176987)"
10190832,29728,_con_w03_h      ,0,0,model   con_w03c,0,48,366,996,0,0,255,255,1,"[(79, 79, 79, 255), (84, 84, 84, 255), (98, 98, 98, 255), (104, 104, 104, 255), (105, 105, 105, 255), (112, 112, 112, 255), (118, 118, 118, 255), (128, 128, 128, 255)]","(0.50390625, 0.00390625, 0.99609375, 0.99609375)","(-3.0163700580596924, -12.307900428771973, -2.655980110168457, 2.3269500732421875, -0.0, 2.728950023651123)"
10190832,29728,_con_w03_h      ,0,1,model   con_w03c,0,48,196,294,8192,0,255,255,1,"[(73, 73, 73, 255), (128, 128, 128, 255), (135, 135, 135, 255), (142, 142, 142, 255), (172, 172, 172, 255)]","(0.00390625, 0.00390625, 0.4921875, 0.4921875)","(-6.841040134429932, -19.128299713134766, -7.491079807281494, 6.885590076446533, -4.35359001159668, 6.918610095977783)"
10220560,10544,_con_w03_l      ,0,0,model   con_w03c,145,36,266,411,8192,0,255,255,1,"[(73, 73, 73, 255), (79, 79, 79, 255), (84, 84, 84, 255), (128, 128, 128, 255), (135, 135, 135, 255), (142, 142, 142, 255), (172, 172, 172, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-6.841040134429932, -19.128299713134766, -7.491079807281494, 6.885590076446533, -0.0, 6.918610095977783)"
10231104,19312,_con_w03_m      ,0,0,model   con_w03c,321,36,292,499,0,0,255,255,1,"[(79, 79, 79, 255), (84, 84, 84, 255), (105, 105, 105, 255), (128, 128, 128, 255), (142, 142, 142, 255)]","(0.50390625, 0.00390625, 0.99609375, 0.99609375)","(-3.0163700580596924, -12.307900428771973, -2.655980110168457, 2.3269500732421875, -0.0, 2.728950023651123)"
10231104,19312,_con_w03_m      ,0,1,model   con_w03c,321,36,196,292,8192,0,255,255,1,"[(73, 73, 73, 255), (128, 128, 128, 255), (135, 135, 135, 255), (142, 142, 142, 255), (172, 172, 172, 255)]","(0.00390625, 0.00390625, 0.4921875, 0.4921875)","(-6.841040134429932, -19.128299713134766, -7.491079807281494, 6.885590076446533, -4.35359001159668, 6.918610095977783)"
10250416,9536,_con_w04_h      ,0,0,model   con_w03c,0,48,181,351,8192,0,255,255,1,"[(63, 63, 63, 255), (70, 70, 70, 255), (128, 128, 128, 255), (137, 137, 137, 255), (142, 142, 142, 255), (165, 165, 165, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-4.070670127868652, -14.33530044555664, -3.863100051879883, 3.5799999237060547, -0.0, 3.445859909057617)"
10259952,5216,_con_w04_m      ,0,0,model   con_w03c,72,36,129,211,8192,0,255,255,1,"[(63, 63, 63, 255), (70, 70, 70, 255), (128, 128, 128, 255), (137, 137, 137, 255), (142, 142, 142, 255), (165, 165, 165, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-4.070670127868652, -14.33530044555664, -3.863100051879883, 3.5799999237060547, -0.0, 3.445859909057617)"
10265168,34160,_con_w05_h      ,0,0,model   con_w03c,0,48,652,1359,8192,0,255,255,1,"[(47, 47, 47, 255), (63, 63, 63, 255), (73, 73, 73, 255), (79, 79, 79, 255), (86, 86, 86, 255), (92, 92, 92, 255), (98, 98, 98, 255), (99, 99, 99, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-6.9588398933410645, -26.316699981689453, -5.753180027008057, 6.178810119628906, -0.0, 6.773990154266357)"
10299328,15728,_con_w05_l      ,0,0,model   con_w03c,207,36,399,613,8192,0,255,255,1,"[(47, 47, 47, 255), (63, 63, 63, 255), (73, 73, 73, 255), (79, 79, 79, 255), (98, 98, 98, 255), (110, 110, 110, 255), (128, 128, 128, 255), (156, 172, 89, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-6.9588398933410645, -26.316699981689453, -5.753180027008057, 6.178810119628906, -0.0, 6.773990154266357)"
10315056,21248,_con_w05_m      ,0,0,model   con_w03c,321,36,540,833,8192,0,255,255,1,"[(47, 47, 47, 255), (63, 63, 63, 255), (73, 73, 73, 255), (79, 79, 79, 255), (98, 98, 98, 255), (110, 110, 110, 255), (128, 128, 128, 255), (156, 172, 89, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-6.9588398933410645, -26.316699981689453, -5.753180027008057, 6.178810119628906, -0.0, 6.773990154266357)"
10336304,20880,_con_w06_h      ,0,0,model   con_w03c,0,48,402,723,8192,0,255,255,1,"[(54, 54, 54, 255), (63, 63, 63, 255), (70, 70, 70, 255), (84, 84, 84, 255), (128, 128, 128, 255), (165, 165, 165, 255)]","(0.01171875, 0.00390625, 0.99609375, 0.99609375)","(-5.761899948120117, -10.137800216674805, -5.07790994644165, 5.796480178833008, -0.0, 5.096049785614014)"
10357184,9616,_con_w06_m      ,0,0,model   con_w03c,137,36,242,383,8192,0,255,255,1,"[(54, 54, 54, 255), (63, 63, 63, 255), (70, 70, 70, 255), (84, 84, 84, 255), (128, 128, 128, 255), (165, 165, 165, 255)]","(0.01171875, 0.00390625, 0.99609375, 0.99609375)","(-5.761899948120117, -10.137800216674805, -5.07790994644165, 5.796480178833008, -0.0, 5.096049785614014)"
10366800,10512,_con_w09_h      ,0,0,model   con_w03c,0,48,88,207,0,0,255,255,1,"[(64, 64, 64, 255), (84, 84, 84, 255), (128, 128, 128, 255)]","(0.50390625, 0.00390625, 0.99609375, 0.99609375)","(-0.7153970003128052, -2.4018099308013916, -0.3681670129299164, 0.7718070149421692, -0.0, 0.5937650203704834)"
10366800,10512,_con_w09_h      ,0,1,model   con_w03c,0,48,112,168,8192,0,255,255,1,"[(51, 51, 51, 255), (71, 110, 96, 255), (107, 117, 50, 255)]","(0.00390625, 0.00390625, 0.49609375, 0.49609375)","(-1.9917000532150269, -4.414629936218262, -1.9457600116729736, 2.120650053024292, -0.3911289870738983, 1.9551700353622437)"
10377312,5360,_con_w09_m      ,0,0,model   con_w03c,73,36,57,91,0,0,255,255,1,"[(63, 63, 63, 255), (128, 128, 128, 255)]","(0.50390625, 0.00390625, 0.9375, 0.99609375)","(-0.7153970003128052, -2.4018099308013916, -0.3681670129299164, 0.7718070149421692, -0.0, 0.5937650203704834)"
10377312,5360,_con_w09_m      ,0,1,model   con_w03c,73,36,76,112,8192,0,255,255,1,"[(51, 51, 51, 255), (70, 110, 96, 255), (107, 117, 49, 255)]","(0.00390625, 0.00390625, 0.49609375, 0.49609375)","(-1.9283299446105957, -4.414629936218262, -1.9457600116729736, 1.9485299587249756, -0.5082340240478516, 1.8801499605178833)"
10382672,20592,_h_roa_co1_m    ,0,0,model   con_h01c,270,36,523,811,0,0,255,255,1,"[(128, 128, 128, 255), (135, 108, 86, 255), (156, 87, 112, 255), (156, 115, 92, 255)]","(0.00390625, 0.0078125, 1.99609375, 1.9921875)","(-20.0, -0.75, -20.0, 20.0, 1.0, 20.0)"
10403264,20528,_h_roa_ed1_m    ,0,0,model   con_h01c,276,36,520,831,0,0,255,255,1,"[(68, 130, 128, 255), (86, 83, 130, 255), (97, 128, 128, 255), (122, 121, 122, 255), (128, 128, 128, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -0.5, -20.0, 20.0, 1.5, 20.0)"
10423792,16736,_h_roa_st1_m    ,0,0,model   con_h01c,224,36,424,667,0,0,255,255,1,"[(52, 112, 142, 255), (68, 130, 128, 255), (82, 82, 128, 255), (86, 82, 130, 255), (128, 128, 128, 255), (156, 86, 112, 255), (156, 114, 91, 255)]","(0.0039059999398887157, 0.007812023162841797, 1.246093988418579, 1.9921879768371582)","(-20.0, -0.5, -20.0, 20.0, 2.125, 20.0)"
10440528,10640,_h_roasla_co1_m ,0,0,model   con_h01c,146,36,267,445,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -8.25, -20.0, 20.0, -0.0, 20.0)"
10451168,20528,_h_roasla_st1_m ,0,0,model   con_h01c,274,36,520,829,0,0,255,255,1,"[(53, 112, 143, 255), (68, 130, 128, 255), (70, 123, 128, 255), (128, 128, 128, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -8.0, -20.0, 20.0, 0.5, 20.0)"
10471696,18736,_h_sla_coi1_m   ,0,0,model   con_h01c,248,36,475,743,0,0,255,255,1,"[(82, 83, 128, 255), (128, 128, 128, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -8.0, -20.0, 20.0, 1.0, 20.0)"
10490432,14464,_h_sla_coo1_m   ,0,0,model   con_h01c,196,36,365,593,0,0,255,255,1,"[(68, 130, 128, 255), (82, 83, 128, 255), (128, 128, 128, 255), (135, 108, 86, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -9.5, -20.0, 20.0, -5.5, 20.0)"
10504896,16704,_h_sla_do1_m    ,0,0,model   con_h01c,230,36,421,699,0,0,255,255,1,"[(53, 112, 143, 255), (68, 130, 128, 255), (70, 123, 128, 255), (82, 83, 128, 255), (128, 128, 128, 255), (135, 108, 86, 255), (156, 87, 112, 255), (156, 115, 92, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -16.25, -20.0, 20.0, -4.5, 20.0)"
10521600,16368,_h_sla_st1_m    ,0,0,model   con_h01c,226,36,413,681,0,0,255,255,1,"[(82, 83, 128, 255), (128, 128, 128, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -9.25, -20.0, 20.0, 1.0, 20.0)"
10537968,17520,_h_slab_joa1_m  ,0,0,model   con_h01c,236,36,443,711,0,0,255,255,1,"[(68, 130, 128, 255), (128, 128, 128, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -13.5, -20.0, 20.0, 0.10000000149011612, 20.0)"
10555488,19952,_h_slab_job1_m  ,0,0,model   con_h01c,266,36,506,799,0,0,255,255,1,"[(53, 112, 143, 255), (70, 123, 128, 255), (82, 83, 128, 255), (128, 128, 128, 255), (132, 129, 179, 255), (135, 108, 86, 255), (156, 87, 112, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -16.0, -20.0, 20.0, -4.050000190734863, 20.0)"
10575440,14144,_h_slab_joc1_m  ,0,0,model   con_h01c,180,36,359,538,0,0,255,255,1,"[(68, 130, 128, 255), (82, 83, 128, 255), (128, 128, 128, 255), (132, 129, 179, 255), (135, 108, 86, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -16.5, -20.0, 20.0, -4.5, 20.0)"
10589584,14032,_h_slb_coi1_m   ,0,0,model   con_h01c,190,36,354,573,0,0,255,255,1,"[(128, 128, 128, 255), (132, 129, 179, 255), (135, 108, 86, 255), (156, 87, 112, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -16.0, -12.5, 20.0, 0.6000000238418579, 20.0)"
10603616,32400,_h_slb_coo1_m   ,0,0,model   con_h01c,428,36,824,1295,0,0,255,255,1,"[(53, 112, 143, 255), (68, 130, 128, 255), (128, 128, 128, 255), (132, 129, 179, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -17.75, -20.0, 20.0, -0.375, 20.0)"
10636016,24848,_h_slb_st1_m    ,0,0,model   con_h01c,336,36,630,1013,0,0,255,255,1,"[(82, 83, 128, 255), (128, 128, 128, 255), (135, 108, 86, 255), (156, 87, 112, 255)]","(0.00390625, 0.0078125, 1.24609375, 1.9921875)","(-20.0, -16.5, -20.0, 20.0, 0.30000001192092896, 20.0)"
10660864,3616,_kusa_01d       ,0,0,model   kusa_02c,0,48,68,102,8192,0,255,255,1,"[(102, 159, 128, 255), (128, 128, 128, 255)]","(0.203125, 0.0078125, 2.7421875, 0.9921875)","(-1.7350599765777588, -0.9223819971084595, -0.9050220251083374, 1.199049949645996, 0.16277700662612915, 1.5428600311279297)"
10664480,2176,_kusa_02d       ,0,0,model   kusa_02c,0,48,40,60,8192,0,255,255,1,"[(102, 159, 128, 255), (128, 128, 128, 255)]","(0.203125, 0.0078125, 2.7421875, 0.9921875)","(-1.2239400148391724, -0.7849969863891602, -0.6733130216598511, 0.8137360215187073, 0.16277700662612915, 0.597104012966156)"
10666656,1360,_kusa_03d       ,0,0,model   kusa_02c,0,48,24,36,8192,0,255,255,1,"[(102, 159, 128, 255), (128, 128, 128, 255)]","(0.203125, 0.0078125, 2.7421875, 0.9921875)","(-0.8445240259170532, -0.956466019153595, -0.2807439863681793, 0.7099779844284058, 0.16277700662612915, 0.6912959814071655)"
10668016,6080,con_baketu_m    ,0,0,model   komono_2,116,36,150,269,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.0078125, 0.015625, 0.9921875, 0.53125)","(-0.2191919982433319, -0.44544199109077454, -0.23660199344158173, 0.23821599781513214, -0.0, 0.23660199344158173)"
10674096,10768,con_box_m       ,0,0,model   komono_2,140,36,272,413,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.0078125, 0.0078125, 0.9921875, 0.984375)","(-0.4213150143623352, -0.574999988079071, -0.602895975112915, 0.4394780099391937, -0.0, 0.602895975112915)"
10684864,16720,con_ciwa_m      ,0,0,model   con_wi1 ,230,36,124,193,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.001953125, 0.00390625, 0.998046875, 0.99609375)","(2.68887996673584, -9.25, 3.564500093460083, 16.98579978942871, -1.75, 20.62969970703125)"
10684864,16720,con_ciwa_m      ,0,1,model   con_wk1 ,230,36,134,231,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.00390625, 0.00390625, 0.99609375, 0.99609375)","(-0.1603740006685257, -9.25, 1.6236499547958374, 20.0, 0.20000000298023224, 21.623600006103516)"
10684864,16720,con_ciwa_m      ,0,2,model   con_frg1,230,36,39,71,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.001953125, 0.25, 0.873046875, 0.99609375)","(5.215779781341553, -9.25, 6.040860176086426, 20.0, 0.20000000298023224, 18.0403995513916)"
10684864,16720,con_ciwa_m      ,0,3,model   con_frg2,230,36,12,16,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.0078125, 0.00390625, 0.9921875, 0.99609375)","(-0.16037499904632568, -9.0, 3.623660087585449, 13.539600372314453, -0.10000000149011612, 21.623600006103516)"
10684864,16720,con_ciwa_m      ,0,4,model   con_fsg1,230,36,4,4,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.625, 0.001953125, 0.875, 0.125)","(-0.16037499904632568, -4.199999809265137, 5.623650074005127, 0.9017980098724365, -2.0, 9.906999588012695)"
10684864,16720,con_ciwa_m      ,0,5,model   con_wk1 ,230,36,11,13,32768,0,0,128,2,"[(128, 128, 128, 0), (128, 128, 128, 128)]","(0.25390625, 0.00390625, 0.99609375, 0.74609375)","(0.9017969965934753, -4.349999904632568, 3.0085599422454834, 6.325429916381836, -2.5999999046325684, 9.906999588012695)"
10684864,16720,con_ciwa_m      ,0,6,model   con_frg1,230,36,27,43,32768,0,0,128,3,"[(128, 128, 128, 0), (128, 128, 128, 126), (128, 128, 128, 128)]","(0.125, 0.2421875, 0.873046875, 0.75)","(5.215779781341553, -9.0, 5.790860176086426, 14.810500144958496, -3.5, 16.74049949645996)"
10684864,16720,con_ciwa_m      ,0,7,model   con_fgg1,230,36,31,61,32768,0,126,128,2,"[(128, 128, 128, 126), (128, 128, 128, 128)]","(0.00390625, 0.25, 1.5, 0.75)","(13.16349983215332, -4.25, 7.669139862060547, 18.772899627685547, -1.5, 17.736099243164062)"
10684864,16720,con_ciwa_m      ,0,8,model   con_wi1 ,230,36,35,52,32768,0,0,128,2,"[(128, 128, 128, 0), (128, 128, 128, 128)]","(0.126953125, 0.00390625, 0.748046875, 0.99609375)","(0.9017980098724365, -9.25, 4.525300025939941, 14.414999961853027, -2.200000047683716, 20.62969970703125)"
10701584,83952,con_fu02_h      ,0,0,model   par_cwa1,1098,36,1652,2476,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.0078125, 0.0078125, 2.9921875, 0.6171875)","(-9.990699768066406, -9.990699768066406, -0.0, 9.990699768066406, 9.990699768066406, 2.4728400707244873)"
10701584,83952,con_fu02_h      ,0,1,model   con_ho01,1098,36,496,753,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.0078125, 0.0078125, 0.9921875, 1.9921875)","(-9.856240272521973, -9.854909896850586, 1.6168099641799927, 9.854880332946777, 9.856149673461914, 2.5262200832366943)"
10785536,3344,con_hemp_m      ,0,0,model   komono_2,116,36,76,229,0,0,255,255,1,"[(77, 77, 77, 255), (128, 128, 128, 255)]","(0.4453125, 0.015625, 0.6796875, 0.734375)","(-0.45458200573921204, -0.3996959924697876, -0.639968991279602, 0.4360159933567047, 0.014624999836087227, 0.6535739898681641)"
10788880,9760,con_koiwa01_m   ,0,0,model   con_wi1 ,153,36,94,177,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.001953125, 0.00390625, 0.75, 0.99609375)","(16.625200271606445, -7.0, -7.45265007019043, 25.073200225830078, -1.2999999523162842, 2.684950113296509)"
10788880,9760,con_koiwa01_m   ,0,1,model   con_frg1,153,36,12,19,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.625, 0.25, 0.875, 0.74609375)","(20.0044002532959, -7.0, -8.642250061035156, 23.38360023498535, -2.0, -3.657520055770874)"
10788880,9760,con_koiwa01_m   ,0,2,model   con_wk1 ,153,36,55,95,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.00390625, 0.5, 0.99609375, 0.99609375)","(16.0, -4.5, -9.573450088500977, 26.0044002532959, 0.800000011920929, 3.999959945678711)"
10788880,9760,con_koiwa01_m   ,0,3,model   con_fsg1,153,36,5,5,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.876953125, 0.876953125, 0.998046875, 0.998046875)","(18.50349998474121, -6.25, -0.9822009801864624, 20.23699951171875, -5.050000190734863, 1.6931099891662598)"
10788880,9760,con_koiwa01_m   ,0,4,model   con_frg1,153,36,19,41,32768,0,0,128,4,"[(128, 128, 128, 0), (128, 128, 128, 63), (128, 128, 128, 126), (128, 128, 128, 128)]","(0.626953125, 0.25390625, 0.873046875, 0.74609375)","(16.8794002532959, -7.0, -8.642250061035156, 22.91230010986328, -0.0, 1.6931099891662598)"
10788880,9760,con_koiwa01_m   ,0,5,model   con_wi1 ,153,36,55,87,32768,0,0,128,3,"[(128, 128, 128, 0), (128, 128, 128, 126), (128, 128, 128, 128)]","(0.001953125, 0.25390625, 0.748046875, 0.99609375)","(16.8794002532959, -7.0, -7.45265007019043, 26.0044002532959, 0.5, 1.465999960899353)"
10798640,7968,con_koiwa02_m   ,0,0,model   con_frg1,133,36,31,73,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.625, 0.25, 0.875, 0.74609375)","(3.8211300373077393, -7.0, -14.864100456237793, 10.20680046081543, -2.0, -7.1297101974487305)"
10798640,7968,con_koiwa02_m   ,0,1,model   con_frg2,133,36,10,17,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.5078125, 0.50390625, 0.9921875, 0.99609375)","(8.123990058898926, -6.75, -13.591099739074707, 11.54259967803955, -5.75, -9.327400207519531)"
10798640,7968,con_koiwa02_m   ,0,2,model   con_wi1 ,133,36,73,141,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.001953125, 0.00390625, 0.75, 0.75)","(3.412450075149536, -6.5, -16.512100219726562, 12.596500396728516, -1.5, -8.14391040802002)"
10798640,7968,con_koiwa02_m   ,0,3,model   con_wk1 ,133,36,39,71,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.00390625, 0.5, 0.99609375, 0.99609375)","(1.9682199954986572, -2.5, -17.32159996032715, 13.713700294494629, 0.5, -6.260059833526611)"
10798640,7968,con_koiwa02_m   ,0,4,model   con_frg1,133,36,33,59,32768,0,0,128,3,"[(128, 128, 128, 0), (128, 128, 128, 126), (128, 128, 128, 128)]","(0.626953125, 0.25, 0.873046875, 0.99609375)","(3.991610050201416, -7.0, -15.45110034942627, 10.735300064086914, -3.75, -9.327400207519531)"
10798640,7968,con_koiwa02_m   ,0,5,model   con_wi1 ,133,36,7,9,32768,0,126,128,2,"[(128, 128, 128, 126), (128, 128, 128, 128)]","(0.001953125, 0.00390625, 0.248046875, 0.99609375)","(7.20773983001709, -6.25, -12.216300010681152, 12.100600242614746, -1.75, -7.608920097351074)"
10806608,15632,con_koya_m      ,0,0,model   komono_1,216,36,392,685,0,0,254,255,2,"[(77, 77, 77, 254), (77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 254), (128, 128, 128, 255)]","(0.0078125, 0.0078125, 0.6796875, 1.0)","(-0.7365779876708984, -2.11929988861084, -2.200000047683716, 1.0409899950027466, -0.0, 2.200000047683716)"
10822240,61344,con_mo_jo1_m    ,0,0,model   con_wi1 ,1042,36,695,1397,0,0,128,128,1,"[(105, 105, 105, 128), (119, 119, 119, 128), (128, 128, 128, 128), (136, 136, 136, 128), (148, 148, 148, 128)]","(0.001953125, 0.00390625, 1.748046875, 1.99609375)","(-20.0, -44.5, -60.0, 20.0, -0.5, 20.0)"
10822240,61344,con_mo_jo1_m    ,0,1,model   con_fsg1,1042,36,157,275,0,0,128,128,1,"[(105, 105, 105, 128), (119, 119, 119, 128), (128, 128, 128, 128), (136, 136, 136, 128), (148, 148, 148, 128)]","(0.001953125, 0.251953125, 0.998046875, 1.125)","(-20.0, -44.5, -46.5, 20.0, 0.15299999713897705, 20.0)"
10822240,61344,con_mo_jo1_m    ,0,2,model   con_frg1,1042,36,200,339,0,0,128,128,1,"[(105, 105, 105, 128), (119, 119, 119, 128), (128, 128, 128, 128), (136, 136, 136, 128)]","(0.001953125, 0.00390625, 1.125, 1.99609375)","(-20.0, -43.60100173950195, -52.680999755859375, 20.0, 0.25, -1.7250100374221802)"
10822240,61344,con_mo_jo1_m    ,0,3,model   con_wk1 ,1042,36,291,559,0,0,128,128,1,"[(105, 105, 105, 128), (119, 119, 119, 128), (128, 128, 128, 128), (136, 136, 136, 128), (148, 148, 148, 128)]","(0.00390625, 0.0, 1.99609375, 1.75)","(-20.0, -44.150001525878906, -60.0, 20.0, -0.47099998593330383, 8.0)"
