chunk_offset,chunk_size,object_name,super_index,sub_index,material,sub_flag,vert_stride,vert_count,index_count,blend_flags,flags2,alpha_min,alpha_max,alpha_unique,color_samples,uv_bounds,bounds
3447600,448,_himono04       ,0,0,model   sel_kmn2,4,36,8,10,0,0,128,255,2,"[(128, 128, 128, 128), (128, 128, 128, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-0.1748650074005127, -0.5487430095672607, -0.0020000000949949026, 0.1748650074005127, -0.0, -0.0)"
3448048,448,_himono04shadow ,0,0,model   sel_kmn2,4,36,8,10,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-0.1748650074005127, -0.5487430095672607, -0.0020000000949949026, 0.1748650074005127, -0.0, -0.0)"
3448496,7360,_himonodai      ,0,0,model   sel_kmn3,128,36,182,333,0,0,128,255,2,"[(77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 255), (153, 153, 153, 128), (181, 181, 181, 128), (181, 181, 181, 255)]","(0.00390625, 0.00390625, 0.90234375, 0.99609375)","(-0.75, -1.1319799423217773, -0.8637940287590027, 0.75, -0.0, 0.9566239714622498)"
3455856,7568,_himonodaishadow,0,0,model   sel_kmn3,128,36,186,361,0,0,255,255,1,"[(64, 64, 64, 255), (77, 77, 77, 255), (89, 89, 89, 255), (102, 102, 102, 255)]","(0.00390625, 0.00390625, 0.90234375, 0.99609375)","(-0.75, -1.1319799423217773, -0.8637940287590027, 0.75, -0.0, 0.9566239714622498)"
3463424,2016,_mixmdl_000     ,0,0,model   sel_kmn2,24,36,48,70,0,0,128,255,2,"[(128, 128, 128, 128), (128, 128, 128, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-0.22758300602436066, -0.16834500432014465, -0.6884379982948303, 0.9648669958114624, 0.2172970026731491, 0.5268489718437195)"
3465440,9504,_mixmdl_001     ,0,0,model   sel_kmn2,120,36,240,358,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-8.489299774169922, -0.17362000048160553, -0.781915009021759, 1.0440700054168701, 0.2719539999961853, 0.9502890110015869)"
3474944,9504,_mixmdl_002     ,0,0,model   sel_kmn2,120,36,240,358,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-9.420740127563477, -0.16228200495243073, -1.3331799507141113, 0.2015170007944107, 0.2832930088043213, 0.5330449938774109)"
3484448,5760,_mixmdl_003     ,0,0,model   sel_kmn2,72,36,144,214,0,0,128,255,2,"[(128, 128, 128, 128), (128, 128, 128, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-3.9133400917053223, -0.20641399919986725, -0.6751139760017395, 1.013659954071045, 0.23467600345611572, 1.0777100324630737)"
3490208,3888,_mixmdl_004     ,0,0,model   sel_kmn2,48,36,96,142,0,0,128,255,2,"[(128, 128, 128, 128), (128, 128, 128, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-1.9867199659347534, -0.23088300228118896, -0.5940369963645935, 0.9719089865684509, 0.20253799855709076, 0.8334670066833496)"
3494096,9504,_mixmdl_005     ,0,0,model   sel_kmn2,120,36,240,358,0,0,128,255,2,"[(128, 128, 128, 128), (128, 128, 128, 255)]","(0.8203125, 0.26171875, 0.998046875, 0.61328125)","(-1.683609962463379, -0.20543000102043152, -1.993499994277954, 5.04502010345459, 0.2401459962129593, 5.286489963531494)"
3503600,6976,_mixmdl_006     ,0,0,model   sel_kmn2,112,36,168,389,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 255)]","(0.732421875, 0.625, 0.9296875, 0.9765625)","(-0.0014991799835115671, -0.5611730217933655, -1.4622999429702759, 0.0014991799835115671, 0.4726240038871765, 7.215060234069824)"
3510576,3552,_mixmdl_007     ,0,0,model   sel_kmn2,56,36,84,193,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 255)]","(0.732421875, 0.625, 0.9296875, 0.9765625)","(-0.1998089998960495, -0.4726240038871765, -0.0015001300489529967, 3.8963000774383545, 0.5611730217933655, 0.0015001300489529967)"
3514128,3552,_mixmdl_008     ,0,0,model   sel_kmn2,56,36,84,193,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 255)]","(0.732421875, 0.625, 0.9296875, 0.9765625)","(-0.0015001300489529967, -0.5295490026473999, -3.301270008087158, 0.0015001300489529967, 0.5042489767074585, 0.7948409914970398)"
3517680,3552,_mixmdl_009     ,0,0,model   sel_kmn2,56,36,84,193,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 255)]","(0.732421875, 0.625, 0.9296875, 0.9765625)","(-0.0015001300489529967, -0.4726240038871765, -3.8963000774383545, 0.0015001300489529967, 0.5611730217933655, 0.1998089998960495)"
3521232,10384,_mixmdl_010     ,0,0,model   sel_kmn2,168,36,252,585,0,0,255,255,1,"[(77, 77, 77, 255), (102, 102, 102, 255), (128, 128, 128, 255)]","(0.732421875, 0.625, 0.9296875, 0.9765625)","(-0.0014991799835115671, -0.4726240038871765, -3.8963000774383545, 0.0014991799835115671, 0.5611730217933655, 9.362319946289062)"
3531616,256752,_mixmdl_011     ,0,0,model   sel_kmn3,7968,36,5876,12301,0,0,128,255,2,"[(59, 59, 59, 128), (59, 59, 59, 255), (64, 64, 64, 128), (64, 64, 64, 255), (77, 77, 77, 128), (77, 77, 77, 255), (89, 89, 89, 255), (102, 102, 102, 128)]","(0.00390625, 0.00390625, 0.90234375, 0.99609375)","(-5.129799842834473, -0.2199999988079071, -5.042270183563232, 1.1431000232696533, 0.9837610125541687, 0.5945720076560974)"
3531616,256752,_mixmdl_011     ,0,1,model   sel_kmn4,7968,36,494,1329,32768,0,126,126,1,"[(59, 59, 59, 126), (64, 64, 64, 126), (89, 89, 89, 126), (102, 102, 102, 126), (128, 128, 128, 126)]","(0.0078125, 0.0078125, 0.9921875, 0.9921875)","(-3.931459903717041, 0.5688300132751465, -5.042270183563232, 1.1431000232696533, 0.9589589834213257, -1.0468800067901611)"
3788368,8032,_sel_w01_m      ,0,0,model   kin_w02c,164,36,91,163,0,0,255,255,1,"[(79, 79, 79, 255), (102, 102, 102, 255), (128, 128, 128, 255)]","(0.5078125, 0.0078125, 0.9921875, 1.9921875)","(-0.4574359953403473, -14.487199783325195, -0.4574359953403473, 0.4574359953403473, -0.0, 0.4574359953403473)"
3788368,8032,_sel_w01_m      ,0,1,model   kin_w02c,164,36,108,190,8192,0,255,255,1,"[(102, 102, 102, 255), (128, 128, 128, 255)]","(0.0078125, 0.0078125, 0.4921875, 0.9921875)","(-2.5754001140594482, -17.177799224853516, -2.7716801166534424, 2.8016700744628906, -11.51550006866455, 2.5910398960113525)"
3796400,8016,_sel_w01b_m     ,0,0,model   kin_w02c,164,36,199,355,0,0,255,255,1,"[(77, 77, 77, 255), (79, 79, 79, 255), (115, 115, 115, 255), (128, 128, 128, 255)]","(0.0078125, 0.0078125, 0.9921875, 0.9921875)","(-0.4574359953403473, -17.093599319458008, -3.2257299423217773, 7.492599964141846, -0.0, 2.1176700592041016)"
3804416,2944,_sel_w04_m      ,0,0,model   kin_w04c,40,36,72,102,8192,0,255,255,1,"[(115, 115, 115, 255), (128, 128, 128, 255)]","(0.5078125, 0.0078125, 0.9921875, 0.9921875)","(-0.5401920080184937, -1.0420199632644653, -0.5074340105056763, 0.5596050024032593, 0.0709260031580925, 0.5493749976158142)"
3807360,24064,_sel_w05_h      ,0,0,model   kin_w03c,484,36,586,1409,0,0,255,255,1,"[(64, 64, 64, 255), (128, 128, 128, 255), (181, 181, 181, 255)]","(0.0078125, 0.00390625, 0.9921875, 0.99609375)","(-2.8434700965881348, -14.79419994354248, -2.2587599754333496, 2.7298800945281982, -0.0, 6.226990222930908)"
3831424,8144,_sel_w08_h      ,0,0,model   kin_w03c,113,36,155,261,0,0,255,255,1,"[(89, 89, 89, 255), (115, 115, 115, 255), (128, 128, 128, 255)]","(0.5078125, 0.50390625, 0.9921875, 0.99609375)","(-0.20111499726772308, -1.3235399723052979, -0.1318890005350113, 0.21157200634479523, 0.006275999825447798, 0.13809700310230255)"
3831424,8144,_sel_w08_h      ,0,1,model   kin_w03c,113,36,48,70,8192,0,255,255,1,"[(115, 115, 115, 255), (128, 128, 128, 255)]","(0.7578125, 0.53515625, 0.9296875, 0.74609375)","(0.005266999825835228, -1.675719976425171, -0.09762600064277649, 0.41063499450683594, -1.223829984664917, 0.14339999854564667)"
3839568,7280,_sel_w08b_h     ,0,0,model   kin_w03c,94,36,158,249,0,0,255,255,1,"[(89, 89, 89, 255), (115, 115, 115, 255), (128, 128, 128, 255)]","(0.5078125, 0.50390625, 0.9921875, 0.99609375)","(-0.1565520018339157, -0.950190007686615, -0.09443700313568115, 0.21281400322914124, 0.016735000535845757, 0.0989070013165474)"
3839568,7280,_sel_w08b_h     ,0,1,model   kin_w03c,94,36,24,34,8192,0,255,255,1,"[(115, 115, 115, 255), (128, 128, 128, 255)]","(0.7578125, 0.53515625, 0.9296875, 0.74609375)","(0.023687999695539474, -1.1769700050354004, -0.06911200284957886, 0.1709810048341751, -0.9235889911651611, 0.0478300005197525)"
3846848,14048,_umisaku-ami    ,0,0,model   sel_kmn2,180,36,351,637,0,0,128,128,1,"[(89, 89, 89, 128), (128, 128, 128, 128)]","(0.283203125, 0.59375, 0.625, 0.96484375)","(-2.86722993850708, -4.568160057067871, -0.0742110013961792, 2.86722993850708, -1.0321400165557861, 0.07421500235795975)"
3860896,544,_wakame         ,0,0,model   sel_kmn2,6,36,10,17,0,0,128,128,1,"[(128, 128, 128, 128)]","(0.390625, 0.5703125, 0.46875, 0.7421875)","(-0.26614001393318176, -0.5, -0.09680599719285965, 0.26614001393318176, 0.8312519788742065, 0.09680599719285965)"
3861440,11008,ami2            ,0,0,model   sel_kmn3,408,36,266,641,0,0,128,255,2,"[(59, 59, 59, 128), (59, 59, 59, 255), (64, 64, 64, 128), (64, 64, 64, 255), (77, 77, 77, 128), (77, 77, 77, 255), (89, 89, 89, 255), (102, 102, 102, 255)]","(0.72265625, 0.00390625, 0.77734375, 0.49609375)","(0.2690050005912781, -3.5240399837493896, -0.41019898653030396, 1.2085200548171997, -2.6009199619293213, 0.7119420170783997)"
3872448,5856,ami3            ,0,0,model   sel_kmn3,172,36,143,285,0,0,128,255,2,"[(64, 64, 64, 128), (77, 77, 77, 255), (89, 89, 89, 255), (102, 102, 102, 128), (102, 102, 102, 255)]","(0.53515625, 0.37890625, 0.90234375, 0.99609375)","(-0.2199999988079071, -0.2199999988079071, -0.0714770033955574, 0.2199999988079071, 0.2199999988079071, 0.4577670097351074)"
3878304,4688,baketu          ,0,0,model   sel_kmn3,92,36,115,201,0,0,255,255,1,"[(128, 128, 128, 255)]","(0.25390625, 0.00390625, 0.68359375, 0.41015625)","(-0.30000001192092896, -0.7762560248374939, -0.2772600054740906, 0.30000001192092896, -0.0, 0.27264800667762756)"
3882992,14160,d_x00z02        ,0,0,model   sel_wl2 ,294,36,140,241,0,0,128,128,1,"[(115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.00390625, 1.875, 0.99609375)","(-20.0, -16.56599998474121, -1.9537099599838257, 20.0, -10.651599884033203, 16.0)"
3882992,14160,d_x00z02        ,0,1,model   sel_wl1 ,294,36,102,179,0,0,128,128,1,"[(115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 1.875, 1.0)","(-20.0, -13.239899635314941, -13.434100151062012, 20.0, 1.0414199829101562, -0.17491300404071808)"
3882992,14160,d_x00z02        ,0,2,model   sel_wl2 ,294,36,71,102,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.001953125, 0.00390625, 1.75, 0.75)","(-16.0, -15.797900199890137, -13.434100151062012, 20.0, 1.0414199829101562, 5.402369976043701)"
3882992,14160,d_x00z02        ,0,3,model   sel_wl1 ,294,36,42,56,32768,0,126,126,1,"[(115, 115, 115, 126)]","(0.001953125, 0.00390625, 0.998046875, 0.99609375)","(-16.0, -9.837750434875488, -13.434100151062012, 20.0, 1.0414199829101562, -3.723639965057373)"
3897152,13216,d_x01z02        ,0,0,model   sel_wl2 ,284,36,152,255,0,0,128,128,1,"[(128, 128, 128, 128)]","(0.0, 0.00390625, 1.25, 1.0)","(-20.0, -16.56599998474121, -3.019740104675293, 20.66189956665039, -11.807299613952637, 16.0)"
3897152,13216,d_x01z02        ,0,1,model   sel_wl1 ,284,36,74,161,0,0,128,128,1,"[(115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 0.625, 1.0)","(-20.0, -13.239899635314941, -13.467599868774414, 20.0, 1.0414199829101562, -1.0218900442123413)"
3897152,13216,d_x01z02        ,0,2,model   sel_wl2 ,284,36,73,121,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.001953125, 0.00390625, 1.0, 0.75)","(-20.0, -15.464300155639648, -8.73723030090332, 16.0, -7.165649890899658, 4.013899803161621)"
3897152,13216,d_x01z02        ,0,3,model   sel_wl1 ,284,36,30,40,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.251953125, 0.25390625, 1.748046875, 0.99609375)","(-8.0, -10.558600425720215, -13.329500198364258, 18.90760040283203, 1.0414199829101562, -3.5384700298309326)"
3910368,14784,d_x02z02        ,0,0,model   sel_wl2 ,310,36,72,141,0,0,128,128,1,"[(115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.00390625, 0.875, 0.99609375)","(-23.736799240112305, -16.56599998474121, -3.511509895324707, -8.109399795532227, -10.304200172424316, 16.0)"
3910368,14784,d_x02z02        ,0,1,model   sel_kai ,310,36,14,37,0,0,128,128,1,"[(115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.00390625, 1.0, 0.49609375)","(0.5684850215911865, -0.9585760235786438, 12.0, 8.0, -0.6769350171089172, 16.0)"
3910368,14784,d_x02z02        ,0,2,model   sel_fg1 ,310,36,4,4,0,0,128,128,1,"[(128, 128, 128, 128)]","(0.25, 0.25, 0.5, 0.75)","(8.0, -0.9585760235786438, 13.371399879455566, 11.867400169372559, -0.6769350171089172, 16.194799423217773)"
3910368,14784,d_x02z02        ,0,3,model   sel_wl1 ,310,36,138,255,0,0,128,128,1,"[(115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 1.375, 1.0)","(-23.771499633789062, -11.992500305175781, -11.203900337219238, 12.491399765014648, 1.0414199829101562, 16.194799423217773)"
3910368,14784,d_x02z02        ,0,4,model   sel_fg1 ,310,36,14,33,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.25, 0.0, 0.5, 1.0)","(0.5684850215911865, -0.9585760235786438, 12.518199920654297, 8.0, -0.6769350171089172, 16.0)"
3910368,14784,d_x02z02        ,0,5,model   sel_kai ,310,36,32,59,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.0, 0.00390625, 1.0, 0.46484375)","(-1.2900899648666382, -2.558579921722412, 10.767006874084473, 12.491399765014648, 1.0414199829101562, 16.194799423217773)"
3910368,14784,d_x02z02        ,0,6,model   sel_wl1 ,310,36,79,133,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.251953125, 0.00390625, 1.0, 1.0)","(-23.771499633789062, -13.827500343322754, -5.431379795074463, 1.3044899702072144, 1.0414199829101562, 16.0)"
3910368,14784,d_x02z02        ,0,7,model   sel_wl2 ,310,36,11,14,32768,0,126,126,1,"[(115, 115, 115, 126), (128, 128, 128, 126)]","(0.001953125, 0.50390625, 0.25, 0.75)","(-10.978699684143066, -12.871500015258789, 4.0, -6.979750156402588, -9.88772964477539, 12.0)"
3925152,91424,d_x02z03        ,0,0,model   sel_wl2 ,1587,36,162,305,0,0,128,128,1,"[(77, 77, 77, 128), (102, 102, 102, 128), (115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 1.125, 1.0)","(-29.14419937133789, -20.42169952392578, -24.0, 19.162599563598633, -6.3957200050354, 20.0)"
3925152,91424,d_x02z03        ,0,1,model   sel_fg1 ,1587,36,191,385,0,0,128,128,1,"[(51, 51, 51, 128), (64, 64, 64, 128), (77, 77, 77, 128), (89, 89, 89, 128), (102, 102, 102, 128), (115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 0.998046875, 1.5)","(-16.991600036621094, -10.881400108337402, -24.0, 20.0, -0.6585850119590759, 20.0)"
3925152,91424,d_x02z03        ,0,2,model   sel_kai ,1587,36,116,215,0,0,128,128,1,"[(51, 51, 51, 128), (64, 64, 64, 128), (77, 77, 77, 128), (89, 89, 89, 128), (102, 102, 102, 128), (115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.00390625, 1.0, 0.99609375)","(-8.0, -11.362299919128418, -23.805200576782227, 20.0, -0.5177339911460876, 20.0)"
3925152,91424,d_x02z03        ,0,3,model   sel_wl1 ,1587,36,531,997,0,0,128,128,1,"[(64, 64, 64, 128), (77, 77, 77, 128), (89, 89, 89, 128), (102, 102, 102, 128), (115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 1.0, 1.0)","(-22.218799591064453, -18.32819938659668, -24.423999786376953, 20.40690040588379, 1.0414199829101562, 20.0)"
3925152,91424,d_x02z03        ,0,4,model   sel_hus1,1587,36,420,729,0,0,128,128,1,"[(77, 77, 77, 128), (89, 89, 89, 128), (102, 102, 102, 128), (115, 115, 115, 128), (128, 128, 128, 128)]","(0.0, 0.0, 0.875, 1.0)","(-1.8460400104522705, -7.412330150604248, -11.265899658203125, 3.1273000240325928, -2.54475998878479, -6.292610168457031)"
3925152,91424,d_x02z03        ,0,5,model   sel_kmn1,1587,36,12,29,0,0,128,128,1,"[(89, 89, 89, 128), (102, 102, 102, 128), (128, 128, 128, 128)]","(0.0078125, 0.50390625, 0.75, 0.87109375)","(-1.0059599876403809, -5.32004976272583, -8.895770072937012, 0.7618060111999512, -2.550640106201172, -7.128009796142578)"
3925152,91424,d_x02z03        ,0,6,model   sel_kmn3,1587,36,8,10,0,0,128,128,1,"[(128, 128, 128, 128)]","(0.90625, 0.625, 1.0, 0.6875)","(-0.6351169943809509, -3.832859992980957, -8.50259017944336, 0.36861398816108704, -3.632859945297241, -7.498849868774414)"
3925152,91424,d_x02z03        ,0,7,model   sel_kmn2,1587,36,58,117,0,0,128,128,1,"[(89, 89, 89, 128), (128, 128, 128, 128)]","(0.6015625, 0.046875, 0.75, 0.25)","(-0.49024200439453125, -3.739229917526245, -8.385629653930664, 0.28316500782966614, -3.5769400596618652, -7.61221981048584)"
3925152,91424,d_x02z03        ,0,8,model   sel_kai ,1587,36,178,335,32768,0,126,126,1,"[(51, 51, 51, 126), (64, 64, 64, 126), (77, 77, 77, 126), (89, 89, 89, 126), (102, 102, 102, 126), (115, 115, 115, 126), (128, 128, 128, 126)]","(0.0, 0.0, 1.0, 0.875)","(-10.0, -12.740699768066406, -24.423999786376953, 20.40690040588379, 1.0414199829101562, 16.29840087890625)"
3925152,91424,d_x02z03        ,0,9,model   sel_fg1 ,1587,36,291,521,32768,0,126,126,1,"[(51, 51, 51, 126), (64, 64, 64, 126), (77, 77, 77, 126), (89, 89, 89, 126), (102, 102, 102, 126), (115, 115, 115, 126), (128, 128, 128, 126)]","(0.0, 0.0, 1.0, 2.0)","(-18.0, -12.917499542236328, -24.0, 20.0, -0.5177339911460876, 20.0)"
3925152,91424,d_x02z03        ,0,10,model   sel_wl1 ,1587,36,109,173,32768,0,126,126,1,"[(64, 64, 64, 126), (77, 77, 77, 126), (89, 89, 89, 126), (102, 102, 102, 126), (115, 115, 115, 126), (128, 128, 128, 126)]","(0.25, 0.0, 0.998046875, 1.0)","(-21.44729995727539, -16.699499130249023, -24.0, 20.0, -0.9585760235786438, 20.0)"
3925152,91424,d_x02z03        ,0,11,model   sel_wl2 ,1587,36,211,381,32768,0,126,126,1,"[(51, 51, 51, 126), (64, 64, 64, 126), (77, 77, 77, 126), (89, 89, 89, 126), (102, 102, 102, 126), (115, 115, 115, 126), (128, 128, 128, 126)]","(0.0, 0.0, 1.0, 1.75)","(-24.48430061340332, -19.830299377441406, -24.0, 17.86240005493164, -4.558579921722412, 16.0)"
3925152,91424,d_x02z03        ,0,12,model   sel_hus1,1587,36,6,11,32768,0,126,126,1,"[(128, 128, 128, 126)]","(0.0, 0.84375, 0.25, 1.05859375)","(-1.6818100214004517, -6.680759906768799, -11.265899658203125, 3.1273000240325928, -5.974289894104004, -6.456830024719238)"
4016576,1312,d_x02z03p       ,0,0,model   sel_fg1 ,15,36,17,24,0,0,128,128,1,"[(51, 51, 51, 128), (77, 77, 77, 128), (89, 89, 89, 128), (128, 128, 128, 128)]","(0.25, 0.00390625, 0.75, 1.0)","(-8.0, -10.558600425720215, 16.0, 8.0, -10.558600425720215, 20.0)"
4016576,1312,d_x02z03p       ,0,1,model   sel_kai ,15,36,4,4,32768,0,126,126,1,"[(51, 51, 51, 126)]","(0.5, 0.00390625, 1.0, 0.453125)","(-8.0, -10.558600425720215, 16.0, -4.0, -10.558600425720215, 20.0)"
4016576,1312,d_x02z03p       ,0,2,model   sel_fg1 ,15,36,8,10,32768,0,126,126,1,"[(51, 51, 51, 126), (77, 77, 77, 126)]","(0.251953125, 0.0, 1.0, 0.5)","(-4.0, -10.558600425720215, 16.0, 4.0, -10.558600425720215, 20.0)"
