zone_id,zone_name,model_dat,chunk_index,chunk_offset,chunk_name,chunk_type,chunk_size,payload_size,material,valid_type25,parse_reason,header_words,vertex_count,triangles,bad_triangles,pos_ofs,attr_ofs,uv_ofs,index_ofs,pos_min_x,pos_max_x,pos_min_y,pos_max_y,pos_min_z,pos_max_z,uv_min_u,uv_max_u,uv_min_v,uv_max_v,first_ascii
2,Carpenters' Landing,ROM3/0/1.DAT,414,0x80E160,2tob,0x25,17808,17792,bird    tbitex,no,bad_index_range,0001 0004 0054 01A7 3EB4 0091 2A50 311C,423,0,0,145,10832,12572,16052,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,442,0x8157A0,fbir,0x25,19104,19088,bird    birdtx,no,bad_index_range,0001 0005 0053 0174 440C 008A 30A4 371C,372,0,0,138,12452,14108,17420,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,453,0x822AF0,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,548,0x8622A0,tobi,0x25,20528,20512,bird    tbitex,no,bad_index_range,0001 0005 0054 01A7 4954 0091 34F0 3BBC,423,0,0,145,13552,15292,18772,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,549,0x8672D0,2tob,0x25,17808,17792,bird    tbitex,no,bad_index_range,0001 0004 0054 01A7 3EB4 0091 2A50 311C,423,0,0,145,10832,12572,16052,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,577,0x86E910,fbir,0x25,19104,19088,bird    birdtx,no,bad_index_range,0001 0005 0053 0174 440C 008A 30A4 371C,372,0,0,138,12452,14108,17420,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,608,0x87E730,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,617,0x8939C0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,618,0x8940E0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,724,0x8BD1D0,tobi,0x25,20528,20512,bird    tbitex,no,bad_index_range,0001 0005 0054 01A7 4954 0091 34F0 3BBC,423,0,0,145,13552,15292,18772,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,725,0x8C2200,2tob,0x25,17808,17792,bird    tbitex,no,bad_index_range,0001 0004 0054 01A7 3EB4 0091 2A50 311C,423,0,0,145,10832,12572,16052,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,753,0x8C9840,fbir,0x25,19104,19088,bird    birdtx,no,bad_index_range,0001 0005 0053 0174 440C 008A 30A4 371C,372,0,0,138,12452,14108,17420,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,764,0x8D6B90,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,777,0x8EBD50,rain,0x21,192,176,rain    rain_b01,,,0001 0001 0100 0101 6172 6E69 2020 2020 6172 6E69 625F 3130,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,778,0x8EBE10,smok,0x21,192,176,rain    rain_b01,,,0001 0001 0100 0101 6172 6E69 2020 2020 6172 6E69 625F 3130,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,901,0x947E10,tobi,0x25,20528,20512,bird    tbitex,no,bad_index_range,0001 0005 0054 01A7 4954 0091 34F0 3BBC,423,0,0,145,13552,15292,18772,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,902,0x94CE40,2tob,0x25,17808,17792,bird    tbitex,no,bad_index_range,0001 0004 0054 01A7 3EB4 0091 2A50 311C,423,0,0,145,10832,12572,16052,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,930,0x954480,fbir,0x25,19104,19088,bird    birdtx,no,bad_index_range,0001 0005 0053 0174 440C 008A 30A4 371C,372,0,0,138,12452,14108,17420,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,941,0x9617D0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,950,0x9769C0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,951,0x9770E0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,1059,0xA792D0,arok,0x25,20848,20832,sakana  arokun,no,bad_index_range,0001 0004 005E 01D2 48C0 00B8 2EE0 3780,466,0,0,184,12000,14208,18624,,,,,,,,,,,
2,Carpenters' Landing,ROM3/0/1.DAT,1060,0xA7E440,ayuc,0x25,18096,18080,sakana  ayuchan,no,bad_index_range,0001 0004 0066 0165 3F5C 009B 2990 30D4,357,0,0,155,10640,12500,16220,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,195,0x4D85F0,kamo,0x25,2816,2800,bird    kamome01,no,bad_index_range,0001 0002 001C 0057 098C 001D 0578 06D4,87,0,0,29,1400,1748,2444,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,206,0x4E2B10,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,215,0x4F7D00,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,216,0x4F8420,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,257,0x52C1A0,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,286,0x540DE0,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,298,0x543220,kamo,0x25,2816,2800,bird    kamome01,no,bad_index_range,0001 0002 001C 0057 098C 001D 0578 06D4,87,0,0,29,1400,1748,2444,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,313,0x5597D0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,314,0x559EF0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,352,0x58D670,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,443,0x7D86F0,kem1,0x21,192,176,effect  kem1,,,0000 0001 0100 0001 6665 6566 7463 2020 656B 316D 2020 2020,,,,,,,,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,444,0x7D87B0,man1,0x25,14336,14320,effect  mant,no,bad_index_range,0001 0004 0043 012E 31D8 0082 1F90 25A8,302,0,0,130,8080,9640,12760,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,445,0x7DBFB0,skb1,0x25,13024,13008,effect  skab,yes,,0001 0002 005D 005E 2A58 00B4 1108 1978,94,94,0,180,4360,6520,10840,-1.2334,2.72281,-1.26783,2.34925,-0.95229,2.34552,0.046875,0.90625,0.046875,0.96875,
3,Manaclipper,ROM3/0/2.DAT,446,0x7DF290,skc1,0x25,14368,14352,effect  skac,no,bad_index_range,0001 0002 005D 01AE 2F98 00B4 1648 1EB8,430,0,0,180,5704,7864,12184,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,447,0x7E2AB0,skd1,0x25,14368,14352,effect  skad,no,bad_index_range,0001 0002 005D 01AE 2F98 00B4 1648 1EB8,430,0,0,180,5704,7864,12184,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,448,0x7E62D0,ske1,0x25,14784,14768,effect  skae,no,bad_index_range,0001 0002 005F 01B8 30F0 00BA 16C8 1F80,440,0,0,186,5832,8064,12528,,,,,,,,,,,
3,Manaclipper,ROM3/0/2.DAT,449,0x7E9C90,skf1,0x25,14368,14352,effect  skaf,no,bad_index_range,0001 0002 005D 01AE 2F98 00B4 1648 1EB8,430,0,0,180,5704,7864,12184,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,346,0x8DE360,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,355,0x8F3550,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,356,0x8F3C70,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,388,0x914E20,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,473,0x95A8B0,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,482,0x96FB40,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,483,0x970260,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,514,0x991260,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
4,Bibiki Bay,ROM3/0/3.DAT,1519,0xAE8290,kem1,0x21,192,176,effect  kem1,,,0000 0001 0100 0001 6665 6566 7463 2020 656B 316D 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,274,0xA80270,hub1,0x21,192,176,effect  hubu,,,0000 0001 0100 0001 6665 6566 7463 2020 7568 7562 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,275,0xA80330,kem1,0x21,192,176,effect  kem1,,,0000 0001 0100 0001 6665 6566 7463 2020 656B 316D 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,507,0xAB1260,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,538,0xAD3060,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,588,0xAF6020,lf08,0x21,1200,1184,lf08    lf08,,,0000 0007 0701 0007 666C 3830 2020 2020 666C 3830 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,594,0xAF7730,smok,0x21,192,176,smoke   smoke,,,0001 0001 0100 0101 6D73 6B6F 2065 2020 6D73 6B6F 2065 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,637,0xB30EC0,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,646,0xB46150,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,647,0xB46870,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,730,0xB91360,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,739,0xBA6550,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
5,Uleguerand Range,ROM3/0/4.DAT,740,0xBA6C70,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,181,0x59C320,hub1,0x21,192,176,effect  hubu,,,0000 0001 0100 0001 6665 6566 7463 2020 7568 7562 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,505,0x5D9BA0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,506,0x5DA2C0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,587,0x60FED0,hub1,0x21,192,176,ukfi    2,,,0000 0001 0100 0001 6B75 6966 2020 2020 2032 2020 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,599,0x650770,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,704,0x69ECB0,hub1,0x21,192,176,uksy    2,,,0000 0001 0100 0001 6B75 7973 2020 2020 2032 2020 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,716,0x6DF550,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,725,0x6F4740,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
6,Bearclaw Pinnacle,ROM3/0/5.DAT,726,0x6F4E60,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,278,0xC00380,chob,0x21,192,176,airsefc kira,,,0000 0001 0100 0001 6961 7372 6665 2063 696B 6172 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,435,0xC13C70,hrka,0x25,21888,21872,elibird hrktex,no,bad_index_range,0001 0005 0059 01C5 4E2C 009B 3860 3FA4,453,0,0,155,14432,16292,20012,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,469,0xC39F20,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,506,0xC60C70,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,515,0xC75E60,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,516,0xC76580,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,559,0xCB0690,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,568,0xCC5920,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,569,0xCC6040,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,602,0xCE77C0,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,644,0xD2E8A0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,653,0xD43A90,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,654,0xD441B0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,702,0xD8ADB0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,711,0xD9FFA0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
7,Attohwa Chasm,ROM3/0/6.DAT,712,0xDA06C0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,202,0x6545F0,hrka,0x25,21888,21872,elibird hrktex,no,bad_index_range,0001 0005 0059 01C5 4E2C 009B 3860 3FA4,453,0,0,155,14432,16292,20012,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,272,0x67BFE0,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,319,0x6C81C0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,328,0x6DD3B0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,329,0x6DDAD0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,372,0x717BE0,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,381,0x72CE70,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,382,0x72D590,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,415,0x74ED10,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,457,0x795DF0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
8,Boneyard Gully,ROM3/0/7.DAT,466,0x7AAFE0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
