# Derived from LandSandBoat sql/npc_list.sql
# upstream_commit=cc243c661a1c30c1e7fc4e0612601a7a3f2410ac
# Only normally visible, positioned NPCs with renderable character/model looks.
zone_id,entity_id,entity_index,name,rotation,x,y,z,animation,look_hex
4,16793983,383,Noih Tahparawh,72,-392.274,-3.000,-385.541,0,01000D0774108620003000400850006000700000
4,16793987,387,Pohka Chichiyowahl,1,-416.388,-2.154,-430.095,0,01000B077D106620083066400850006000700000
4,16793988,388,Mep Nhapopoluko,243,464.350,-5.000,752.731,0,0100000700107A2066306A406650006000700000
4,16793990,390,Toh Zonikki,60,-371.073,-0.929,-419.987,0,0100090724100020083088400050006000700000
4,16793991,391,Clamming Point,194,-307.816,-0.191,-414.720,0,0000340000000000000000000000000000000000
4,16793992,392,Clamming Point,244,-132.255,0.257,-628.940,0,0000340000000000000000000000000000000000
4,16793993,393,Clamming Point,253,-132.003,0.260,-667.839,0,0000340000000000000000000000000000000000
4,16793994,394,Clamming Point,72,-328.517,-0.754,-903.955,0,0000340000000000000000000000000000000000
4,16793995,395,Clamming Point,53,-372.802,-0.153,-905.358,0,0000340000000000000000000000000000000000
4,16793996,396,Clamming Point,210,-351.823,-0.222,-934.048,0,0000340000000000000000000000000000000000
4,16793997,397,Clamming Point,137,-623.773,-0.863,-712.074,0,0000340000000000000000000000000000000000
4,16793998,398,Clamming Point,126,-624.433,-0.641,-671.316,0,0000340000000000000000000000000000000000
4,16794001,401,??? Warmachine,188,-345.236,-3.188,-976.563,0,0000AC0100000000000000000000000000000000
4,16794008,408,???,217,-321.699,-2.739,-735.332,0,0000340000000000000000000000000000000000
4,16794009,409,Weathered Boat,245,-618.845,-2.203,-697.396,0,0000340000000000000000000000000000000000
4,16794013,413,Rhalo Davigoh,16,-407.808,-3.037,-418.531,0,00003A0300000000000000000000000000000000
4,16794014,414,???,125,100.221,-44.691,940.547,0,0000340000000000000000000000000000000000
4,16794028,428,Goblin Footprint,149,648.340,-21.044,877.174,0,0000340000000000000000000000000000000000
4,16794029,429,Tswe Panipahr,222,484.604,-3.035,729.671,0,0100070779101F20003000408950FF6000700000
4,16794038,438,Planar Rift,0,-643.000,0.300,-655.000,0,00006F0900000000000000000000000000000000
4,16794039,439,Planar Rift,0,-275.000,0.300,-920.000,0,00006F0900000000000000000000000000000000
4,16794040,440,Planar Rift,0,-120.000,0.300,-629.000,0,00006F0900000000000000000000000000000000
4,16794044,444,Ethereal Junction,0,582.550,-20.540,847.860,0,00008F0900000000000000000000000000000000
4,16794045,445,Ethereal Junction,0,198.670,-28.000,562.660,0,00008F0900000000000000000000000000000000
4,16794046,446,Ethereal Junction,0,361.160,-20.000,319.810,0,00008F0900000000000000000000000000000000
4,16794047,447,Survival Guide,0,495.000,-3.000,728.000,0,0000810900000000000000000000000000000000
5,16798097,401,???,0,575.768,-38.418,124.751,0,0000340000000000000000000000000000000000
5,16798110,414,Fissure,0,380.267,34.859,-179.655,0,0000340000000000000000000000000000000000
5,16798111,415,Fissure,0,460.339,-29.137,220.311,0,0000340000000000000000000000000000000000
5,16798112,416,Fissure,0,180.207,-77.147,500.276,0,0000340000000000000000000000000000000000
5,16798121,425,Eternal Ice,0,575.536,-26.067,-101.472,0,0000340000000000000000000000000000000000
5,16798122,426,Eternal Ice,0,455.518,-82.107,421.435,0,0000340000000000000000000000000000000000
5,16798123,427,Eternal Ice,0,-95.498,-146.098,378.526,0,0000340000000000000000000000000000000000
5,16798124,428,Chamnaet Spring,0,-305.240,3.605,17.977,0,0000340000000000000000000000000000000000
5,16798126,430,Buffalostalker Dodzbraz,184,-380.171,-23.890,-180.797,0,0000650200000000000000000000000000000000
5,16798128,432,???,105,-299.813,-51.934,-18.902,0,0000340000000000000000000000000000000000
5,16798130,434,Goblin Footprint,47,-304.637,-40.927,-554.044,0,0000340000000000000000000000000000000000
5,16798140,444,Zebada,232,-308.112,-41.137,-570.096,0,010001087D1000200A301F407A50006000700000
5,16798145,449,Planar Rift,0,-141.000,-19.000,-325.000,0,00006F0900000000000000000000000000000000
5,16798146,450,Planar Rift,0,-220.000,-41.000,-503.000,0,00006F0900000000000000000000000000000000
5,16798147,451,Planar Rift,0,295.000,0.000,-358.000,0,00006F0900000000000000000000000000000000
5,16798151,455,Geomagnetic Fount,0,58.442,-199.381,177.396,0,0000340000000000000000000000000000000000
5,16798152,456,Home Point #1,0,65.000,-196.500,181.000,0,0000330000000000000000000000000000000000
5,16798153,457,Home Point #2,128,379.000,23.000,-62.600,0,0000330000000000000000000000000000000000
5,16798154,458,Home Point #3,64,424.000,-32.500,220.000,0,0000330000000000000000000000000000000000
5,16798155,459,Home Point #4,64,64.000,-96.500,460.000,0,0000330000000000000000000000000000000000
5,16798156,460,Home Point #5,0,-219.000,-1.000,-62.000,0,0000330000000000000000000000000000000000
5,16798157,461,Ethereal Junction,0,-241.090,-19.130,-302.630,0,00008F0900000000000000000000000000000000
5,16798158,462,Ethereal Junction,0,-604.660,-48.060,-124.240,0,00008F0900000000000000000000000000000000
5,16798159,463,Ethereal Junction,0,-638.820,-39.200,-16.110,0,00008F0900000000000000000000000000000000
6,16801889,97,Wind Pillar,0,-720.003,8.028,-439.999,0,0000320000000000000000000000000000000000
6,16801890,98,Wind Pillar,0,-429.147,2.181,-282.974,0,0000320000000000000000000000000000000000
6,16801891,99,Wind Pillar,0,-880.000,-47.760,-39.990,0,0000320000000000000000000000000000000000
6,16801892,100,Wind Pillar,0,-589.120,1.830,157.005,0,0000320000000000000000000000000000000000
6,16801893,101,Wind Pillar,0,-760.021,-111.390,560.007,0,0000320000000000000000000000000000000000
6,16801894,102,Wind Pillar,0,-429.282,1.592,837.051,0,0000320000000000000000000000000000000000
6,16801895,103,Wind Pillar,0,119.997,-171.415,759.979,0,0000320000000000000000000000000000000000
6,16801896,104,Wind Pillar,0,-189.304,1.442,436.989,0,0000320000000000000000000000000000000000
6,16801897,105,Wind Pillar,0,-519.969,23.942,-800.024,0,0000320000000000000000000000000000000000
6,16801898,106,Wind Pillar,0,-149.344,1.698,-682.977,0,0000320000000000000000000000000000000000
6,16801899,107,exit_01,0,-448.460,-9.970,-169.613,0,0000320000000000000000000000000000000000
6,16801900,108,exit_02,0,-608.453,-9.970,270.397,0,0000320000000000000000000000000000000000
6,16801901,109,exit_03,0,-448.454,-9.970,950.387,0,0000320000000000000000000000000000000000
6,16801902,110,exit_04,0,-208.454,-9.970,550.389,0,0000320000000000000000000000000000000000
6,16801903,111,exit_05,0,-168.451,-9.970,-569.612,0,0000320000000000000000000000000000000000
6,16801930,138,Goblin Footprint,96,-696.980,2.218,-478.837,0,0000340000000000000000000000000000000000
7,16806290,402,Luminant,0,241.833,19.009,-152.072,0,0000340000000000000000000000000000000000
7,16806291,403,Luminant,0,444.687,19.697,-172.114,0,0000340000000000000000000000000000000000
7,16806295,407,Luminant,0,442.997,19.500,-34.534,0,0000340000000000000000000000000000000000
7,16806296,408,???,0,-402.574,3.999,-202.750,0,0000340000000000000000000000000000000000
7,16806326,438,_07m,0,344.885,9.062,-110.361,9,0000320000000000000000000000000000000000
7,16806358,470,Cradle of Rebirth,0,320.155,-23.280,-15.884,0,0000340000000000000000000000000000000000
7,16806359,471,blank,0,320.000,-16.600,-20.000,0,0000140400000000000000000000000000000000
7,16806360,472,Loose Sand,0,478.863,19.999,41.674,0,0000340000000000000000000000000000000000
7,16806370,482,Excavation Point,156,-328.481,-12.000,68.200,0,0000780900000000000000000000000000000000
7,16806371,483,Excavation Point,183,-343.760,-12.232,66.061,0,0000780900000000000000000000000000000000
7,16806372,484,Excavation Point,183,-343.760,-12.232,66.061,0,0000780900000000000000000000000000000000
7,16806373,485,Excavation Point,156,-328.481,-12.000,68.200,0,0000780900000000000000000000000000000000
7,16806374,486,Excavation Point,156,-328.481,-12.000,68.200,0,0000780900000000000000000000000000000000
7,16806375,487,Excavation Point,36,-400.847,-3.056,338.885,0,0000780900000000000000000000000000000000
7,16806376,488,Jakaka,255,-144.711,7.246,-250.309,0,0100060673107320733073407350AB6000700000
7,16806377,489,Planar Rift,0,40.000,-4.000,-119.000,0,00006F0900000000000000000000000000000000
7,16806378,490,Planar Rift,0,442.000,20.000,-200.000,0,00006F0900000000000000000000000000000000
7,16806379,491,Planar Rift,0,361.000,21.000,222.000,0,00006F0900000000000000000000000000000000
7,16806383,495,Geomagnetic Fount,0,288.633,-21.752,25.448,0,0000340000000000000000000000000000000000
7,16806384,496,Home Point #1,0,-200.000,-10.000,342.000,0,0000330000000000000000000000000000000000
7,16806389,501,Ethereal Junction,0,-357.240,-4.000,240.210,0,00008F0900000000000000000000000000000000
7,16806390,502,Ethereal Junction,0,-595.160,-3.960,119.090,0,00008F0900000000000000000000000000000000
7,16806391,503,Ethereal Junction,0,-240.480,-3.970,-75.330,0,00008F0900000000000000000000000000000000
7,16806394,506,Harvesting Point,176,-75.886,-5.925,112.456,0,0000760900000000000000000000000000000000
8,16810232,248,Goblin Footprint,235,-579.373,-1.475,418.256,0,0000340000000000000000000000000000000000
9,16814434,354,???,0,-270.063,31.395,256.812,0,0000340000000000000000000000000000000000
9,16814501,421,???,0,-282.742,-3.600,-210.000,0,0000340000000000000000000000000000000000
9,16814504,424,???,0,-329.980,28.300,-163.000,0,0000340000000000000000000000000000000000
9,16814557,477,Goblin Footprint,223,355.118,0.000,-22.453,0,0000340000000000000000000000000000000000
9,16814568,488,Home Point #1,64,-58.000,40.000,14.000,0,0000330000000000000000000000000000000000
10,16818248,72,Memento Circle,191,-300.057,-2.499,-261.886,0,0000340000000000000000000000000000000000
10,16818249,73,Memento Circle,0,-240.035,-18.249,209.766,0,0000340000000000000000000000000000000000
10,16818250,74,Memento Circle,189,-0.038,21.749,-70.310,0,0000340000000000000000000000000000000000
10,16818251,75,Memento Circle,192,279.959,61.749,-350.198,0,0000340000000000000000000000000000000000
10,16818257,81,FLOOR_A_PANEL,0,-240.029,-32.000,288.064,0,0000340000000000000000000000000000000000
10,16818258,82,FLOOR_B_PANEL,0,0.113,8.000,8.030,0,0000340000000000000000000000000000000000
10,16818259,83,FLOOR_C_PANEL,0,279.920,47.999,-276.083,0,0000340000000000000000000000000000000000
10,16818303,127,Goblin Footprint,226,-302.671,0.000,-233.014,0,0000340000000000000000000000000000000000
11,16822469,197,Scrawled Writing,128,-17.522,11.791,-118.417,0,0000340000000000000000000000000000000000
11,16822489,217,Tarnotik,192,160.896,11.999,-55.659,0,0000D60300000000000000000000000000000000
11,16822497,225,Brakobrik,203,164.605,11.992,-91.253,0,0000D80300000000000000000000000000000000
11,16822498,226,???,225,163.175,11.999,-92.728,0,0000C20300000000000000000000000000000000
11,16822499,227,???,243,164.678,11.999,-92.722,0,0000C20300000000000000000000000000000000
11,16822500,228,???,39,163.491,11.992,-91.337,0,0000C20300000000000000000000000000000000
11,16822501,229,Rakorok,143,157.331,13.999,-40.840,0,0000D80300000000000000000000000000000000
11,16822503,231,???,13,154.742,13.999,-39.602,0,0000C20300000000000000000000000000000000
11,16822504,232,???,236,155.194,13.999,-41.844,0,0000C20300000000000000000000000000000000
11,16822505,233,???,27,156.612,13.999,-39.194,0,0000C20300000000000000000000000000000000
11,16822506,234,???,40,155.645,13.999,-40.546,0,0000C20300000000000000000000000000000000
11,16822507,235,???,62,158.502,13.999,-38.931,0,0000C20300000000000000000000000000000000
11,16822508,236,Koblakiq,123,-64.851,22.834,-117.521,0,0000D60300000000000000000000000000000000
11,16822513,241,Conquest_Banner,130,-257.001,8.000,-48.805,0,0000310300000000000000000000000000000000
11,16822525,253,Goblin Footprint,180,-281.026,0.023,-101.725,0,0000340000000000000000000000000000000000
11,16822526,254,Mining Point,0,-29.411,13.201,-15.271,0,0000780900000000000000000000000000000000
11,16822527,255,Mining Point,0,-29.411,13.201,-15.271,0,0000780900000000000000000000000000000000
11,16822528,256,Mining Point,0,-261.965,0.170,105.879,0,0000780900000000000000000000000000000000
11,16822529,257,Mining Point,0,-98.912,7.446,98.006,0,0000780900000000000000000000000000000000
11,16822530,258,Mining Point,0,-136.898,6.974,56.038,0,0000780900000000000000000000000000000000
11,16822531,259,Mining Point,0,-98.912,7.446,98.006,0,0000780900000000000000000000000000000000
11,16822535,263,Twinkbrix,189,-292.779,7.999,-263.153,0,0000E20300000000000000000000000000000000
11,16822545,273,Iron Box,143,-140.954,7.518,157.204,0,0000340000000000000000000000000000000000
11,16822552,280,Geomagnetic Fount,0,177.549,7.378,-97.327,0,0000340000000000000000000000000000000000
11,16822553,281,Survival Guide,128,-262.000,8.000,-54.000,0,0000810900000000000000000000000000000000
12,16826573,205,???,0,152.010,19.507,101.512,0,0000340000000000000000000000000000000000
12,16826574,206,Moblin Showman,0,124.544,19.988,-60.670,0,0000D70300000000000000000000000000000000
12,16826575,207,Peculiar Footprints,0,350.400,26.000,-48.350,0,0000F50500000000000000000000000000000000
12,16826584,216,door_master,0,-180.286,15.993,156.606,0,0000340000000000000000000000000000000000
12,16826609,241,Sleakachiq,226,162.504,15.999,136.901,0,0000D60300000000000000000000000000000000
12,16826610,242,Furnace Hatch,0,-99.736,15.017,202.662,0,0000320000000000000000000000000000000000
12,16826611,243,Furnace Hatch,0,-146.763,14.983,-85.585,0,0000320000000000000000000000000000000000
12,16826612,244,Furnace Hatch,0,89.114,14.522,66.683,0,0000320000000000000000000000000000000000
12,16826613,245,Furnace Hatch,0,145.150,18.577,-4.894,0,0000320000000000000000000000000000000000
12,16826614,246,Furnace Hatch,0,230.624,14.541,28.791,0,0000320000000000000000000000000000000000
12,16826624,256,Mining Point,0,64.517,14.841,-135.909,0,0000780900000000000000000000000000000000
12,16826625,257,Mining Point,0,-24.489,15.026,-98.630,0,0000780900000000000000000000000000000000
12,16826626,258,Mining Point,0,69.433,19.221,185.247,0,0000780900000000000000000000000000000000
12,16826627,259,Mining Point,0,-103.223,15.320,-193.576,0,0000780900000000000000000000000000000000
12,16826628,260,Mining Point,0,64.517,14.841,-135.909,0,0000780900000000000000000000000000000000
12,16826629,261,Mining Point,0,69.433,19.221,185.247,0,0000780900000000000000000000000000000000
12,16826631,263,Home Point #1,0,440.000,28.000,-18.000,0,0000330000000000000000000000000000000000
13,16830646,182,Goblin Footprint,171,-108.846,-120.053,-621.341,0,0000340000000000000000000000000000000000
14,16834582,22,Goblin Footprint,210,275.724,-81.135,-94.386,0,0000340000000000000000000000000000000000
15,16839078,422,???,0,360.000,-16.043,-400.000,0,0000340000000000000000000000000000000000
15,16839079,423,???,0,-235.000,-15.882,-120.000,0,0000340000000000000000000000000000000000
15,16839080,424,???,0,-358.000,8.000,-42.000,0,0000340000000000000000000000000000000000
15,16839081,425,???,0,-182.000,2.858,32.000,0,0000340000000000000000000000000000000000
15,16839082,426,???,0,-134.000,47.371,416.000,0,0000340000000000000000000000000000000000
15,16839083,427,???,0,-248.000,47.971,403.000,0,0000340000000000000000000000000000000000
15,16839084,428,???,0,-155.000,64.117,590.000,0,0000340000000000000000000000000000000000
15,16839085,429,???,0,150.000,17.601,90.000,0,0000340000000000000000000000000000000000
15,16839086,430,???,0,370.000,1.601,10.000,0,0000340000000000000000000000000000000000
15,16839087,431,???,0,54.000,30.654,414.000,0,0000340000000000000000000000000000000000
15,16839088,432,???,0,438.000,31.922,358.000,0,0000340000000000000000000000000000000000
15,16839089,433,???,0,630.000,33.608,410.000,0,0000340000000000000000000000000000000000
15,16839090,434,???,0,230.413,32.278,280.677,0,0000340000000000000000000000000000000000
15,16839091,435,???,0,-40.000,71.992,560.000,0,0000340000000000000000000000000000000000
15,16839092,436,???,0,554.000,24.198,714.000,0,0000340000000000000000000000000000000000
15,16839093,437,???,0,215.413,32.778,280.677,0,0000340000000000000000000000000000000000
15,16839094,438,???,0,-40.000,68.692,575.000,0,0000340000000000000000000000000000000000
15,16839095,439,???,0,539.000,24.198,714.000,0,0000340000000000000000000000000000000000
15,16839096,440,???,0,245.413,31.778,280.677,0,0000340000000000000000000000000000000000
15,16839097,441,???,0,-25.000,68.792,560.000,0,0000340000000000000000000000000000000000
15,16839098,442,???,0,554.000,23.098,699.000,0,0000340000000000000000000000000000000000
15,16839107,451,Conflux Surveyor,66,133.000,-72.738,-824.000,0,01000501FC100221C930B9408950006000700000
15,16839108,452,Cruor Prospector,163,132.000,-75.856,-822.000,0,01000002FC100221C930B9408950006000700000
15,16839109,453,Atma Infusionist,104,135.000,-72.922,-825.000,0,01000808FC100221C930B9408950006000700000
15,16839110,454,Atma Fabricant,96,130.000,-73.474,-818.000,0,01000A0189100421043155408950E96000700000
15,16839113,457,NPC[1c9],32,79.000,-71.688,-781.000,0,0000640900000000000000000000000000000000
15,16839114,458,NPC[1ca],32,84.000,-71.688,-776.000,0,0000640900000000000000000000000000000000
15,16839195,539,Veridical Conflux #01,160,120.000,-72.081,-840.000,0,0000620900000000000000000000000000000000
15,16839196,540,Veridical Conflux #02,160,-162.000,-32.000,-278.000,0,0000620900000000000000000000000000000000
15,16839197,541,Veridical Conflux #03,160,-642.000,0.263,122.000,0,0000620900000000000000000000000000000000
15,16839198,542,Veridical Conflux #04,192,20.000,9.123,42.000,0,0000620900000000000000000000000000000000
15,16839199,543,Veridical Conflux #05,128,-122.000,15.996,282.000,0,0000620900000000000000000000000000000000
15,16839200,544,Veridical Conflux #06,224,-318.000,48.187,562.000,0,0000620900000000000000000000000000000000
15,16839201,545,Veridical Conflux #07,160,478.000,8.293,122.000,0,0000620900000000000000000000000000000000
15,16839202,546,Veridical Conflux #08,32,242.000,40.000,638.000,0,0000620900000000000000000000000000000000
15,16839203,547,KS-01 Martello,160,95.000,-72.165,-734.000,0,0000170900000000000000000000000000000000
15,16839204,548,KS-02 Martello,64,-80.000,-56.710,-600.000,0,0000170900000000000000000000000000000000
15,16839205,549,KS-03 Martello,64,-278.000,-32.000,-200.000,0,0000170900000000000000000000000000000000
15,16839206,550,KS-04 Martello,160,-624.000,7.590,186.000,0,0000170900000000000000000000000000000000
15,16839207,551,KS-05 Martello,0,-38.000,27.050,238.000,0,0000170900000000000000000000000000000000
15,16839208,552,KS-06 Martello,160,-131.000,51.313,499.000,0,0000170900000000000000000000000000000000
15,16839209,553,KS-07 Martello,128,476.000,24.000,240.000,0,0000170900000000000000000000000000000000
15,16839210,554,KS-08 Martello,160,214.000,22.577,466.000,0,0000170900000000000000000000000000000000
15,16839212,556,Cavernous Maw,128,159.943,-72.109,-839.986,0,0000150900000000000000000000000000000000
15,16839213,557,0100f229,96,135.000,-72.963,-822.000,0,0000070900000000000000000000000000000000
15,16839214,558,0100f22a,224,104.106,-72.749,-819.665,0,0000070900000000000000000000000000000000
15,16839215,559,0100f22b,64,-284.207,-32.000,-207.147,0,0000070900000000000000000000000000000000
15,16839216,560,0100f22c,224,-613.128,6.989,214.816,0,0000070900000000000000000000000000000000
15,16839217,561,0100f22d,168,-126.970,48.412,486.613,0,0000070900000000000000000000000000000000
15,16839218,562,Machine Outfitter,231,78.660,-72.578,-801.367,0,01000801021002200230024002504E601E700000
15,16839219,563,Ayame,224,105.788,-72.758,-817.506,0,0100030211100920003009400950006000700000
15,16839220,564,Raibaht,160,85.112,-72.007,-776.784,0,01000E0800101820003015401750006000700000
15,16839221,565,Rashid,132,-286.177,-31.588,-210.384,0,01000D0100100D20163005400550006000700000
15,16839222,566,Julio,240,-267.064,-29.768,-198.099,0,0100090100100320003014401450006000700000
15,16839223,567,Silver Owl,95,-629.722,7.790,201.685,0,0100090817100920003011401150006000700000
15,16839224,568,Talib,115,-647.309,6.743,182.767,0,01000B0117100920003015401550006000700000
15,16839225,569,Argus,215,-608.820,7.184,209.048,0,01000C0100100D20163005400550006000700000
15,16839226,570,Helga,183,-126.895,48.508,488.122,0,010002025F105F2097305F405F506A6100700000
15,16839227,571,Cleades,183,-119.323,50.052,492.210,0,0100090100100D20163005400550006000700000
15,16839228,572,Naji,195,247.928,20.748,480.097,47,0100050100101B2000300C401850006000700000
15,16839229,573,Repair Trunk,0,165.458,-73.992,-841.251,0,00001B0900000000000000000000000000000000
15,16839230,574,Repair Trunk,0,120.726,-72.257,-800.147,0,00001B0900000000000000000000000000000000
15,16839231,575,Repair Trunk,0,84.380,-73.310,-766.238,0,00001B0900000000000000000000000000000000
15,16839232,576,Repair Trunk,0,134.716,-72.733,-820.238,0,00001B0900000000000000000000000000000000
15,16839233,577,Repair Trunk,0,80.119,-72.670,-802.105,0,00001B0900000000000000000000000000000000
15,16839234,578,Repair Trunk,32,98.524,-73.140,-811.724,0,00001B0900000000000000000000000000000000
15,16839235,579,Repair Trunk,0,120.751,-72.263,-801.254,0,00001B0900000000000000000000000000000000
15,16839236,580,0100f240,48,-266.207,-29.737,-197.835,0,00001B0900000000000000000000000000000000
15,16839237,581,0100f241,0,-652.512,6.470,183.352,0,00001B0900000000000000000000000000000000
15,16839238,582,Lined Casket,0,-117.452,50.293,494.198,0,00001B0900000000000000000000000000000000
15,16839239,583,Lined Casket,0,-116.184,50.420,494.956,0,00001B0900000000000000000000000000000000
15,16839240,584,Lined Casket,0,243.856,22.771,476.421,0,00001B0900000000000000000000000000000000
15,16839241,585,Resistance Fighter,0,-296.816,-31.322,-197.603,0,00002C0600000000000000000000000000000000
15,16839242,586,Resistance Fighter,0,-282.936,-19.417,-167.467,0,00002C0600000000000000000000000000000000
15,16839243,587,Resistance Fighter,0,-273.152,-27.326,-182.459,0,00002C0600000000000000000000000000000000
15,16839244,588,Resistance Fighter,0,-262.581,-30.308,-208.360,0,00002C0600000000000000000000000000000000
15,16839245,589,Resistance Fighter,96,-287.350,-32.082,-220.531,0,00002C0600000000000000000000000000000000
15,16839246,590,Flaco,160,98.630,-73.324,-809.661,0,0100070100101520153015400050006000700000
15,16839247,591,Echo Hawk,0,118.935,-71.171,-820.761,0,0100170812100820003006400650006000700000
15,16839248,592,Ihsan,96,118.668,-72.000,-800.223,0,01000F01021002200230024002504E601E700000
15,16839249,593,Steel Bones,207,110.275,-72.754,-819.769,0,01000F08021002200230024002504E601E700000
15,16839251,595,0100F252,10,-298.841,-28.816,-197.095,0,0000450500000000000000000000000000000000
15,16839253,597,0100F254,73,-282.517,-17.016,-165.770,0,0000880100000000000000000000000000000000
15,16839255,599,0100F256,74,-272.592,-24.560,-180.281,0,0000880100000000000000000000000000000000
15,16839257,601,0100F258,127,-260.761,-28.082,-208.337,0,0000450500000000000000000000000000000000
15,16839259,603,0100F25A,239,-289.824,-29.906,-221.591,0,0000880100000000000000000000000000000000
15,16839263,607,0100F25E,116,-559.623,7.341,237.933,0,00004C0900000000000000000000000000000000
15,16839267,611,0100F262,79,-122.139,56.000,519.478,0,0000140100000000000000000000000000000000
15,16839270,614,Offa,178,121.815,-73.691,-845.098,0,00006E0000000000000000000000000000000000
15,16839271,615,Red Canyon,48,-280.789,-32.000,-207.149,47,010008080510022016300240025071602D700000
15,16839272,616,Sugandhi,248,-648.407,6.583,182.449,0,01000D0200101120113015401550006000700000
15,16839273,617,Romualdo,176,-121.496,48.066,485.342,0,0100090105100D20053005400750FF6000700000
16,16842780,28,blank,0,-40.000,-1.000,200.000,0,0000490400000000000000000000000000000000
16,16842847,95,blank,0,-280.000,-1.000,-40.000,0,0000490400000000000000000000000000000000
16,16842854,102,blank,0,-160.000,-1.000,-200.000,0,0000490400000000000000000000000000000000
16,16842887,135,blank,0,-280.000,-1.000,280.000,0,0000490400000000000000000000000000000000
16,16842905,153,blank,0,-360.000,-1.000,120.000,0,0000490400000000000000000000000000000000
16,16842948,196,blank,0,160.000,-1.000,360.000,0,0000490400000000000000000000000000000000
16,16843068,316,kiokudama_a,0,-59.834,-0.049,-140.110,0,0000340000000000000000000000000000000000
16,16843069,317,kiokudama_b,0,-460.289,-0.054,179.931,0,0000340000000000000000000000000000000000
16,16843070,318,kiokudama_c,0,140.135,-0.054,-140.258,0,0000340000000000000000000000000000000000
16,16843071,319,???,0,320.010,-2.307,0.000,0,0000340000000000000000000000000000000000
16,16843081,329,Rendezvous Point,82,84.995,0.039,94.853,0,0000340000000000000000000000000000000000
16,16843082,330,???,131,-54.625,-0.036,116.293,0,0000340000000000000000000000000000000000
16,16843083,331,???,242,-185.282,-0.277,-7.038,0,0000340000000000000000000000000000000000
16,16843084,332,???,108,235.321,-0.275,237.254,0,0000340000000000000000000000000000000000
16,16843085,333,???,123,-325.661,-0.090,192.788,0,0000340000000000000000000000000000000000
16,16843086,334,???,133,217.188,-1.798,-197.485,0,0000340000000000000000000000000000000000
17,16846949,101,Radiant Aureole,0,0.044,-119.249,360.028,0,0000340000000000000000000000000000000000
