zone_id,zone_name,npc_index,name,record_id,record_tag,event_ref_count,event_ref_offset,position_offset,x,y,z,confidence,raw_x,raw_y,raw_z,raw_values
4,Bibiki Bay,419,Tswe Panipahr,16813,256,1,33200,33260,0.8,74.87,74.88,45,80,7487,7488,80 7488 7487 653 500 7511 10 7513
4,Bibiki Bay,424,Kukki-Chebukki,16818,256,72,42460,42628,-26.41,-30.0,14.65,105,-2641,-3000,1465,-2641 1465 -3000 3000 40 -332654 -947045 -1861
4,Bibiki Bay,425,Cherukiki,16819,256,72,43556,43732,-26.08,-30.0,14.65,105,-2608,-3000,1465,-2608 1465 -3000 3000 40 -333768 -947459 -1910
4,Bibiki Bay,428,Planar Rift,16822,256,1,53928,53996,77.48,0.02,0.01,45,7748,2,1,7748 1 2 1539 7749 7750 7751 7752
4,Bibiki Bay,429,Planar Rift,16823,256,1,72756,72824,0.04,0.02,77.48,45,4,2,7748,4 7748 2 1539 7749 7750 7751 7752
4,Bibiki Bay,430,Planar Rift,16824,256,1,91584,91652,0.04,0.01,77.48,45,4,1,7748,4 7748 1 1539 7749 7750 7751 7752
4,Bibiki Bay,431,Riftworn Pyxis,16825,256,1,110412,110552,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
4,Bibiki Bay,432,Riftworn Pyxis,16826,256,1,111844,111984,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
4,Bibiki Bay,433,Riftworn Pyxis,16827,256,1,113276,113416,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
4,Bibiki Bay,434,Ethereal Junctio,16828,256,1,114708,114728,0.23,86.4,86.39,30,23,8640,8639,23 8639 8640 1 0 825 8 15
4,Bibiki Bay,435,Ethereal Junctio,16829,256,1,116072,116092,0.23,86.4,86.39,30,23,8640,8639,23 8639 8640 1 0 825 8 15
4,Bibiki Bay,436,Ethereal Junctio,16830,256,1,117436,117456,0.23,86.4,86.39,30,23,8640,8639,23 8639 8640 1 0 825 8 15
4,Bibiki Bay,437,Survival Guide,16831,256,2,118800,118932,-0.02,86.82,86.67,50,-2,8682,8667,-2 8667 8682 26 27 8681 8 15
5,Uleguerand Range,411,???,20909,256,1,1012,1144,11.22,2.01,73.77,65,1122,201,7377,1122 7377 201 1304 1107369984 6095174 1166016896 -491518
5,Uleguerand Range,412,Buffalostalker D,20910,256,1,2464,2532,73.55,2.01,73.56,70,7355,201,7356,7355 7356 201 136 -1040896 1886355455 595591197 595591453
5,Uleguerand Range,413,Louverance,20911,256,58,2316,2496,73.49,0.0,73.5,30,7349,0,7350,7349 7350 0 1 7351 7352 7353 2
5,Uleguerand Range,414,???,20912,256,3,4192,4344,73.83,0.6,2.0,70,7383,60,200,7383 200 60 485 1107369984 -266469342 1249902591 2147483632
5,Uleguerand Range,415,Ramblix,20913,256,2,4220,4344,73.83,0.6,2.0,70,7383,60,200,7383 200 60 485 1107369984 -266469342 1249902591 2147483632
5,Uleguerand Range,425,Zebada,20924,256,1,4848,4932,74.09,73.99,74.1,70,7409,7399,7410,7409 7410 7399 163 -1040896 1933311 -126999680 25165823
5,Uleguerand Range,427,Louverance,20926,256,20,8275,8351,0.0,5.12,212.48,100,0,512,21248,0 21248 512 768 28160 -256 1279 1280
5,Uleguerand Range,430,Planar Rift,20929,256,1,17468,17536,74.84,0.02,0.01,45,7484,2,1,7484 1 2 1539 7485 7486 7487 7488
5,Uleguerand Range,431,Planar Rift,20930,256,1,36296,36364,0.04,0.02,74.84,45,4,2,7484,4 7484 2 1539 7485 7486 7487 7488
5,Uleguerand Range,432,Planar Rift,20931,256,1,55124,55192,0.04,0.01,74.84,45,4,1,7484,4 7484 1 1539 7485 7486 7487 7488
5,Uleguerand Range,433,Riftworn Pyxis,20932,256,1,73952,74092,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
5,Uleguerand Range,434,Riftworn Pyxis,20933,256,1,75384,75524,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
5,Uleguerand Range,435,Riftworn Pyxis,20934,256,1,76816,76956,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
5,Uleguerand Range,437,Home Point #1,20936,256,1,79144,79268,83.55,0.27,83.62,50,8355,27,8362,8355 8362 27 28 -2 8358 8363 8367
5,Uleguerand Range,438,Home Point #2,20937,256,1,89712,89836,83.55,0.27,83.62,50,8355,27,8362,8355 8362 27 28 -2 8358 8363 8367
5,Uleguerand Range,439,Home Point #3,20938,256,1,100280,100404,83.55,0.27,83.62,50,8355,27,8362,8355 8362 27 28 -2 8358 8363 8367
5,Uleguerand Range,440,Home Point #4,20939,256,1,110848,110972,83.55,0.27,83.62,50,8355,27,8362,8355 8362 27 28 -2 8358 8363 8367
5,Uleguerand Range,441,Home Point #5,20940,256,1,121416,121540,83.55,0.27,83.62,50,8355,27,8362,8355 8362 27 28 -2 8358 8363 8367
5,Uleguerand Range,442,Ethereal Junctio,20941,256,1,131984,132004,0.23,84.1,84.09,30,23,8410,8409,23 8409 8410 1 0 862 8 15
5,Uleguerand Range,443,Ethereal Junctio,20942,256,1,133348,133368,0.23,84.1,84.09,30,23,8410,8409,23 8409 8410 1 0 862 8 15
5,Uleguerand Range,444,Ethereal Junctio,20943,256,1,134712,134732,0.23,84.1,84.09,30,23,8410,8409,23 8409 8410 1 0 862 8 15
6,Bearclaw Pinnacle,87,Wind Pillar,24673,256,1,8124,8304,76.69,1.28,2.01,35,7669,128,201,7669 201 128 1 28 -719292 -440915 6480
6,Bearclaw Pinnacle,90,Wind Pillar,24676,256,1,8208,8304,76.69,1.28,2.01,35,7669,128,201,7669 201 128 1 28 -719292 -440915 6480
6,Bearclaw Pinnacle,92,Wind Pillar,24678,256,1,8152,8304,76.69,1.28,2.01,35,7669,128,201,7669 201 128 1 28 -719292 -440915 6480
6,Bearclaw Pinnacle,94,Wind Pillar,24680,256,1,8180,8304,76.69,1.28,2.01,35,7669,128,201,7669 201 128 1 28 -719292 -440915 6480
6,Bearclaw Pinnacle,102,???,24693,256,21,8236,8304,76.69,1.28,2.01,35,7669,128,201,7669 201 128 1 28 -719292 -440915 6480
6,Bearclaw Pinnacle,112,Louverance2,24703,256,8,27556,27692,76.2,0.6,2.0,70,7620,60,200,7620 200 60 485 1107369984 -266469342 1249902591 2147483632
6,Bearclaw Pinnacle,121,Ramblix,24713,256,2,27568,27692,76.2,0.6,2.0,70,7620,60,200,7620 200 60 485 1107369984 -266469342 1249902591 2147483632
7,Attohwa Chasm,421,Excavation Point,29154,256,1,160,200,72.33,72.37,72.35,45,7233,7237,7235,7233 7235 7237 80 -261209600 8388607 -1009280 151224319
7,Attohwa Chasm,427,Jakaka,29160,256,1,296,364,73.65,73.62,73.66,45,7365,7362,7366,7365 7366 7362 82 -1040896 1933311 2171776 -1040830
7,Attohwa Chasm,428,Planar Rift,29161,256,1,9640,9708,73.87,0.02,0.01,45,7387,2,1,7387 1 2 1539 7388 7389 7390 7391
7,Attohwa Chasm,429,Planar Rift,29162,256,1,28468,28536,0.04,0.02,73.87,45,4,2,7387,4 7387 2 1539 7388 7389 7390 7391
7,Attohwa Chasm,430,Planar Rift,29163,256,1,47296,47364,0.04,0.01,73.87,45,4,1,7387,4 7387 1 1539 7388 7389 7390 7391
7,Attohwa Chasm,431,Riftworn Pyxis,29164,256,1,66124,66264,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
7,Attohwa Chasm,432,Riftworn Pyxis,29165,256,1,67556,67696,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
7,Attohwa Chasm,433,Riftworn Pyxis,29166,256,1,68988,69128,184.57,197.94,185.42,65,18457,19794,18542,18457 18542 19794 1276 768 18907136 515 263040
7,Attohwa Chasm,435,Home Point #1,29168,256,1,70420,70544,82.58,0.27,82.65,50,8258,27,8265,8258 8265 27 28 -2 8261 8266 8270
7,Attohwa Chasm,436,Home Point #2,29169,256,1,80988,81112,82.58,0.27,82.65,50,8258,27,8265,8258 8265 27 28 -2 8261 8266 8270
7,Attohwa Chasm,437,Home Point #3,29170,256,1,91556,91680,82.58,0.27,82.65,50,8258,27,8265,8258 8265 27 28 -2 8261 8266 8270
7,Attohwa Chasm,438,Home Point #4,29171,256,1,102124,102248,82.58,0.27,82.65,50,8258,27,8265,8258 8265 27 28 -2 8261 8266 8270
7,Attohwa Chasm,439,Home Point #5,29172,256,1,112692,112816,82.58,0.27,82.65,50,8258,27,8265,8258 8265 27 28 -2 8261 8266 8270
7,Attohwa Chasm,440,Ethereal Junctio,29173,256,1,123260,123280,0.23,83.13,83.12,30,23,8313,8312,23 8312 8313 1 0 861 8 15
7,Attohwa Chasm,441,Ethereal Junctio,29174,256,1,124624,124644,0.23,83.13,83.12,30,23,8313,8312,23 8312 8313 1 0 861 8 15
7,Attohwa Chasm,442,Ethereal Junctio,29175,256,1,125988,126008,0.23,83.13,83.12,30,23,8313,8312,23 8312 8313 1 0 861 8 15
8,Boneyard Gully,217,???,32999,256,9,11048,11120,76.35,2.2,76.36,30,7635,220,7636,7635 7636 220 5 7637 7638 7639 7640
8,Boneyard Gully,232,Ramblix,33015,256,2,30160,30284,76.2,0.6,2.0,70,7620,60,200,7620 200 60 485 1107369984 -266469342 1249902591 2147483632
9,Pso'Xja,407,Stone Door,37286,256,1,2404,2424,5.95,72.78,72.59,15,595,7278,7259,595 7259 7278 1 0 201 60 18
9,Pso'Xja,410,Stone Door,37289,256,1,2684,2704,5.96,72.78,72.59,15,596,7278,7259,596 7259 7278 1 0 201 60 18
9,Pso'Xja,414,Stone Door,37299,256,1,5576,5596,0.11,72.76,72.7,15,11,7276,7270,11 7270 7276 1 0 200 60 18
9,Pso'Xja,415,Stone Door,37300,256,3,6032,6160,70.86,70.87,70.93,30,7086,7087,7093,7086 7093 7087 3 7088 7089 7090 4
9,Pso'Xja,419,Crystal Receptor,37304,256,1,2240,2424,5.95,72.78,72.59,15,595,7278,7259,595 7259 7278 1 0 201 60 18
9,Pso'Xja,420,TOWER_D_PANEL,37305,256,3,2288,2424,5.95,72.78,72.59,15,595,7278,7259,595 7259 7278 1 0 201 60 18
9,Pso'Xja,425,Avatar Gate,37310,256,1,3660,3720,0.15,0.9,74.54,15,15,90,7454,15 7454 90 300 30 155 80 340
9,Pso'Xja,426,Stone Gate,37311,256,1,5084,5108,6.04,0.01,72.75,15,604,1,7275,604 7275 1 0 200 60 18 160
9,Pso'Xja,434,Tenzen,37319,256,276,32591,32763,25.59,327.68,7.68,30,2559,32768,768,2559 768 32768 256 -86039296 -103143937 -4889089 747775
9,Pso'Xja,436,Nag'molada,37321,256,148,32719,32763,25.59,327.68,7.68,30,2559,32768,768,2559 768 32768 256 -86039296 -103143937 -4889089 747775
9,Pso'Xja,444,Esha'ntarl,37329,256,63,36508,36616,-199.89,20.66,0.46,70,-19989,2066,46,-19989 46 2066 30 13 338114 -20003 121
9,Pso'Xja,445,Fenrir,37330,256,59,38408,38540,74.62,0.6,2.0,70,7462,60,200,7462 200 60 485 1107369984 -266469342 1249902591 2147483632
9,Pso'Xja,449,???,37334,256,6,37476,37504,199.98,0.23,315.69,50,19998,23,31569,19998 31569 23 14 20119552 25165879 58720896 -65408
9,Pso'Xja,455,Ramblix,37340,256,2,38416,38540,74.62,0.6,2.0,70,7462,60,200,7462 200 60 485 1107369984 -266469342 1249902591 2147483632
9,Pso'Xja,466,Home Point #1,37352,256,1,39904,40028,75.03,0.27,75.1,50,7503,27,7510,7503 7510 27 28 -2 7506 7511 7515
9,Pso'Xja,467,Home Point #2,37353,256,1,50472,50596,75.03,0.27,75.1,50,7503,27,7510,7503 7510 27 28 -2 7506 7511 7515
9,Pso'Xja,468,Home Point #3,37354,256,1,61040,61164,75.03,0.27,75.1,50,7503,27,7510,7503 7510 27 28 -2 7506 7511 7515
9,Pso'Xja,469,Home Point #4,37355,256,1,71608,71732,75.03,0.27,75.1,50,7503,27,7510,7503 7510 27 28 -2 7506 7511 7515
9,Pso'Xja,470,Home Point #5,37356,256,1,82176,82300,75.03,0.27,75.1,50,7503,27,7510,7503 7510 27 28 -2 7506 7511 7515
10,The Shrouded Maw,66,Memento Circle,41032,256,1,14656,14804,76.98,0.01,0.0,50,7698,1,0,7698 0 1 90 288067 315981 8000 2589
10,The Shrouded Maw,67,Memento Circle,41033,256,1,14684,14804,76.98,0.01,0.0,50,7698,1,0,7698 0 1 90 288067 315981 8000 2589
10,The Shrouded Maw,68,Memento Circle,41034,256,1,14712,14804,76.98,0.01,0.0,50,7698,1,0,7698 0 1 90 288067 315981 8000 2589
10,The Shrouded Maw,69,Memento Circle,41035,256,1,14740,14804,76.98,0.01,0.0,50,7698,1,0,7698 0 1 90 288067 315981 8000 2589
10,The Shrouded Maw,100,Selh'teus,41071,256,58,21775,21931,-1.31,0.0,30.71,70,-131,0,3071,-131 3071 0 256 32768 71276800 82957056 2047744
10,The Shrouded Maw,102,Diabolos,41073,256,210,21795,21931,-1.31,0.0,30.71,70,-131,0,3071,-131 3071 0 256 32768 71276800 82957056 2047744
10,The Shrouded Maw,103,Diabolos,41074,256,20,21843,21931,-1.31,0.0,30.71,70,-131,0,3071,-131 3071 0 256 32768 71276800 82957056 2047744
10,The Shrouded Maw,104,Diabolos,41075,256,24,21823,21931,-1.31,0.0,30.71,70,-131,0,3071,-131 3071 0 256 32768 71276800 82957056 2047744
10,The Shrouded Maw,114,Ramblix,41086,256,2,23760,23884,76.86,0.6,2.0,70,7686,60,200,7686 200 60 485 1107369984 -266469342 1249902591 2147483632
11,Oldton Movalpolos,201,DROPFLOOR_A,45265,256,1,34272,34408,0.37,0.0,10.23,15,37,0,1023,37 1023 0 15 16 31 1 2
11,Oldton Movalpolos,202,DROPFLOOR_B,45267,256,1,34312,34492,22.59,63.61,43.07,45,2259,6361,4307,2259 4307 6361 3456 255 6371 6368 6365
11,Oldton Movalpolos,203,DROPFLOOR_C,45269,256,1,34352,34492,22.59,63.61,43.07,45,2259,6361,4307,2259 4307 6361 3456 255 6371 6368 6365
11,Oldton Movalpolos,208,???,45277,256,1,17744,17844,-113.59,4.9,79.96,90,-11359,490,7996,-11359 7996 490 13 -208367 -17439 8019 94
11,Oldton Movalpolos,209,Selh'teus,45278,256,6,17772,17844,-113.59,4.9,79.96,90,-11359,490,7996,-11359 7996 490 13 -208367 -17439 8019 94
11,Oldton Movalpolos,210,Louverance,45279,256,32,17972,18044,-464.39,35.09,79.99,90,-46439,3509,7999,-46439 7999 3509 40 -259665 -31628 94 2228224
11,Oldton Movalpolos,211,???,45280,256,1,18168,18216,0.25,0.02,77.5,30,25,2,7750,25 7750 2 10 7751 7752 3 5
11,Oldton Movalpolos,212,Brakobrik,45281,256,54,22356,22524,-446.88,22.44,139.96,105,-44688,2244,13996,-44688 13996 2244 13 160312 -42685 13980 161341
11,Oldton Movalpolos,217,Jabbos,45286,256,20,23932,23972,-446.88,22.44,139.96,105,-44688,2244,13996,-44688 13996 2244 13 160312 -42685 13980 161341
11,Oldton Movalpolos,229,Bartabaq,45298,256,1,28192,28284,73.22,0.06,73.19,65,7322,6,7319,7322 7319 6 622 66304 33755138 504365824 2147483632
11,Oldton Movalpolos,238,Ramblix,45308,256,2,28924,29048,77.07,0.6,2.0,70,7707,60,200,7707 200 60 485 1107369984 -266469342 1249902591 2147483632
11,Oldton Movalpolos,240,Mining Point,45310,256,1,29552,29592,77.25,77.29,77.27,45,7725,7729,7727,7725 7727 7729 80 -261209600 8388607 -1009280 151224319
11,Oldton Movalpolos,247,Pawnpix,45317,256,91,29688,29816,1597.51,119.99,-577.99,75,159751,11999,-57799,159751 -57799 11999 3413 145 0 3080226 2147483640
11,Oldton Movalpolos,248,Stufstix,45318,256,72,29984,30116,1615.36,119.99,-576.16,75,161536,11999,-57616,161536 -57616 11999 2883 140 0 3080226 2147483640
11,Oldton Movalpolos,249,Twinkbrix,45319,256,1,30276,30460,79.7,3.0,2.66,35,7970,300,266,7970 266 300 200 458 -1040896 1933311 2171776
11,Oldton Movalpolos,251,Chekochuk,45321,256,57,32064,32148,-992.01,20.52,0.25,90,-99201,2052,25,-99201 25 2052 13 -275840 -98792 517 -272055
11,Oldton Movalpolos,252,Movamuq,45322,256,48,32372,32456,-1007.15,22.77,1.24,80,-100715,2277,124,-100715 124 2277 13 -277167 -100760 283 -273029
11,Oldton Movalpolos,253,Trikotrak,45323,256,22,32680,32748,349.03,14.34,1219.99,60,34903,1434,121999,34903 121999 1434 79 2228224 -524241 -127107073 8388607
11,Oldton Movalpolos,254,Swipostik,45324,256,23,32844,32912,324.03,16.34,1219.99,60,32403,1634,121999,32403 121999 1634 79 2228224 -524241 -127107073 8388607
11,Oldton Movalpolos,255,5,45325,256,16,33008,33076,306.74,17.34,1219.99,60,30674,1734,121999,30674 121999 1734 79 2228224 -524241 -127107073 8388607
11,Oldton Movalpolos,256,6,45326,256,16,33172,33240,288.15,19.34,1219.99,60,28815,1934,121999,28815 121999 1934 79 2228224 -524241 -127107073 8388607
11,Oldton Movalpolos,257,7,45327,256,17,33336,33404,322.46,16.34,1219.99,60,32246,1634,121999,32246 121999 1634 79 2228224 -524241 -127107073 8388607
11,Oldton Movalpolos,258,8,45328,256,16,33500,33568,297.88,18.33,1219.99,60,29788,1833,121999,29788 121999 1833 79 2228224 -524241 -127107073 8388607
11,Oldton Movalpolos,261,???,45331,256,3,33824,33880,-1414.52,79.24,1533.45,95,-141452,7924,153345,-141452 153345 7924 3181 21 -2147469568 -2147319807 922779651
11,Oldton Movalpolos,262,Goblin Preceptor,45332,256,11,33856,33880,-1414.52,79.24,1533.45,95,-141452,7924,153345,-141452 153345 7924 3181 21 -2147469568 -2147319807 922779651
11,Oldton Movalpolos,263,Mighty Minded Ge,45333,256,67,33924,33960,-1379.92,79.99,1531.51,95,-137992,7999,153151,-137992 153151 7999 2936 13 -139859 153362 -138308
11,Oldton Movalpolos,264,Choplix Limblopp,45334,256,30,34104,34132,-1375.3,79.99,1524.45,95,-137530,7999,152445,-137530 152445 7999 2835 13 -138155 153526 -138730
11,Oldton Movalpolos,267,Survival Guide,45337,256,2,35252,35384,-0.02,81.5,81.35,50,-2,8150,8135,-2 8135 8150 26 27 8149 8 15
11,Oldton Movalpolos,270,Magh Bihu,45340,256,39,58300,58420,1403.5,120.54,-594.97,80,140350,12054,-59497,140350 -59497 12054 313 -2147460352 2147483640 2147483640 812346484
11,Oldton Movalpolos,271,Dazbog,45341,256,45,58752,58856,1495.82,119.41,-619.65,80,149582,11941,-61965,149582 -61965 11941 283 -513024 -491521 1886617599 1392521520
12,Newton Movalpolos,234,Sleakachiq,49393,256,3,88,120,8.0,72.46,72.51,30,800,7246,7251,800 7251 7246 0 7252 1 266 300
12,Newton Movalpolos,235,Furnace Hatch,49394,256,1,336,360,9.47,72.55,72.54,15,947,7255,7254,947 7254 7255 31 0 160 90 81
12,Newton Movalpolos,239,Furnace Hatch,49398,256,1,788,932,72.63,72.67,72.65,45,7263,7267,7265,7263 7265 7267 80 -261209600 8388607 -1009280 151224319
