zone_id,zone_name,npc_index,name,record_id,record_tag,event_ref_count,event_ref_offset,position_offset,x,y,z,confidence,raw_x,raw_y,raw_z,raw_values
11,Oldton Movalpolos,212,Brakobrik,45281,256,54,22356,22524,-446.88,22.44,139.96,105,-44688,2244,13996,-44688 13996 2244 13 160312 -42685 13980 161341
11,Oldton Movalpolos,217,Jabbos,45286,256,20,23932,23972,-446.88,22.44,139.96,105,-44688,2244,13996,-44688 13996 2244 13 160312 -42685 13980 161341
11,Oldton Movalpolos,251,Chekochuk,45321,256,57,32064,32148,-992.01,20.52,0.25,90,-99201,2052,25,-99201 25 2052 13 -275840 -98792 517 -272055
11,Oldton Movalpolos,261,???,45331,256,3,33824,33880,-1414.52,79.24,1533.45,95,-141452,7924,153345,-141452 153345 7924 3181 21 -2147469568 -2147319807 922779651
11,Oldton Movalpolos,262,Goblin Preceptor,45332,256,11,33856,33880,-1414.52,79.24,1533.45,95,-141452,7924,153345,-141452 153345 7924 3181 21 -2147469568 -2147319807 922779651
11,Oldton Movalpolos,263,Mighty Minded Ge,45333,256,67,33924,33960,-1379.92,79.99,1531.51,95,-137992,7999,153151,-137992 153151 7999 2936 13 -139859 153362 -138308
11,Oldton Movalpolos,264,Choplix Limblopp,45334,256,30,34104,34132,-1375.3,79.99,1524.45,95,-137530,7999,152445,-137530 152445 7999 2835 13 -138155 153526 -138730
13,Mine Shaft #2716,133,Shaft Entrance,53387,256,3,26496,26656,78.23,78.24,0.03,90,7823,7824,3,7823 3 7824 90 -457520 -9466 119999 3055
13,Mine Shaft #2716,134,Shaft Entrance,53388,256,1,26540,26656,78.23,78.24,0.03,90,7823,7824,3,7823 3 7824 90 -457520 -9466 119999 3055
13,Mine Shaft #2716,135,Shaft Entrance,53389,256,1,26568,26656,78.23,78.24,0.03,90,7823,7824,3,7823 3 7824 90 -457520 -9466 119999 3055
13,Mine Shaft #2716,142,Makki-Chebukki,53400,256,146,46052,46192,30.79,-345.24,0.13,90,3079,-34524,13,3079 13 -34524 40 -460056 -18373 -460026 16791
13,Mine Shaft #2716,143,Kukki-Chebukki,53401,256,113,46604,46736,30.52,-353.89,0.13,90,3052,-35389,13,3052 13 -35389 40 -459106 -18469 -460793 17351
13,Mine Shaft #2716,144,Cherukiki,53402,256,116,47116,47248,30.52,-354.21,0.13,90,3052,-35421,13,3052 13 -35421 40 -460844 -19005 -459161 17865
13,Mine Shaft #2716,172,Pawnpix,53431,256,62,57860,57980,-58.14,30.72,1199.99,95,-5814,3072,119999,-5814 119999 3072 13 -2900 19 -640 6600
13,Mine Shaft #2716,173,Stufstix,53432,256,66,58336,58456,-58.14,30.72,1199.99,95,-5814,3072,119999,-5814 119999 3072 13 -2900 19 -640 6600
13,Mine Shaft #2716,177,Magriffon,53436,256,92,60476,60608,124.72,109.72,10.07,90,12472,10972,1007,12472 1007 10972 40 -459272 -7939 119999 152
14,Hall of Transference,11,Wolfgang,57360,256,19,5100,5152,-476.1,32.64,-807.9,90,-47610,3264,-80790,-47610 -80790 3264 410 279227 -53429 -80635 652
14,Hall of Transference,12,???,57361,256,46,5396,5436,-590.52,30.63,-806.35,105,-59052,3063,-80635,-59052 -80635 3063 13 -55000 10 458 456
14,Hall of Transference,13,Nag'molada,57362,256,47,4616,4664,-491.68,30.13,-806.35,105,-49168,3013,-80635,-49168 -80635 3013 13 -51000 467 -40000 -83013
14,Hall of Transference,14,???,57363,256,4,4932,4960,-446.78,8.76,-812.09,90,-44678,876,-81209,-44678 -81209 876 234 45 -523886 26509311 2147483640
14,Hall of Transference,15,???,57364,256,2,5028,5052,-446.78,11.76,-812.09,90,-44678,1176,-81209,-44678 -81209 1176 29 -523886 26509311 2147483640 -134114304
14,Hall of Transference,31,Iroha,57382,256,53,21756,21856,-190.99,14.42,18.31,90,-19099,1442,1831,-19099 1831 1442 29 0 -2147470848 -2147418081 -2147254270
14,Hall of Transference,32,Tenzen,57383,256,99,21800,21856,-190.99,14.42,18.31,90,-19099,1442,1831,-19099 1831 1442 29 0 -2147470848 -2147418081 -2147254270
15,Abyssea - Konschtat,605,Romualdo,62057,256,1,625496,625668,0.09,0.1,81.19,105,9,10,8119,9 8119 10 782 -2147474432 -2147385343 268436005 704675841
15,Abyssea - Konschtat,606,Event Master,62058,256,1,625544,625668,0.09,0.1,81.19,105,9,10,8119,9 8119 10 782 -2147474432 -2147385343 268436005 704675841
16,Promyvion - Holla,321,???,330,257,6,6284,6464,-546.25,-0.36,1162.93,95,-54625,-36,116293,-54625 116293 -36 2101 1 0 2 7275
16,Promyvion - Holla,322,???,331,257,6,6312,6464,-546.25,-0.36,1162.93,95,-54625,-36,116293,-54625 116293 -36 2101 1 0 2 7275
16,Promyvion - Holla,323,???,332,257,6,6340,6464,-546.25,-0.36,1162.93,95,-54625,-36,116293,-54625 116293 -36 2101 1 0 2 7275
16,Promyvion - Holla,324,???,333,257,6,6368,6464,-546.25,-0.36,1162.93,95,-54625,-36,116293,-54625 116293 -36 2101 1 0 2 7275
16,Promyvion - Holla,325,???,334,257,6,6396,6464,-546.25,-0.36,1162.93,95,-54625,-36,116293,-54625 116293 -36 2101 1 0 2 7275
17,Spire of Holla,93,Yve'noile,4199,257,32,12004,12100,0.0,-19.99,472.0,120,0,-1999,47200,0 47200 -1999 3072 -13000 10 4000 139
17,Spire of Holla,94,Miko_A,4200,257,5,12272,12300,-10.0,-19.99,442.0,105,-1000,-1999,44200,-1000 44200 -1999 3072 25 -134114816 8388607 25165879
17,Spire of Holla,95,Miko_B,4201,257,5,12348,12376,10.0,-19.99,442.0,105,1000,-1999,44200,1000 44200 -1999 3072 25 -134114816 8388607 25165879
17,Spire of Holla,97,Eald'narche,4203,257,14,15372,15528,76.61,76.63,0.03,90,7661,7663,3,7661 3 7663 90 -240002 -36082 -62000 3072
19,Spire of Dem,108,Yve'noile,12406,257,32,12020,12116,0.0,-19.99,472.0,120,0,-1999,47200,0 47200 -1999 3072 -13000 10 4000 139
19,Spire of Dem,109,Miko_A,12407,257,5,12288,12316,-10.0,-19.99,442.0,105,-1000,-1999,44200,-1000 44200 -1999 3072 25 -134114816 8388607 25165879
19,Spire of Dem,110,Miko_B,12408,257,5,12364,12392,10.0,-19.99,442.0,105,1000,-1999,44200,1000 44200 -1999 3072 25 -134114816 8388607 25165879
19,Spire of Dem,112,Eald'narche,12410,257,14,15388,15544,76.61,76.63,0.03,90,7661,7663,3,7661 3 7663 90 -240002 -36082 -62000 3072
21,Spire of Mea,81,Yve'noile,20571,257,32,12008,12104,0.0,-19.99,472.0,120,0,-1999,47200,0 47200 -1999 3072 -13000 10 4000 139
21,Spire of Mea,82,Miko_A,20572,257,5,12276,12304,-10.0,-19.99,442.0,105,-1000,-1999,44200,-1000 44200 -1999 3072 25 -134114816 8388607 25165879
21,Spire of Mea,83,Miko_B,20573,257,5,12352,12380,10.0,-19.99,442.0,105,1000,-1999,44200,1000 44200 -1999 3072 25 -134114816 8388607 25165879
21,Spire of Mea,85,Eald'narche,20575,257,14,15376,15532,76.61,76.63,0.03,90,7661,7663,3,7661 3 7663 90 -240002 -36082 -62000 3072
22,Promyvion - Vahzl,400,???,24984,257,2,4968,5092,-5.91,-10.0,256.02,120,-591,-1000,25602,-591 25602 -1000 3242 7248 7249 10 100
22,Promyvion - Vahzl,404,Nag'molada,24988,257,15,16116,16144,0.0,31.25,-419.68,105,0,3125,-41968,0 -41968 3125 40 -23055 2499 32 -134114816
22,Promyvion - Vahzl,406,Yve'noile,24990,257,72,17304,17404,0.1,-170.0,270.0,120,10,-17000,27000,10 27000 -17000 2499 3147 -19600 219 -2147460352
22,Promyvion - Vahzl,407,KODAI01,24991,257,11,17652,17712,-7.6,-20.0,477.0,120,-760,-2000,47700,-760 47700 -2000 1024 13 46000 1500 -40600
22,Promyvion - Vahzl,408,KODAI02,24992,257,11,17888,17932,477.0,10.09,-20.0,105,47700,1009,-2000,47700 -2000 1009 13 46000 -1500 -40600 0
22,Promyvion - Vahzl,409,KODAI03,24993,257,4,18044,18072,-36.0,-22.49,458.0,105,-3600,-2249,45800,-3600 45800 -2249 1024 25 -134114816 8388607 25165879
22,Promyvion - Vahzl,410,KODAI04,24994,257,4,18120,18148,36.0,-22.49,458.0,105,3600,-2249,45800,3600 45800 -2249 1024 25 -134114816 8388607 25165879
23,Spire of Vahzl,168,Nag'molada,28850,257,73,27136,27252,150.25,10.07,599.99,105,15025,1007,59999,15025 59999 1007 1634 -352336 -119250 1197 122
23,Spire of Vahzl,169,Louverance,28851,257,43,27408,27524,163.75,6.21,599.99,105,16375,621,59999,16375 59999 621 2531 -350955 -119250 1257 122
24,Lufaise Meadows,320,Novice Moogle,33104,257,66,16024,16164,-207.6,19.2,-4.8,90,-20760,1920,-480,-20760 -480 1920 13 428758 -23237 -1660 40
24,Lufaise Meadows,361,Makki-Chebukki,33146,257,11,117164,117308,-313.99,3.24,0.45,90,-31399,324,45,-31399 45 324 151 2228224 -524241 -127107073 8388607
24,Lufaise Meadows,362,Kukki-Chebukki,33147,257,11,117476,117616,-314.61,3.24,0.3,90,-31461,324,30,-31461 30 324 151 2228224 -524241 -127107073 8388607
24,Lufaise Meadows,364,Vukki-Chebukki,33149,257,16,117452,117616,-314.61,3.24,0.3,90,-31461,324,30,-31461 30 324 151 2228224 -524241 -127107073 8388607
24,Lufaise Meadows,369,Louverance,33154,257,12,119144,119244,-240.59,28.49,0.6,90,-24059,2849,60,-24059 60 2849 121 2228224 -524241 -127107073 8388607
24,Lufaise Meadows,373,Mildaurion,33158,257,10,120080,120180,-320.44,39.49,0.15,90,-32044,3949,15,-32044 15 3949 105 2228224 -524241 -127107073 8388607
25,Misareaux Coast,326,Ulmia,37198,257,45,42568,42688,-325.06,0.6,15.84,105,-32506,60,1584,-32506 1584 60 2116 -171507 -320868 -32151 559
26,Tavnazian Safehold,1,Latteaune,40962,257,1,74540,74648,63.99,0.6,2.0,90,6399,60,200,6399 200 60 405 -503040 -491521 1952808959 -266441105
26,Tavnazian Safehold,2,Ulmia,40963,257,276,78492,78676,-19.95,-226.42,193.86,120,-1995,-22642,19386,-1995 19386 -22642 3545 13 -884 21799 -22749
26,Tavnazian Safehold,4,Makki-Chebukki,40965,257,64,70304,70392,245.49,-119.51,370.49,100,24549,-11951,37049,24549 37049 -11951 3182 25568 40485 -12000 24691
26,Tavnazian Safehold,5,Kukki-Chebukki,40966,257,55,70628,70716,249.74,-119.33,361.18,100,24974,-11933,36118,24974 36118 -11933 3016 26561 40490 -12001 25573
26,Tavnazian Safehold,6,Cherukiki,40967,257,40,70992,71076,254.86,-119.12,357.7,100,25486,-11912,35770,25486 35770 -11912 3171 27557 40493 -11949 25670
26,Tavnazian Safehold,7,Nag'molada,40968,257,144,68016,68064,-43.3,-259.35,1323.84,110,-4330,-25935,132384,-4330 132384 -25935 899 13 26819 39958 -11954
26,Tavnazian Safehold,10,Tressia,40971,257,387,79856,80036,-227.18,0.13,20.08,120,-22718,13,2008,-22718 2008 13 2981 22369 -22744 -2777 -1585
26,Tavnazian Safehold,11,Chemioue,40972,257,348,81832,82012,48.89,-89.89,-34.4,120,4889,-8989,-3440,4889 -3440 -8989 2163 10992 30 10993 10994
26,Tavnazian Safehold,12,Mengrenaux,40973,257,104,71312,71464,-7.51,-235.0,343.24,120,-751,-23500,34324,-751 34324 -23500 873 4272 -1094 -8988 1613
26,Tavnazian Safehold,14,Ondieulix,40975,257,128,83072,83144,-265.96,33.74,37.48,120,-26596,3374,3748,-26596 3748 3374 1738 -8992 1183 11004 20
26,Tavnazian Safehold,15,Tenzen,40976,257,237,81420,81480,1089.03,-400.0,-781.0,110,108903,-40000,-78100,108903 -78100 -40000 706 109592 -81719 -40015 102440
26,Tavnazian Safehold,16,Louverance,40977,257,129,83596,83724,1020.17,-412.5,-589.8,110,102017,-41250,-58980,102017 -58980 -41250 3055 101982 -57479 -41000 107450
26,Tavnazian Safehold,31,Walnut Door,40992,257,4,83548,83724,1020.17,-412.5,-589.8,110,102017,-41250,-58980,102017 -58980 -41250 3055 101982 -57479 -41000 107450
26,Tavnazian Safehold,41,Nag'molada,41002,257,10,110684,110728,-340.0,173.11,9.61,120,-34000,17311,961,-34000 961 17311 2477 -28359 1742 9927 -500
26,Tavnazian Safehold,43,Makki-Chebukki,41004,257,26,116840,116956,281.8,27.43,-234.21,120,28180,2743,-23421,28180 -23421 2743 1217 28633 -23414 2514 4618
26,Tavnazian Safehold,45,Cherukiki,41006,257,21,116836,116956,281.8,27.43,-234.21,120,28180,2743,-23421,28180 -23421 2743 1217 28633 -23414 2514 4618
26,Tavnazian Safehold,46,Tressia,41007,257,15,116896,116956,281.8,27.43,-234.21,120,28180,2743,-23421,28180 -23421 2743 1217 28633 -23414 2514 4618
26,Tavnazian Safehold,47,Chemioue,41008,257,5,117144,117172,-23.18,-224.81,184.97,120,-2318,-22481,18497,-2318 18497 -22481 3082 13 -1382 21059 -22750
26,Tavnazian Safehold,48,Mengrenaux,41009,257,14,117256,117284,-30.52,-235.0,303.66,105,-3052,-23500,30366,-3052 30366 -23500 3734 13 -2036 30880 39
26,Tavnazian Safehold,49,Parelbriaux,41010,257,12,117356,117528,49.96,-227.05,235.56,105,4996,-22705,23556,4996 23556 -22705 2935 48 -134114816 -1803550721 -2047
26,Tavnazian Safehold,50,Ondieulix,41011,257,9,117484,117528,49.96,-227.05,235.56,105,4996,-22705,23556,4996 23556 -22705 2935 48 -134114816 -1803550721 -2047
26,Tavnazian Safehold,53,Odeya,41014,257,98,120724,120828,835.2,-342.5,-704.28,120,83520,-34250,-70428,83520 -70428 -34250 2554 10469 10472 10473 10480
26,Tavnazian Safehold,54,Shikaree X,41015,257,69,122344,122452,4.0,18.9,19.99,90,400,1890,1999,400 1999 1890 26 -134114816 -1803550721 -2047 107647
26,Tavnazian Safehold,55,Mildaurion,41016,257,4,122424,122452,4.0,18.9,19.99,90,400,1890,1999,400 1999 1890 26 -134114816 -1803550721 -2047 107647
26,Tavnazian Safehold,58,Frescheque,41019,257,111,4068,4256,0.06,105.59,105.58,120,6,10559,10558,6 10558 10559 1110 -17165 -22333 4041 10560
26,Tavnazian Safehold,59,Frescheque,41020,257,22,127320,127476,146.8,-360.13,153.42,120,14680,-36013,15342,14680 15342 -36013 1213 -21588 -6271 -36073 2801
26,Tavnazian Safehold,60,Raminey,41021,257,85,127348,127476,146.8,-360.13,153.42,120,14680,-36013,15342,14680 15342 -36013 1213 -21588 -6271 -36073 2801
26,Tavnazian Safehold,61,Equette,41022,257,160,127660,127800,-227.43,-220.34,-61.75,120,-22743,-22034,-6175,-22743 -6175 -22034 1255 11962 -2299 -9992 727
26,Tavnazian Safehold,62,Shemmie,41023,257,41,127756,127800,-227.43,-220.34,-61.75,120,-22743,-22034,-6175,-22743 -6175 -22034 1255 11962 -2299 -9992 727
26,Tavnazian Safehold,63,Leporaitceau,41024,257,137,127892,127932,11.01,-224.85,-184.35,120,1101,-22485,-18435,1101 -18435 -22485 703 81935 5695 -25156 945
26,Tavnazian Safehold,64,Anteurephiaux,41025,257,152,128072,128116,-26.67,0.6,-249.93,120,-2667,60,-24993,-2667 -24993 60 1235 -16311 -22281 987 10724
26,Tavnazian Safehold,65,Pradiulot,41026,257,73,130532,130600,-437.78,-220.91,-424.44,105,-43778,-22091,-42444,-43778 -42444 -22091 13 -23408 4985 -22000 -20683
26,Tavnazian Safehold,66,Pradiulot,41027,257,49,130808,130884,-428.65,-220.61,-427.61,120,-42865,-22061,-42761,-42865 -42761 -22061 2151 -77314 -44484 -22000 92
26,Tavnazian Safehold,67,Elysia,41028,257,134,130196,130316,0.42,-227.49,-275.71,120,42,-22749,-27571,42 -27571 -22749 1025 -671 -26908 1176 -20319
26,Tavnazian Safehold,69,Epinolle,41030,257,54,129476,129644,-965.46,-269.99,433.22,90,-96546,-26999,43322,-96546 43322 -26999 63 -523886 32767 528482354 41943296
26,Tavnazian Safehold,70,Swikastoq,41031,257,28,129576,129644,-965.46,-269.99,433.22,90,-96546,-26999,43322,-96546 43322 -26999 63 -523886 32767 528482354 41943296
26,Tavnazian Safehold,143,Miledo-Shiraddo,41105,257,64,199764,199888,-10.65,-227.5,-261.36,120,-1065,-22750,-26136,-1065 -26136 -22750 867 2187 -26877 1263 -2230
26,Tavnazian Safehold,144,Wazozo,41106,257,189,200816,200944,-2.59,-234.99,-319.27,120,-259,-23499,-31927,-259 -31927 -23499 867 13 3434 -31740 -23749
26,Tavnazian Safehold,156,Francmage,41118,257,111,233836,233904,1608.22,-20.0,1590.81,95,160822,-2000,159081,160822 159081 -2000 3255 558576 -274709 -65 539
26,Tavnazian Safehold,158,Yow Rabntah,41120,257,183,234288,234356,484.65,100.03,-713.55,105,48465,10003,-71355,48465 -71355 10003 857 560862 -280403 0 3126
26,Tavnazian Safehold,159,Cornelia,41121,257,616,234516,234676,1371.04,-20.0,1199.91,110,137104,-2000,119991,137104 119991 -2000 3237 99979 -67739 996 2404
26,Tavnazian Safehold,161,Raogrimm,41123,257,55,235340,235384,209.49,20.52,-358.95,90,20949,2052,-35895,20949 -35895 2052 10 -363167 20791 -35427 -413245
26,Tavnazian Safehold,162,???,41124,257,5,235508,235676,1168.71,-85.0,1192.67,95,116871,-8500,119267,116871 119267 -8500 454 152862 -171415 723 -18183
26,Tavnazian Safehold,163,Diabolos,41125,257,307,235548,235704,-181.83,-173.0,992.42,120,-18183,-17300,99242,-18183 99242 -17300 3408 191 -30457 -8057 3114
26,Tavnazian Safehold,164,Diabolos,41126,257,10,235896,235940,-649.21,0.0,0.07,105,-64921,0,7,-64921 7 0 1 128 -3742 -29509 -23750
26,Tavnazian Safehold,165,Diabolos,41127,257,12,236060,236124,41.53,-227.5,-256.57,105,4153,-22750,-25657,4153 -25657 -22750 1445 79 2228224 -524241 -127107073
26,Tavnazian Safehold,168,Synergy Engineer,41130,257,1,246144,246156,-585.16,2.34,-545.34,90,-58516,234,-54534,-58516 -54534 234 0 1 4 12218 1234
26,Tavnazian Safehold,175,Owain,41138,257,30,350300,350364,-160.52,-258.56,1260.5,110,-16052,-25856,126050,-16052 126050 -25856 1548 557 15 13081 13082
26,Tavnazian Safehold,180,Ombelotte,41144,257,1,361244,361380,132.89,0.26,132.93,105,13289,26,13293,13289 13293 26 30 -50482 -41695 13300 111209
27,Phomiuna Aqueducts,261,???,45324,257,2,11160,11240,202.88,40.73,-60.12,90,20288,4073,-6012,20288 -6012 4073 13 60 -226697 20173 -5999
27,Phomiuna Aqueducts,263,Ornate Gate,45326,257,3,11080,11240,202.88,40.73,-60.12,90,20288,4073,-6012,20288 -6012 4073 13 60 -226697 20173 -5999
27,Phomiuna Aqueducts,264,Door_0rl,45327,257,1,11120,11240,202.88,40.73,-60.12,90,20288,4073,-6012,20288 -6012 4073 13 60 -226697 20173 -5999
27,Phomiuna Aqueducts,294,Nag'molada,45357,257,55,6560,6692,-1446.99,0.0,596.49,110,-144699,0,59649,-144699 59649 0 2222 -149900 59500 -999 -154580
27,Phomiuna Aqueducts,295,BOX,45358,257,4,7024,7052,600.5,0.0,-274.0,90,60050,0,-27400,60050 -27400 0 18 -134114816 8388607 25165879 58720896
27,Phomiuna Aqueducts,309,Fardimant,45373,257,54,11200,11240,202.88,40.73,-60.12,90,20288,4073,-6012,20288 -6012 4073 13 60 -226697 20173 -5999
27,Phomiuna Aqueducts,310,Enaremand,45374,257,25,11396,11424,177.74,24.33,-60.0,90,17774,2433,-6000,17774 -6000 2433 13 60 -222141 18500 40
28,Sacrarium,236,Tenzen,49395,257,107,6500,6636,161.14,-30.29,-65.6,120,16114,-3029,-6560,16114 -6560 -3029 2132 16566 5059 -2015 1834
28,Sacrarium,237,???,49396,257,14,6580,6636,161.14,-30.29,-65.6,120,16114,-3029,-6560,16114 -6560 -3029 2132 16566 5059 -2015 1834
28,Sacrarium,244,Ondieulix,49403,257,5,17760,17888,1325.0,-109.99,1246.0,95,132500,-10999,124600,132500 124600 -10999 3575 25 -134114816 8388607 25165879
28,Sacrarium,246,???,49405,257,1,17836,17888,1325.0,-109.99,1246.0,95,132500,-10999,124600,132500 124600 -10999 3575 25 -134114816 8388607 25165879
28,Sacrarium,251,Muchavatte,49410,257,8,17860,17888,1325.0,-109.99,1246.0,95,132500,-10999,124600,132500 124600 -10999 3575 25 -134114816 8388607 25165879
28,Sacrarium,253,Halaviabeau,49412,257,7,18460,18572,1340.37,-110.0,1231.27,95,134037,-11000,123127,134037 123127 -11000 2887 352 -2147460352 2147483640 2147483640
28,Sacrarium,254,Olbergieut,49413,257,9,18944,19056,1335.92,-110.0,1219.94,95,133592,-11000,121994,133592 121994 -11000 3000 352 -2147460352 2147483640 2147483640
28,Sacrarium,255,Mildaurion,49414,257,18,19672,19796,-812.0,10.24,-590.0,90,-81200,1024,-59000,-81200 -59000 1024 0 60 -19509 -88088 -59257
28,Sacrarium,256,Door:Papal Chamb,49415,257,2,19688,19796,-812.0,10.24,-590.0,90,-81200,1024,-59000,-81200 -59000 1024 0 60 -19509 -88088 -59257
28,Sacrarium,257,Diabolos,49416,257,19,19732,19796,-812.0,10.24,-590.0,90,-81200,1024,-59000,-81200 -59000 1024 0 60 -19509 -88088 -59257
28,Sacrarium,258,Diabolos,49417,257,8,19984,20048,-599.57,1.28,27.45,90,-59957,128,2745,-59957 2745 128 60 95 -2147460352 2147483640 2147483640
28,Sacrarium,259,Diabolos,49418,257,8,20164,20224,-990.16,36.78,-597.52,90,-99016,3678,-59752,-99016 -59752 3678 128 60 95 -2147460352 2147483640
28,Sacrarium,261,Yve'noile,49420,257,23,21428,21480,0.0,-130.0,-40.0,90,0,-13000,-4000,0 -4000 -13000 90 -2147460352 2147483640 2147483640 812346484
30,Riverne - Site #A01,236,Spatial Displace,57592,257,9,17572,17692,-317.05,-50.0,26.11,90,-31705,-5000,2611,-31705 2611 -5000 0 72 120 5000 54
30,Riverne - Site #A01,268,Prishe,57624,257,43,17600,17692,-317.05,-50.0,26.11,90,-31705,-5000,2611,-31705 2611 -5000 0 72 120 5000 54
30,Riverne - Site #A01,269,Ulmia,57625,257,19,18212,18272,-317.68,-40.0,26.25,90,-31768,-4000,2625,-31768 2625 -4000 13 0 72 120 4000
30,Riverne - Site #A01,288,Novice Moogle,57645,257,70,25468,25648,-440.0,0.2,7.38,90,-44000,20,738,-44000 738 20 13 -735389 -305106 -43800 -731697
30,Riverne - Site #A01,289,???,57646,257,93,25556,25648,-440.0,0.2,7.38,90,-44000,20,738,-44000 738 20 13 -735389 -305106 -43800 -731697
30,Riverne - Site #A01,290,Albanus,57647,257,41,26088,26140,-441.99,0.7,19.33,90,-44199,70,1933,-44199 1933 70 120 13 -736895 -306507 -43800
31,Monarch Linn,144,Cherukiki,61594,257,17,20040,20096,20.66,-1.0,-10.0,90,2066,-100,-1000,2066 -1000 -100 431 10 72 0 645404
31,Monarch Linn,145,Kukki-Chebukki,61595,257,17,20332,20388,19.96,-1.0,-10.0,90,1996,-100,-1000,1996 -1000 -100 431 647271 597527 63595 2065
31,Monarch Linn,146,Makki-Chebukki,61596,257,17,20588,20644,20.38,-1.0,-10.0,90,2038,-100,-1000,2038 -1000 -100 431 646837 600094 64047 2032
31,Monarch Linn,147,???,61597,257,8,25772,25816,-30.0,0.01,0.0,90,-3000,1,0,-3000 0 1 452 94 -523884 26378239 2147483640
31,Monarch Linn,167,???,61617,257,13,26376,26516,-8.51,-338.99,-925.39,120,-851,-33899,-92539,-851 -92539 -33899 2794 7666 3072 20 7667
31,Monarch Linn,172,Kenkyuin_A,61622,257,4,32728,32768,-71.15,-340.59,-893.35,105,-7115,-34059,-89335,-7115 -89335 -34059 2490 54 -2147460352 2147483640 2147483640
31,Monarch Linn,173,Kenkyuin_B,61623,257,4,32844,32872,-56.79,-340.59,-877.26,105,-5679,-34059,-87726,-5679 -87726 -34059 2580 37 -134114816 -1803550721 -2047
31,Monarch Linn,174,Kenkyuin_C,61624,257,4,32932,32960,0.0,-340.2,-853.21,105,0,-34020,-85321,0 -85321 -34020 3072 37 -134114816 -1803550721 -2047
31,Monarch Linn,175,Kenkyuin_D,61625,257,4,33020,33048,55.45,-340.59,-878.57,90,5545,-34059,-87857,5545 -87857 -34059 3643 37 -134114816 -1803550721 -2047
31,Monarch Linn,176,Kenkyuin_E,61626,257,4,33108,33228,28.0,-354.99,-1170.0,110,2800,-35499,-117000,2800 -117000 -35499 2048 13 1400 61 -134114816
31,Monarch Linn,177,Kenkyuin_F,61627,257,10,33196,33228,28.0,-354.99,-1170.0,110,2800,-35499,-117000,2800 -117000 -35499 2048 13 1400 61 -134114816
31,Monarch Linn,178,Kenkyuin_G,61628,257,10,33320,33364,40.96,-14.0,0.13,90,4096,-1400,13,4096 13 -1400 61 -134114816 -1803550721 -2047 3604607
32,Sealion's Den,148,ship,159,258,70,31148,31268,800.0,30.72,-300.0,90,80000,3072,-30000,80000 -30000 3072 60 10 -793000 290000 -251000
32,Sealion's Den,155,Jovial Rat,166,258,1,39900,40008,63.99,0.6,2.0,90,6399,60,200,6399 200 60 405 -503040 -491521 1952808959 -266441105
