zone_id,zone_name,entity_id,npc_name,title,status,source_url,reviewed_on,notes
4,Bibiki Bay,16794008,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
4,Bibiki Bay,16794009,Weathered Boat,,pending,,,
4,Bibiki Bay,16794013,Rhalo Davigoh,,pending,,,
4,Bibiki Bay,16794014,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
4,Bibiki Bay,16794028,Goblin Footprint,,pending,,,
4,Bibiki Bay,16794029,Tswe Panipahr,,pending,,,
4,Bibiki Bay,16794038,Planar Rift,,pending,,,
4,Bibiki Bay,16794039,Planar Rift,,pending,,,
4,Bibiki Bay,16794040,Planar Rift,,pending,,,
4,Bibiki Bay,16794044,Ethereal Junction,,pending,,,
4,Bibiki Bay,16794045,Ethereal Junction,,pending,,,
4,Bibiki Bay,16794046,Ethereal Junction,,pending,,,
4,Bibiki Bay,16794047,Survival Guide,,pending,,,
5,Uleguerand Range,16798097,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
5,Uleguerand Range,16798110,Fissure,,pending,,,
5,Uleguerand Range,16798111,Fissure,,pending,,,
5,Uleguerand Range,16798112,Fissure,,pending,,,
5,Uleguerand Range,16798121,Eternal Ice,,pending,,,
5,Uleguerand Range,16798122,Eternal Ice,,pending,,,
5,Uleguerand Range,16798123,Eternal Ice,,pending,,,
5,Uleguerand Range,16798124,Chamnaet Spring,,pending,,,
5,Uleguerand Range,16798126,Buffalostalker Dodzbraz,,pending,,,
5,Uleguerand Range,16798128,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
5,Uleguerand Range,16798130,Goblin Footprint,,pending,,,
5,Uleguerand Range,16798140,Zebada,,pending,,,
5,Uleguerand Range,16798145,Planar Rift,,pending,,,
5,Uleguerand Range,16798146,Planar Rift,,pending,,,
5,Uleguerand Range,16798147,Planar Rift,,pending,,,
5,Uleguerand Range,16798151,Geomagnetic Fount,,pending,,,
5,Uleguerand Range,16798152,Home Point #1,,pending,,,
5,Uleguerand Range,16798153,Home Point #2,,pending,,,
5,Uleguerand Range,16798154,Home Point #3,,pending,,,
5,Uleguerand Range,16798155,Home Point #4,,pending,,,
5,Uleguerand Range,16798156,Home Point #5,,pending,,,
5,Uleguerand Range,16798157,Ethereal Junction,,pending,,,
5,Uleguerand Range,16798158,Ethereal Junction,,pending,,,
5,Uleguerand Range,16798159,Ethereal Junction,,pending,,,
6,Bearclaw Pinnacle,16801889,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801890,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801891,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801892,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801893,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801894,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801895,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801896,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801897,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801898,Wind Pillar,,pending,,,
6,Bearclaw Pinnacle,16801899,exit_01,,pending,,,
6,Bearclaw Pinnacle,16801900,exit_02,,pending,,,
6,Bearclaw Pinnacle,16801901,exit_03,,pending,,,
6,Bearclaw Pinnacle,16801902,exit_04,,pending,,,
6,Bearclaw Pinnacle,16801903,exit_05,,pending,,,
6,Bearclaw Pinnacle,16801930,Goblin Footprint,,pending,,,
7,Attohwa Chasm,16806290,Luminant,,pending,,,
7,Attohwa Chasm,16806291,Luminant,,pending,,,
7,Attohwa Chasm,16806295,Luminant,,pending,,,
7,Attohwa Chasm,16806296,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
7,Attohwa Chasm,16806326,_07m,,pending,,,
7,Attohwa Chasm,16806358,Cradle of Rebirth,,pending,,,
7,Attohwa Chasm,16806359,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
7,Attohwa Chasm,16806360,Loose Sand,,pending,,,
7,Attohwa Chasm,16806370,Excavation Point,,pending,,,
7,Attohwa Chasm,16806371,Excavation Point,,pending,,,
7,Attohwa Chasm,16806372,Excavation Point,,pending,,,
7,Attohwa Chasm,16806373,Excavation Point,,pending,,,
7,Attohwa Chasm,16806374,Excavation Point,,pending,,,
7,Attohwa Chasm,16806375,Excavation Point,,pending,,,
7,Attohwa Chasm,16806376,Jakaka,,pending,,,
7,Attohwa Chasm,16806377,Planar Rift,,pending,,,
7,Attohwa Chasm,16806378,Planar Rift,,pending,,,
7,Attohwa Chasm,16806379,Planar Rift,,pending,,,
7,Attohwa Chasm,16806383,Geomagnetic Fount,,pending,,,
7,Attohwa Chasm,16806384,Home Point #1,,pending,,,
7,Attohwa Chasm,16806389,Ethereal Junction,,pending,,,
7,Attohwa Chasm,16806390,Ethereal Junction,,pending,,,
7,Attohwa Chasm,16806391,Ethereal Junction,,pending,,,
7,Attohwa Chasm,16806394,Harvesting Point,,pending,,,
8,Boneyard Gully,16810232,Goblin Footprint,,pending,,,
9,Pso'Xja,16814434,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
9,Pso'Xja,16814501,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
9,Pso'Xja,16814504,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
9,Pso'Xja,16814557,Goblin Footprint,,pending,,,
9,Pso'Xja,16814568,Home Point #1,,pending,,,
10,The Shrouded Maw,16818248,Memento Circle,,pending,,,
10,The Shrouded Maw,16818249,Memento Circle,,pending,,,
10,The Shrouded Maw,16818250,Memento Circle,,pending,,,
10,The Shrouded Maw,16818251,Memento Circle,,pending,,,
10,The Shrouded Maw,16818257,FLOOR_A_PANEL,,pending,,,
10,The Shrouded Maw,16818258,FLOOR_B_PANEL,,pending,,,
10,The Shrouded Maw,16818259,FLOOR_C_PANEL,,pending,,,
10,The Shrouded Maw,16818303,Goblin Footprint,,pending,,,
11,Oldton Movalpolos,16822469,Scrawled Writing,,pending,,,
11,Oldton Movalpolos,16822489,Tarnotik,,pending,,,
11,Oldton Movalpolos,16822497,Brakobrik,,pending,,,
11,Oldton Movalpolos,16822498,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822499,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822500,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822501,Rakorok,,pending,,,
11,Oldton Movalpolos,16822503,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822504,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822505,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822506,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822507,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
11,Oldton Movalpolos,16822508,Koblakiq,,pending,,,
11,Oldton Movalpolos,16822513,Conquest_Banner,,pending,,,
11,Oldton Movalpolos,16822525,Goblin Footprint,,pending,,,
11,Oldton Movalpolos,16822526,Mining Point,,pending,,,
11,Oldton Movalpolos,16822527,Mining Point,,pending,,,
11,Oldton Movalpolos,16822528,Mining Point,,pending,,,
11,Oldton Movalpolos,16822529,Mining Point,,pending,,,
11,Oldton Movalpolos,16822530,Mining Point,,pending,,,
11,Oldton Movalpolos,16822531,Mining Point,,pending,,,
11,Oldton Movalpolos,16822535,Twinkbrix,,pending,,,
11,Oldton Movalpolos,16822545,Iron Box,,pending,,,
11,Oldton Movalpolos,16822552,Geomagnetic Fount,,pending,,,
11,Oldton Movalpolos,16822553,Survival Guide,,pending,,,
12,Newton Movalpolos,16826573,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
12,Newton Movalpolos,16826574,Moblin Showman,,pending,,,
12,Newton Movalpolos,16826575,Peculiar Footprints,,pending,,,
12,Newton Movalpolos,16826584,door_master,,pending,,,
12,Newton Movalpolos,16826609,Sleakachiq,,pending,,,
12,Newton Movalpolos,16826610,Furnace Hatch,,pending,,,
12,Newton Movalpolos,16826611,Furnace Hatch,,pending,,,
12,Newton Movalpolos,16826612,Furnace Hatch,,pending,,,
12,Newton Movalpolos,16826613,Furnace Hatch,,pending,,,
12,Newton Movalpolos,16826614,Furnace Hatch,,pending,,,
12,Newton Movalpolos,16826624,Mining Point,,pending,,,
12,Newton Movalpolos,16826625,Mining Point,,pending,,,
12,Newton Movalpolos,16826626,Mining Point,,pending,,,
12,Newton Movalpolos,16826627,Mining Point,,pending,,,
12,Newton Movalpolos,16826628,Mining Point,,pending,,,
12,Newton Movalpolos,16826629,Mining Point,,pending,,,
12,Newton Movalpolos,16826631,Home Point #1,,pending,,,
13,Mine Shaft #2716,16830646,Goblin Footprint,,pending,,,
14,Hall of Transference,16834582,Goblin Footprint,,pending,,,
15,Abyssea - Konschtat,16839078,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839079,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839080,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839081,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839082,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839083,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839084,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839085,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839086,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839087,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839088,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839089,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839090,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839091,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839092,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839093,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839094,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839095,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839096,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839097,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839098,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
15,Abyssea - Konschtat,16839107,Conflux Surveyor,,pending,,,
15,Abyssea - Konschtat,16839108,Cruor Prospector,,pending,,,
15,Abyssea - Konschtat,16839109,Atma Infusionist,,pending,,,
15,Abyssea - Konschtat,16839110,Atma Fabricant,,pending,,,
15,Abyssea - Konschtat,16839113,NPC[1c9],,pending,,,
15,Abyssea - Konschtat,16839114,NPC[1ca],,pending,,,
15,Abyssea - Konschtat,16839195,Veridical Conflux #01,,pending,,,
15,Abyssea - Konschtat,16839196,Veridical Conflux #02,,pending,,,
15,Abyssea - Konschtat,16839197,Veridical Conflux #03,,pending,,,
15,Abyssea - Konschtat,16839198,Veridical Conflux #04,,pending,,,
15,Abyssea - Konschtat,16839199,Veridical Conflux #05,,pending,,,
15,Abyssea - Konschtat,16839200,Veridical Conflux #06,,pending,,,
15,Abyssea - Konschtat,16839201,Veridical Conflux #07,,pending,,,
15,Abyssea - Konschtat,16839202,Veridical Conflux #08,,pending,,,
15,Abyssea - Konschtat,16839203,KS-01 Martello,,pending,,,
15,Abyssea - Konschtat,16839204,KS-02 Martello,,pending,,,
15,Abyssea - Konschtat,16839205,KS-03 Martello,,pending,,,
15,Abyssea - Konschtat,16839206,KS-04 Martello,,pending,,,
15,Abyssea - Konschtat,16839207,KS-05 Martello,,pending,,,
15,Abyssea - Konschtat,16839208,KS-06 Martello,,pending,,,
15,Abyssea - Konschtat,16839209,KS-07 Martello,,pending,,,
15,Abyssea - Konschtat,16839210,KS-08 Martello,,pending,,,
15,Abyssea - Konschtat,16839212,Cavernous Maw,,pending,,,
15,Abyssea - Konschtat,16839213,0100f229,,pending,,,
15,Abyssea - Konschtat,16839214,0100f22a,,pending,,,
15,Abyssea - Konschtat,16839215,0100f22b,,pending,,,
15,Abyssea - Konschtat,16839216,0100f22c,,pending,,,
15,Abyssea - Konschtat,16839217,0100f22d,,pending,,,
15,Abyssea - Konschtat,16839218,Machine Outfitter,,pending,,,
15,Abyssea - Konschtat,16839219,Ayame,,pending,,,
15,Abyssea - Konschtat,16839220,Raibaht,,pending,,,
15,Abyssea - Konschtat,16839221,Rashid,,pending,,,
15,Abyssea - Konschtat,16839222,Julio,,pending,,,
15,Abyssea - Konschtat,16839223,Silver Owl,,pending,,,
15,Abyssea - Konschtat,16839224,Talib,,pending,,,
15,Abyssea - Konschtat,16839225,Argus,,pending,,,
15,Abyssea - Konschtat,16839226,Helga,,pending,,,
15,Abyssea - Konschtat,16839227,Cleades,,pending,,,
15,Abyssea - Konschtat,16839228,Naji,,pending,,,
15,Abyssea - Konschtat,16839229,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839230,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839231,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839232,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839233,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839234,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839235,Repair Trunk,,pending,,,
15,Abyssea - Konschtat,16839236,0100f240,,pending,,,
15,Abyssea - Konschtat,16839237,0100f241,,pending,,,
15,Abyssea - Konschtat,16839238,Lined Casket,,pending,,,
15,Abyssea - Konschtat,16839239,Lined Casket,,pending,,,
15,Abyssea - Konschtat,16839240,Lined Casket,,pending,,,
15,Abyssea - Konschtat,16839241,Resistance Fighter,,pending,,,
15,Abyssea - Konschtat,16839242,Resistance Fighter,,pending,,,
15,Abyssea - Konschtat,16839243,Resistance Fighter,,pending,,,
15,Abyssea - Konschtat,16839244,Resistance Fighter,,pending,,,
15,Abyssea - Konschtat,16839245,Resistance Fighter,,pending,,,
15,Abyssea - Konschtat,16839246,Flaco,,pending,,,
15,Abyssea - Konschtat,16839247,Echo Hawk,,pending,,,
15,Abyssea - Konschtat,16839248,Ihsan,,pending,,,
15,Abyssea - Konschtat,16839249,Steel Bones,,pending,,,
15,Abyssea - Konschtat,16839251,0100F252,,pending,,,
15,Abyssea - Konschtat,16839253,0100F254,,pending,,,
15,Abyssea - Konschtat,16839255,0100F256,,pending,,,
15,Abyssea - Konschtat,16839257,0100F258,,pending,,,
15,Abyssea - Konschtat,16839259,0100F25A,,pending,,,
15,Abyssea - Konschtat,16839263,0100F25E,,pending,,,
15,Abyssea - Konschtat,16839267,0100F262,,pending,,,
15,Abyssea - Konschtat,16839270,Offa,,pending,,,
15,Abyssea - Konschtat,16839271,Red Canyon,,pending,,,
15,Abyssea - Konschtat,16839272,Sugandhi,,pending,,,
15,Abyssea - Konschtat,16839273,Romualdo,,pending,,,
16,Promyvion - Holla,16842780,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16842847,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16842854,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16842887,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16842905,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16842948,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16843068,kiokudama_a,,pending,,,
16,Promyvion - Holla,16843069,kiokudama_b,,pending,,,
16,Promyvion - Holla,16843070,kiokudama_c,,pending,,,
16,Promyvion - Holla,16843071,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16843081,Rendezvous Point,,pending,,,
16,Promyvion - Holla,16843082,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16843083,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16843084,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16843085,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
16,Promyvion - Holla,16843086,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
17,Spire of Holla,16846949,Radiant Aureole,,pending,,,
17,Spire of Holla,16846970,Goblin Footprint,,pending,,,
18,Promyvion - Dem,16850971,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851032,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851072,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851081,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851160,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851169,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851292,kiokudama_a,,pending,,,
18,Promyvion - Dem,16851293,kiokudama_b,,pending,,,
18,Promyvion - Dem,16851294,kiokudama_c,,pending,,,
18,Promyvion - Dem,16851295,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851305,Rendezvous Point,,pending,,,
18,Promyvion - Dem,16851306,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851307,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851308,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851309,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
18,Promyvion - Dem,16851310,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
19,Spire of Dem,16855156,Radiant Aureole,,pending,,,
19,Spire of Dem,16855177,Goblin Footprint,,pending,,,
20,Promyvion - Mea,16859154,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859204,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859218,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859225,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859295,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859304,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859313,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859375,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859384,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859393,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859497,kiokudama_a,,pending,,,
20,Promyvion - Mea,16859498,kiokudama_b,,pending,,,
20,Promyvion - Mea,16859499,kiokudama_c,,pending,,,
20,Promyvion - Mea,16859500,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859510,Rendezvous Point,,pending,,,
20,Promyvion - Mea,16859511,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859512,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859513,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859514,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
20,Promyvion - Mea,16859515,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
21,Spire of Mea,16863321,Radiant Aureole,,pending,,,
21,Spire of Mea,16863342,Goblin Footprint,,pending,,,
22,Promyvion - Vahzl,16867386,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867391,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867438,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867445,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867503,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867510,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867524,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867600,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867609,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867618,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867707,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867708,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867709,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867732,kiokudama_a,,pending,,,
22,Promyvion - Vahzl,16867733,kiokudama_b,,pending,,,
22,Promyvion - Vahzl,16867734,kiokudama_c,,pending,,,
22,Promyvion - Vahzl,16867735,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
22,Promyvion - Vahzl,16867755,Goblin Footprint,,pending,,,
23,Spire of Vahzl,16871588,Bridge,,pending,,,
23,Spire of Vahzl,16871589,Radiant Aureole,,pending,,,
23,Spire of Vahzl,16871608,Goblin Footprint,,pending,,,
24,Lufaise Meadows,16875824,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
24,Lufaise Meadows,16875825,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
24,Lufaise Meadows,16875842,Swirling Vortex,,pending,,,
24,Lufaise Meadows,16875853,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
24,Lufaise Meadows,16875854,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
24,Lufaise Meadows,16875868,"Teldo-Moroldo, W.W.",,pending,,,
24,Lufaise Meadows,16875871,Conquest_Banner,,pending,,,
24,Lufaise Meadows,16875875,"Cotete, W.W.",,pending,,,
24,Lufaise Meadows,16875876,Jersey,,pending,,,
24,Lufaise Meadows,16875879,Conquest_Banner,,pending,,,
24,Lufaise Meadows,16875882,Goblin Footprint,,pending,,,
24,Lufaise Meadows,16875884,Logging Point,,pending,,,
24,Lufaise Meadows,16875885,Logging Point,,pending,,,
24,Lufaise Meadows,16875886,Logging Point,,pending,,,
24,Lufaise Meadows,16875887,Logging Point,,pending,,,
24,Lufaise Meadows,16875888,Logging Point,,pending,,,
24,Lufaise Meadows,16875889,Logging Point,,pending,,,
24,Lufaise Meadows,16875890,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
24,Lufaise Meadows,16875891,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
24,Lufaise Meadows,16875902,Luck Rune,,pending,,,
24,Lufaise Meadows,16875911,Planar Rift,,pending,,,
24,Lufaise Meadows,16875912,Planar Rift,,pending,,,
24,Lufaise Meadows,16875913,Planar Rift,,pending,,,
24,Lufaise Meadows,16875917,Survival Guide,,pending,,,
24,Lufaise Meadows,16875918,Ethereal Junction,,pending,,,
24,Lufaise Meadows,16875919,Ethereal Junction,,pending,,,
24,Lufaise Meadows,16875920,Ethereal Junction,,pending,,,
25,Misareaux Coast,16879918,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
25,Misareaux Coast,16879935,Spatial Displacement,,pending,,,
25,Misareaux Coast,16879944,Swirling Vortex,,pending,,,
25,Misareaux Coast,16879945,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
25,Misareaux Coast,16879971,Goblin Footprint,,pending,,,
25,Misareaux Coast,16879972,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
25,Misareaux Coast,16879973,Logging Point,,pending,,,
25,Misareaux Coast,16879974,Logging Point,,pending,,,
25,Misareaux Coast,16879975,Logging Point,,pending,,,
25,Misareaux Coast,16879976,Logging Point,,pending,,,
25,Misareaux Coast,16879977,Logging Point,,pending,,,
